series,mode,mode_order,mean_period,spearman_corr,spearman_pvalue,spearman_significance,variance_contribution,run_length_number,rln_ratio,log_mean_period,log_rln_ratio,scaled_log_mean_period,scaled_log_rln_ratio,hierarchical_cluster,hierarchical_cluster_mean_period,hierarchical_cluster_mean_rln_ratio,scale
silver_spot,IMF4,4,21.52777777777778,0.22124371337808374,1.1134333207965891e-35,***,0.09851771025170732,259.0,0.08354838709677419,3.069344090897237,-2.4823293287737,-0.5410228989932946,0.5242882776202861,3.0,51.25372606006408,0.04827956989247312,MTC
silver_spot,IMF5,5,43.66197183098591,0.13531733411692495,3.8508736346917195e-14,***,0.05783947336952974,127.0,0.04096774193548387,3.776477513431922,-3.1949703040146464,-0.1968706840208135,0.17648733698846467,3.0,51.25372606006408,0.04827956989247312,MTC
silver_spot,IMF6,6,88.57142857142857,0.09762408042570227,5.142846444398124e-08,***,0.014806114033098915,63.0,0.02032258064516129,4.483809328983824,-3.896022664081705,0.14737808613366632,-0.1656578367170504,3.0,51.25372606006408,0.04827956989247312,MTC
silver_spot,IMF7,7,206.66666666666666,0.06442375453247504,0.0003316369783410054,***,0.005851518817107943,28.0,0.00903225806451613,5.331107189371028,-4.706952880298034,0.5597464258289903,-0.5614283604249327,1.0,743.6309523809524,0.004274193548387097,LTC
silver_spot,IMF8,8,442.85714285714283,0.03404772443779117,0.05802856551622838,*,0.0012438263025870084,14.0,0.004516129032258065,6.093247241417925,-5.400100060857979,0.9306696189245848,-0.8997154499562845,1.0,743.6309523809524,0.004274193548387097,LTC
silver_spot,IMF9,9,775.0,0.05699906201021546,0.001499011727981297,***,0.0009472074962759247,7.0,0.0022580645161290325,6.652863029353347,-6.093247241417925,1.2030270083705619,-1.2380025394876364,1.0,743.6309523809524,0.004274193548387097,LTC
silver_spot,IMF10,10,1550.0,0.019455322167667988,0.2788563127271634,,7.67968376530477e-05,4.0,0.0012903225806451613,7.346010209913293,-6.652863029353347,1.5403723096809872,-1.5111202862893145,1.0,743.6309523809524,0.004274193548387097,LTC
silver_spot,residue,11,inf,0.05059919434465678,0.0048336939581782356,***,2.945578931122358e-06,,,,,,,,,,LTC
platinum_spot,IMF1,1,2.7777777777777777,0.7497968722553159,0.0,***,0.6105285803833634,2114.0,0.6819354838709677,1.0216512475319812,-0.3828202240430547,-1.5656340030745797,1.5586087451359913,2.0,6.448741715847181,0.3944086021505376,STC
platinum_spot,IMF2,2,5.575539568345324,0.4826234688694626,1.218233400710722e-180,***,0.18735350967931105,1024.0,0.3303225806451613,1.7183890962226553,-1.1076855848737845,-1.2260821819100074,1.2104461879381667,2.0,6.448741715847181,0.3944086021505376,STC
platinum_spot,IMF3,3,10.99290780141844,0.3222580193459549,7.664872910617668e-76,***,0.0847817411377602,530.0,0.17096774193548386,2.3972503195351242,-1.7662803839270702,-0.8952424476728977,0.8941142706110743,2.0,6.448741715847181,0.3944086021505376,STC
platinum_spot,IMF4,4,22.302158273381295,0.22948313427433467,2.5058083558295983e-38,***,0.06681736951323672,252.0,0.08129032258064516,3.1046834573425457,-2.5097283029618143,-0.5504783290792454,0.5370262614145883,3.0,58.280613604354606,0.04612903225806451,MTC
platinum_spot,IMF5,5,49.20634920634921,0.1512618367287907,2.5121627163791465e-17,***,0.03265320429675173,120.0,0.03870967741935484,3.896022664081705,-3.2516656476911914,-0.16482299355791838,0.18066380132199547,3.0,58.280613604354606,0.04612903225806451,MTC
platinum_spot,IMF6,6,103.33333333333333,0.09473759482295994,1.2602949647975318e-07,***,0.012594730969833897,57.0,0.018387096774193548,4.637960008811082,-3.9961061226386874,0.19675658341826074,-0.17690094579496374,3.0,58.280613604354606,0.04612903225806451,MTC
platinum_spot,IMF7,7,238.46153846153845,0.05466471742272858,0.002329498795928773,***,0.0043497454361894035,26.0,0.008387096774193548,5.474208033011701,-4.7810608524517555,0.6042980139522842,-0.553925233040584,1.0,751.5796703296703,0.003951612903225807,LTC
platinum_spot,IMF8,8,442.85714285714283,0.024997535329200488,0.16408599128259327,,0.0005765635521845238,14.0,0.004516129032258065,6.093247241417925,-5.400100060857979,0.9059837785215744,-0.8512580695240721,1.0,751.5796703296703,0.003951612903225807,LTC
platinum_spot,IMF9,9,775.0,0.046271032131061776,0.009977645625736472,***,0.000279189501345265,5.0,0.0016129032258064516,6.652863029353347,-6.429719478039138,1.178709826493573,-1.3457980883980556,1.0,751.5796703296703,0.003951612903225807,LTC
platinum_spot,IMF10,10,1550.0,0.01078060844102993,0.5484967500591382,,3.0102142686243806e-05,4.0,0.0012903225806451613,7.346010209913293,-6.652863029353347,1.516511752908954,-1.4529769296641393,1.0,751.5796703296703,0.003951612903225807,LTC
platinum_spot,residue,11,inf,0.03539481399911423,0.04877852325770163,**,3.526338733749861e-05,,,,,,,,,,LTC
palladium_spot,IMF1,1,2.767857142857143,0.7264731781013125,0.0,***,0.5427812015696096,2121.0,0.6841935483870968,1.0180734261840974,-0.37951443590855516,-1.4730101256689445,1.5299936021976728,2.0,6.247048877928289,0.4031182795698925,STC
palladium_spot,IMF2,2,5.42907180385289,0.4614306987149491,2.6695844288564236e-163,***,0.21759266785711012,1074.0,0.3464516129032258,1.6917681808172274,-1.0600121154044277,-1.1753963342182885,1.2104977247086277,2.0,6.247048877928289,0.4031182795698925,STC
palladium_spot,IMF3,3,10.54421768707483,0.3087706979129577,1.8271033194846426e-69,***,0.10993160359455446,554.0,0.17870967741935484,2.355577623134556,-1.7219927037259537,-0.8821495135028904,0.899695681852017,2.0,6.247048877928289,0.4031182795698925,STC
palladium_spot,IMF4,4,21.379310344827587,0.2304646191705588,1.1925312245371883e-38,***,0.08517438267095208,274.0,0.08838709677419355,3.0624236480526634,-2.426029284085167,-0.5698906989567374,0.5691482137212048,3.0,54.180008210180624,0.04935483870967742,MTC
palladium_spot,IMF5,5,44.285714285714285,0.15234364541748843,1.4820790252005926e-17,***,0.029388263804011584,125.0,0.04032258064516129,3.7906621484238787,-3.2108436531709366,-0.24818146835148708,0.2006753106205998,3.0,54.180008210180624,0.04935483870967742,MTC
palladium_spot,IMF6,6,96.875,0.09685551111673481,6.545552366109883e-08,***,0.0091041563761439,60.0,0.01935483870967742,4.573421487673511,-3.9448128282511368,0.09761308199254054,-0.14392560824789943,3.0,54.180008210180624,0.04935483870967742,MTC
palladium_spot,IMF7,7,258.3333333333333,0.039892338922872486,0.02634420580551253,**,0.0030231371890845626,25.0,0.008064516129032258,5.554250740685237,-4.820281565605037,0.5309077020664302,-0.5549610325895739,1.0,1337.797619047619,0.0035483870967741938,LTC
palladium_spot,IMF8,8,442.85714285714283,0.03998839210613198,0.0259839196564687,**,0.0012395661689349653,10.0,0.0032258064516129032,6.093247241417925,-5.736572297479192,0.7690167136900197,-0.9851625163508249,1.0,1337.797619047619,0.0035483870967741938,LTC
palladium_spot,IMF9,9,1550.0,0.06596412482525414,0.0002376175414389094,***,0.0016561020853596133,5.0,0.0016129032258064516,7.346010209913293,-6.429719478039138,1.3224417393099979,-1.3105973757997476,1.0,1337.797619047619,0.0035483870967741938,LTC
palladium_spot,IMF10,10,3100.0,0.0373526055096531,0.03756297163572146,**,3.0758841581184576e-09,4.0,0.0012903225806451613,8.039157390473237,-6.652863029353347,1.6286489036393619,-1.4153640001120757,1.0,1337.797619047619,0.0035483870967741938,LTC
palladium_spot,residue,11,inf,0.010948704628838976,0.5422788959712145,,0.00010891560835497368,,,,,,,,,,LTC
