network_id,network_type,network_scale,network_metal,source,target,source_to_target,target_to_source,NPDC
within_silver,within_metal_cross_scale,,silver,silver_futures_STC,silver_spot_STC,5.529779402109418,5.559759765165592,-0.029980363056173687
within_silver,within_metal_cross_scale,,silver,silver_futures_STC,silver_futures_MTC,18.218998259172235,1.1758863111036746,17.04311194806856
within_silver,within_metal_cross_scale,,silver,silver_futures_STC,silver_spot_MTC,36.195334095838874,6.932128614586078,29.263205481252797
within_silver,within_metal_cross_scale,,silver,silver_futures_STC,silver_futures_LTC,4.337109049894334,0.03371843564628272,4.303390614248051
within_silver,within_metal_cross_scale,,silver,silver_futures_STC,silver_spot_LTC,8.672191393544795,0.2416676833446956,8.430523710200099
within_silver,within_metal_cross_scale,,silver,silver_spot_STC,silver_futures_STC,5.559759765165592,5.529779402109418,0.029980363056173687
within_silver,within_metal_cross_scale,,silver,silver_spot_STC,silver_futures_MTC,10.998161095705283,0.81289286782456,10.185268227880723
within_silver,within_metal_cross_scale,,silver,silver_spot_STC,silver_spot_MTC,26.292315301992865,1.73454126625826,24.557774035734603
within_silver,within_metal_cross_scale,,silver,silver_spot_STC,silver_futures_LTC,5.363833001309327,0.09338248959380956,5.270450511715518
within_silver,within_metal_cross_scale,,silver,silver_spot_STC,silver_spot_LTC,8.140253026292154,0.2852242021002873,7.855028824191867
within_silver,within_metal_cross_scale,,silver,silver_futures_MTC,silver_futures_STC,1.1758863111036746,18.218998259172235,-17.04311194806856
within_silver,within_metal_cross_scale,,silver,silver_futures_MTC,silver_spot_STC,0.81289286782456,10.998161095705283,-10.185268227880723
within_silver,within_metal_cross_scale,,silver,silver_futures_MTC,silver_spot_MTC,9.812753548616183,18.35272652966208,-8.539972981045896
within_silver,within_metal_cross_scale,,silver,silver_futures_MTC,silver_futures_LTC,9.496857495878302,2.466529430646205,7.030328065232098
within_silver,within_metal_cross_scale,,silver,silver_futures_MTC,silver_spot_LTC,40.206528262755825,31.632214509709517,8.574313753046308
within_silver,within_metal_cross_scale,,silver,silver_spot_MTC,silver_futures_STC,6.932128614586078,36.195334095838874,-29.263205481252797
within_silver,within_metal_cross_scale,,silver,silver_spot_MTC,silver_spot_STC,1.73454126625826,26.292315301992865,-24.557774035734603
within_silver,within_metal_cross_scale,,silver,silver_spot_MTC,silver_futures_MTC,18.35272652966208,9.812753548616183,8.539972981045896
within_silver,within_metal_cross_scale,,silver,silver_spot_MTC,silver_futures_LTC,1.5052061706221684,0.06374005095285266,1.4414661196693157
within_silver,within_metal_cross_scale,,silver,silver_spot_MTC,silver_spot_LTC,4.185218111257414,1.3455621941781521,2.839655917079262
within_silver,within_metal_cross_scale,,silver,silver_futures_LTC,silver_futures_STC,0.03371843564628272,4.337109049894334,-4.303390614248051
within_silver,within_metal_cross_scale,,silver,silver_futures_LTC,silver_spot_STC,0.09338248959380956,5.363833001309327,-5.270450511715518
within_silver,within_metal_cross_scale,,silver,silver_futures_LTC,silver_futures_MTC,2.466529430646205,9.496857495878302,-7.030328065232098
within_silver,within_metal_cross_scale,,silver,silver_futures_LTC,silver_spot_MTC,0.06374005095285266,1.5052061706221684,-1.4414661196693157
within_silver,within_metal_cross_scale,,silver,silver_futures_LTC,silver_spot_LTC,13.978816356055551,23.73598256362702,-9.757166207571467
within_silver,within_metal_cross_scale,,silver,silver_spot_LTC,silver_futures_STC,0.2416676833446956,8.672191393544795,-8.430523710200099
within_silver,within_metal_cross_scale,,silver,silver_spot_LTC,silver_spot_STC,0.2852242021002873,8.140253026292154,-7.855028824191867
within_silver,within_metal_cross_scale,,silver,silver_spot_LTC,silver_futures_MTC,31.632214509709517,40.206528262755825,-8.574313753046308
within_silver,within_metal_cross_scale,,silver,silver_spot_LTC,silver_spot_MTC,1.3455621941781521,4.185218111257414,-2.839655917079262
within_silver,within_metal_cross_scale,,silver,silver_spot_LTC,silver_futures_LTC,23.73598256362702,13.978816356055551,9.757166207571467
within_platinum,within_metal_cross_scale,,platinum,platinum_futures_STC,platinum_spot_STC,6.452346060121251,6.736225399824932,-0.28387933970368184
within_platinum,within_metal_cross_scale,,platinum,platinum_futures_STC,platinum_futures_MTC,2.594493799316679,1.004864186773326,1.589629612543353
within_platinum,within_metal_cross_scale,,platinum,platinum_futures_STC,platinum_spot_MTC,1.8925899693627752,0.9326456312361185,0.9599443381266567
within_platinum,within_metal_cross_scale,,platinum,platinum_futures_STC,platinum_futures_LTC,1.1708659531537338,0.198436433229901,0.9724295199238328
within_platinum,within_metal_cross_scale,,platinum,platinum_futures_STC,platinum_spot_LTC,0.7387821066884691,0.09465204534656278,0.6441300613419063
within_platinum,within_metal_cross_scale,,platinum,platinum_spot_STC,platinum_futures_STC,6.736225399824932,6.452346060121251,0.28387933970368184
within_platinum,within_metal_cross_scale,,platinum,platinum_spot_STC,platinum_futures_MTC,1.803074310119516,0.9730793214832447,0.8299949886362712
within_platinum,within_metal_cross_scale,,platinum,platinum_spot_STC,platinum_spot_MTC,2.864098383713308,1.1598277387019529,1.7042706450113552
within_platinum,within_metal_cross_scale,,platinum,platinum_spot_STC,platinum_futures_LTC,0.731181008090778,0.20525252193415475,0.5259284861566232
within_platinum,within_metal_cross_scale,,platinum,platinum_spot_STC,platinum_spot_LTC,0.6865093616555813,0.09211075188182068,0.5943986097737606
within_platinum,within_metal_cross_scale,,platinum,platinum_futures_MTC,platinum_futures_STC,1.004864186773326,2.594493799316679,-1.589629612543353
within_platinum,within_metal_cross_scale,,platinum,platinum_futures_MTC,platinum_spot_STC,0.9730793214832447,1.803074310119516,-0.8299949886362712
within_platinum,within_metal_cross_scale,,platinum,platinum_futures_MTC,platinum_spot_MTC,86.29183019361523,87.29084144063067,-0.9990112470154457
within_platinum,within_metal_cross_scale,,platinum,platinum_futures_MTC,platinum_futures_LTC,3.453786009666944,0.6622062094493316,2.7915798002176127
within_platinum,within_metal_cross_scale,,platinum,platinum_futures_MTC,platinum_spot_LTC,1.0303811513879793,0.16228743816991392,0.8680937132180653
within_platinum,within_metal_cross_scale,,platinum,platinum_spot_MTC,platinum_futures_STC,0.9326456312361185,1.8925899693627752,-0.9599443381266567
within_platinum,within_metal_cross_scale,,platinum,platinum_spot_MTC,platinum_spot_STC,1.1598277387019529,2.864098383713308,-1.7042706450113552
within_platinum,within_metal_cross_scale,,platinum,platinum_spot_MTC,platinum_futures_MTC,87.29084144063067,86.29183019361523,0.9990112470154457
within_platinum,within_metal_cross_scale,,platinum,platinum_spot_MTC,platinum_futures_LTC,4.152709073735486,1.342390242089891,2.8103188316455947
within_platinum,within_metal_cross_scale,,platinum,platinum_spot_MTC,platinum_spot_LTC,1.595480070907861,0.5977847413225144,0.9976953295853466
within_platinum,within_metal_cross_scale,,platinum,platinum_futures_LTC,platinum_futures_STC,0.198436433229901,1.1708659531537338,-0.9724295199238328
within_platinum,within_metal_cross_scale,,platinum,platinum_futures_LTC,platinum_spot_STC,0.20525252193415475,0.731181008090778,-0.5259284861566232
within_platinum,within_metal_cross_scale,,platinum,platinum_futures_LTC,platinum_futures_MTC,0.6622062094493316,3.453786009666944,-2.7915798002176127
within_platinum,within_metal_cross_scale,,platinum,platinum_futures_LTC,platinum_spot_MTC,1.342390242089891,4.152709073735486,-2.8103188316455947
within_platinum,within_metal_cross_scale,,platinum,platinum_futures_LTC,platinum_spot_LTC,82.47477222954258,77.27203058692108,5.202741642621504
within_platinum,within_metal_cross_scale,,platinum,platinum_spot_LTC,platinum_futures_STC,0.09465204534656278,0.7387821066884691,-0.6441300613419063
within_platinum,within_metal_cross_scale,,platinum,platinum_spot_LTC,platinum_spot_STC,0.09211075188182068,0.6865093616555813,-0.5943986097737606
within_platinum,within_metal_cross_scale,,platinum,platinum_spot_LTC,platinum_futures_MTC,0.16228743816991392,1.0303811513879793,-0.8680937132180653
within_platinum,within_metal_cross_scale,,platinum,platinum_spot_LTC,platinum_spot_MTC,0.5977847413225144,1.595480070907861,-0.9976953295853466
within_platinum,within_metal_cross_scale,,platinum,platinum_spot_LTC,platinum_futures_LTC,77.27203058692108,82.47477222954258,-5.202741642621504
within_palladium,within_metal_cross_scale,,palladium,palladium_futures_STC,palladium_spot_STC,5.387006097715593,5.606434061816635,-0.21942796410104126
within_palladium,within_metal_cross_scale,,palladium,palladium_futures_STC,palladium_futures_MTC,3.551004302211533,1.2202049956789536,2.3307993065325796
within_palladium,within_metal_cross_scale,,palladium,palladium_futures_STC,palladium_spot_MTC,4.387548959447754,1.1881553665085314,3.1993935929392228
within_palladium,within_metal_cross_scale,,palladium,palladium_futures_STC,palladium_futures_LTC,3.2280407571784906,0.11657241505016493,3.1114683421283256
within_palladium,within_metal_cross_scale,,palladium,palladium_futures_STC,palladium_spot_LTC,4.403927498941082,0.035703819129366654,4.368223679811715
within_palladium,within_metal_cross_scale,,palladium,palladium_spot_STC,palladium_futures_STC,5.606434061816635,5.387006097715593,0.21942796410104126
within_palladium,within_metal_cross_scale,,palladium,palladium_spot_STC,palladium_futures_MTC,2.6967126081535295,0.8386116344464153,1.8581009737071144
within_palladium,within_metal_cross_scale,,palladium,palladium_spot_STC,palladium_spot_MTC,4.692801528918861,0.7938958655963761,3.898905663322485
within_palladium,within_metal_cross_scale,,palladium,palladium_spot_STC,palladium_futures_LTC,2.753017515601239,0.11496723508345016,2.638050280517789
within_palladium,within_metal_cross_scale,,palladium,palladium_spot_STC,palladium_spot_LTC,4.528973919143745,0.043696415363650896,4.485277503780094
within_palladium,within_metal_cross_scale,,palladium,palladium_futures_MTC,palladium_futures_STC,1.2202049956789536,3.551004302211533,-2.3307993065325796
within_palladium,within_metal_cross_scale,,palladium,palladium_futures_MTC,palladium_spot_STC,0.8386116344464153,2.6967126081535295,-1.8581009737071144
within_palladium,within_metal_cross_scale,,palladium,palladium_futures_MTC,palladium_spot_MTC,80.69528115378152,82.08346533386081,-1.3881841800792927
within_palladium,within_metal_cross_scale,,palladium,palladium_futures_MTC,palladium_futures_LTC,4.38877923595087,0.7757165425722854,3.6130626933785845
within_palladium,within_metal_cross_scale,,palladium,palladium_futures_MTC,palladium_spot_LTC,7.168218008496628,1.44786049873747,5.7203575097591575
within_palladium,within_metal_cross_scale,,palladium,palladium_spot_MTC,palladium_futures_STC,1.1881553665085314,4.387548959447754,-3.1993935929392228
within_palladium,within_metal_cross_scale,,palladium,palladium_spot_MTC,palladium_spot_STC,0.7938958655963761,4.692801528918861,-3.898905663322485
within_palladium,within_metal_cross_scale,,palladium,palladium_spot_MTC,palladium_futures_MTC,82.08346533386081,80.69528115378152,1.3881841800792927
within_palladium,within_metal_cross_scale,,palladium,palladium_spot_MTC,palladium_futures_LTC,3.3269432272509962,0.24270273479079868,3.0842404924601974
within_palladium,within_metal_cross_scale,,palladium,palladium_spot_MTC,palladium_spot_LTC,6.060612905718397,0.7174898224333973,5.343123083285
within_palladium,within_metal_cross_scale,,palladium,palladium_futures_LTC,palladium_futures_STC,0.11657241505016493,3.2280407571784906,-3.1114683421283256
within_palladium,within_metal_cross_scale,,palladium,palladium_futures_LTC,palladium_spot_STC,0.11496723508345016,2.753017515601239,-2.638050280517789
within_palladium,within_metal_cross_scale,,palladium,palladium_futures_LTC,palladium_futures_MTC,0.7757165425722854,4.38877923595087,-3.6130626933785845
within_palladium,within_metal_cross_scale,,palladium,palladium_futures_LTC,palladium_spot_MTC,0.24270273479079868,3.3269432272509962,-3.0842404924601974
within_palladium,within_metal_cross_scale,,palladium,palladium_futures_LTC,palladium_spot_LTC,54.76599375347359,66.18922029465686,-11.423226541183276
within_palladium,within_metal_cross_scale,,palladium,palladium_spot_LTC,palladium_futures_STC,0.035703819129366654,4.403927498941082,-4.368223679811715
within_palladium,within_metal_cross_scale,,palladium,palladium_spot_LTC,palladium_spot_STC,0.043696415363650896,4.528973919143745,-4.485277503780094
within_palladium,within_metal_cross_scale,,palladium,palladium_spot_LTC,palladium_futures_MTC,1.44786049873747,7.168218008496628,-5.7203575097591575
within_palladium,within_metal_cross_scale,,palladium,palladium_spot_LTC,palladium_spot_MTC,0.7174898224333973,6.060612905718397,-5.343123083285
within_palladium,within_metal_cross_scale,,palladium,palladium_spot_LTC,palladium_futures_LTC,66.18922029465686,54.76599375347359,11.423226541183276
