network_id,network_type,network_scale,network_metal,target,source,lag,selected_lag,lagged_r2g,lagged_r2g_percent
same_scale_STC,same_scale_cross_metal,STC,,platinum_spot_STC,silver_futures_STC,3,5,0.001135921815173528,0.11359218151735281
same_scale_STC,same_scale_cross_metal,STC,,platinum_spot_STC,silver_futures_STC,4,5,0.0011082101606477758,0.11082101606477758
same_scale_STC,same_scale_cross_metal,STC,,platinum_spot_STC,silver_futures_STC,5,5,0.004119043938290274,0.4119043938290274
same_scale_STC,same_scale_cross_metal,STC,,platinum_spot_STC,platinum_futures_STC,1,5,0.006070404071778721,0.6070404071778721
same_scale_STC,same_scale_cross_metal,STC,,platinum_spot_STC,platinum_futures_STC,2,5,0.005871953460417181,0.5871953460417181
same_scale_STC,same_scale_cross_metal,STC,,platinum_spot_STC,platinum_futures_STC,3,5,0.0031123013061108667,0.3112301306110867
same_scale_STC,same_scale_cross_metal,STC,,platinum_spot_STC,platinum_futures_STC,4,5,0.00846833503675693,0.846833503675693
same_scale_STC,same_scale_cross_metal,STC,,platinum_spot_STC,platinum_futures_STC,5,5,0.006751068865284587,0.6751068865284587
same_scale_STC,same_scale_cross_metal,STC,,platinum_spot_STC,palladium_futures_STC,1,5,0.0007848438790757177,0.07848438790757177
same_scale_STC,same_scale_cross_metal,STC,,platinum_spot_STC,palladium_futures_STC,2,5,0.003393879802126084,0.3393879802126084
