network_id,network_type,network_scale,network_metal,target,source,selected_lag,lagged_r2g,lagged_r2g_percent
within_gold,within_metal_cross_scale,,gold,gold_futures_STC,gold_spot_MTC,5,0.005983098151404618,0.5983098151404618
within_gold,within_metal_cross_scale,,gold,gold_futures_STC,gold_futures_LTC,5,0.00015211739501448226,0.015211739501448225
within_gold,within_metal_cross_scale,,gold,gold_futures_STC,gold_spot_LTC,5,0.0005671657025474656,0.056716570254746565
within_gold,within_metal_cross_scale,,gold,gold_spot_STC,gold_futures_STC,5,0.14882738124671788,14.882738124671787
within_gold,within_metal_cross_scale,,gold,gold_spot_STC,gold_futures_MTC,5,0.07245488339765402,7.2454883397654015
within_gold,within_metal_cross_scale,,gold,gold_spot_STC,gold_spot_MTC,5,0.020940447516083243,2.0940447516083243
within_gold,within_metal_cross_scale,,gold,gold_spot_STC,gold_futures_LTC,5,0.00023830561814723884,0.023830561814723886
within_gold,within_metal_cross_scale,,gold,gold_spot_STC,gold_spot_LTC,5,0.0004009948251651709,0.04009948251651709
within_gold,within_metal_cross_scale,,gold,gold_futures_MTC,gold_futures_STC,5,0.10103729891413119,10.103729891413119
within_gold,within_metal_cross_scale,,gold,gold_futures_MTC,gold_spot_STC,5,0.15672954567216385,15.672954567216385
within_gold,within_metal_cross_scale,,gold,gold_futures_MTC,gold_spot_MTC,5,0.45825244958347194,45.82524495834719
within_gold,within_metal_cross_scale,,gold,gold_futures_MTC,gold_futures_LTC,5,0.007492786335273526,0.7492786335273527
within_gold,within_metal_cross_scale,,gold,gold_futures_MTC,gold_spot_LTC,5,0.0013504631988449103,0.13504631988449103
within_gold,within_metal_cross_scale,,gold,gold_spot_MTC,gold_futures_STC,4,0.05252183859322181,5.252183859322181
within_gold,within_metal_cross_scale,,gold,gold_spot_MTC,gold_spot_STC,4,0.10795248076636664,10.795248076636664
within_gold,within_metal_cross_scale,,gold,gold_spot_MTC,gold_futures_MTC,4,0.5640187680722907,56.401876807229065
within_gold,within_metal_cross_scale,,gold,gold_spot_MTC,gold_futures_LTC,4,0.03230739962682423,3.2307399626824234
within_gold,within_metal_cross_scale,,gold,gold_spot_MTC,gold_spot_LTC,4,0.010666015629899259,1.066601562989926
within_gold,within_metal_cross_scale,,gold,gold_futures_LTC,gold_futures_STC,5,0.05530269488963514,5.530269488963515
within_gold,within_metal_cross_scale,,gold,gold_futures_LTC,gold_spot_STC,5,0.06022255421989225,6.022255421989224
within_gold,within_metal_cross_scale,,gold,gold_futures_LTC,gold_futures_MTC,5,0.07392805481559075,7.392805481559075
within_gold,within_metal_cross_scale,,gold,gold_futures_LTC,gold_spot_MTC,5,0.09808941212886343,9.808941212886344
within_gold,within_metal_cross_scale,,gold,gold_futures_LTC,gold_spot_LTC,5,0.4098908592371613,40.98908592371613
within_gold,within_metal_cross_scale,,gold,gold_spot_LTC,gold_futures_STC,5,0.04999176213224539,4.999176213224539
within_gold,within_metal_cross_scale,,gold,gold_spot_LTC,gold_spot_STC,5,0.04179527356310006,4.179527356310006
within_gold,within_metal_cross_scale,,gold,gold_spot_LTC,gold_futures_MTC,5,0.028419136596279516,2.8419136596279517
within_gold,within_metal_cross_scale,,gold,gold_spot_LTC,gold_spot_MTC,5,0.04034459580999513,4.034459580999513
within_gold,within_metal_cross_scale,,gold,gold_spot_LTC,gold_futures_LTC,5,0.5098750242117609,50.98750242117609
within_silver,within_metal_cross_scale,,silver,silver_futures_STC,silver_spot_STC,5,0.055597597651655915,5.559759765165592
within_silver,within_metal_cross_scale,,silver,silver_futures_STC,silver_futures_MTC,5,0.011758863111036745,1.1758863111036746
within_silver,within_metal_cross_scale,,silver,silver_futures_STC,silver_spot_MTC,5,0.06932128614586078,6.932128614586078
within_silver,within_metal_cross_scale,,silver,silver_futures_STC,silver_futures_LTC,5,0.0003371843564628272,0.03371843564628272
within_silver,within_metal_cross_scale,,silver,silver_futures_STC,silver_spot_LTC,5,0.002416676833446956,0.2416676833446956
within_silver,within_metal_cross_scale,,silver,silver_spot_STC,silver_futures_STC,5,0.05529779402109418,5.529779402109418
within_silver,within_metal_cross_scale,,silver,silver_spot_STC,silver_futures_MTC,5,0.0081289286782456,0.81289286782456
within_silver,within_metal_cross_scale,,silver,silver_spot_STC,silver_spot_MTC,5,0.0173454126625826,1.73454126625826
within_silver,within_metal_cross_scale,,silver,silver_spot_STC,silver_futures_LTC,5,0.0009338248959380955,0.09338248959380956
within_silver,within_metal_cross_scale,,silver,silver_spot_STC,silver_spot_LTC,5,0.002852242021002873,0.2852242021002873
within_silver,within_metal_cross_scale,,silver,silver_futures_MTC,silver_futures_STC,5,0.18218998259172234,18.218998259172235
within_silver,within_metal_cross_scale,,silver,silver_futures_MTC,silver_spot_STC,5,0.10998161095705283,10.998161095705283
within_silver,within_metal_cross_scale,,silver,silver_futures_MTC,silver_spot_MTC,5,0.18352726529662078,18.35272652966208
within_silver,within_metal_cross_scale,,silver,silver_futures_MTC,silver_futures_LTC,5,0.024665294306462048,2.466529430646205
within_silver,within_metal_cross_scale,,silver,silver_futures_MTC,silver_spot_LTC,5,0.31632214509709516,31.632214509709517
within_silver,within_metal_cross_scale,,silver,silver_spot_MTC,silver_futures_STC,4,0.3619533409583887,36.195334095838874
within_silver,within_metal_cross_scale,,silver,silver_spot_MTC,silver_spot_STC,4,0.26292315301992863,26.292315301992865
within_silver,within_metal_cross_scale,,silver,silver_spot_MTC,silver_futures_MTC,4,0.09812753548616182,9.812753548616183
within_silver,within_metal_cross_scale,,silver,silver_spot_MTC,silver_futures_LTC,4,0.0006374005095285267,0.06374005095285266
within_silver,within_metal_cross_scale,,silver,silver_spot_MTC,silver_spot_LTC,4,0.013455621941781522,1.3455621941781521
