date,window_size,window_start,window_end,network_id,network_type,network_scale,network_metal,source,target,source_to_target,target_to_source,strict_r2g_NPDC,pca_NPDC,strict_minus_pca_NPDC
,3100,2012-01-04,2026-03-31,same_scale_MTC,same_scale_cross_metal,MTC,,silver_spot_MTC,platinum_futures_MTC,18.1996413734206,17.35524013083891,0.8444012425816894,5.276236359018505,-4.431835116436815
,3100,2012-01-04,2026-03-31,same_scale_MTC,same_scale_cross_metal,MTC,,silver_spot_MTC,palladium_futures_MTC,3.6675830081273038,3.390639529973153,0.27694347815415066,-0.8609213099162751,1.1378647880704258
,3100,2012-01-04,2026-03-31,same_scale_MTC,same_scale_cross_metal,MTC,,silver_spot_MTC,gold_spot_MTC,16.034489109814466,15.651683027072524,0.3828060827419417,-0.8422377841438968,1.2250438668858386
,3100,2012-01-04,2026-03-31,same_scale_MTC,same_scale_cross_metal,MTC,,silver_spot_MTC,platinum_spot_MTC,17.77004801199257,17.11105231276095,0.658995699231621,4.761690640921174,-4.102694941689553
,3100,2012-01-04,2026-03-31,same_scale_MTC,same_scale_cross_metal,MTC,,silver_spot_MTC,palladium_spot_MTC,3.6684325583024813,3.3834063054019503,0.28502625290053096,-0.5512762977681801,0.8363025506687111
,3100,2012-01-04,2026-03-31,same_scale_MTC,same_scale_cross_metal,MTC,,platinum_spot_MTC,gold_futures_MTC,3.459056311214271,3.562105630653836,-0.10304931943956497,-5.512072375285723,5.409023055846158
,3100,2012-01-04,2026-03-31,same_scale_MTC,same_scale_cross_metal,MTC,,platinum_spot_MTC,silver_futures_MTC,1.7402167573804406,1.573580600283396,0.1666361570970445,-1.508400319591239,1.6750364766882835
,3100,2012-01-04,2026-03-31,same_scale_MTC,same_scale_cross_metal,MTC,,platinum_spot_MTC,platinum_futures_MTC,44.632901350634505,43.91904637541676,0.7138549752177425,-0.0975908751436105,0.8114458503613531
,3100,2012-01-04,2026-03-31,same_scale_MTC,same_scale_cross_metal,MTC,,platinum_spot_MTC,palladium_futures_MTC,8.066826123807706,7.767462112380421,0.2993640114272855,-0.2300577256875519,0.5294217371148374
,3100,2012-01-04,2026-03-31,same_scale_MTC,same_scale_cross_metal,MTC,,platinum_spot_MTC,gold_spot_MTC,5.80790553665078,6.223594652158203,-0.4156891155074236,-3.262312348761619,2.846623233254195
,3100,2012-01-04,2026-03-31,same_scale_MTC,same_scale_cross_metal,MTC,,platinum_spot_MTC,silver_spot_MTC,17.11105231276095,17.77004801199257,-0.658995699231621,-4.761690640921174,4.102694941689553
,3100,2012-01-04,2026-03-31,same_scale_MTC,same_scale_cross_metal,MTC,,platinum_spot_MTC,palladium_spot_MTC,7.366741288323207,6.932727422680221,0.43401386564298594,-0.1202819599094059,0.5542958255523919
,3100,2012-01-04,2026-03-31,same_scale_MTC,same_scale_cross_metal,MTC,,palladium_spot_MTC,gold_futures_MTC,2.6677416884250977,2.416452253596708,0.2512894348283896,-4.272597675893516,4.523887110721905
,3100,2012-01-04,2026-03-31,same_scale_MTC,same_scale_cross_metal,MTC,,palladium_spot_MTC,silver_futures_MTC,0.5515079020480101,0.37298388072294436,0.17852402132506578,-1.5220960487832085,1.7006200701082743
