date,window_size,window_start,window_end,network_id,network_type,network_scale,network_metal,source,target,source_to_target,target_to_source,NPDC
,3100,2012-01-04,2026-03-31,same_scale_LTC,same_scale_cross_metal,LTC,,platinum_futures_LTC,silver_futures_LTC,0.9029889593677052,0.6662009266035989,0.23678803276410632
,3100,2012-01-04,2026-03-31,same_scale_LTC,same_scale_cross_metal,LTC,,platinum_futures_LTC,palladium_futures_LTC,2.7169712797153034,2.7070177784885936,0.009953501226709793
,3100,2012-01-04,2026-03-31,same_scale_LTC,same_scale_cross_metal,LTC,,platinum_futures_LTC,gold_spot_LTC,1.8855887236451505,1.9884826900883883,-0.10289396644323778
,3100,2012-01-04,2026-03-31,same_scale_LTC,same_scale_cross_metal,LTC,,platinum_futures_LTC,silver_spot_LTC,15.15527536832971,16.14459402550353,-0.9893186571738202
,3100,2012-01-04,2026-03-31,same_scale_LTC,same_scale_cross_metal,LTC,,platinum_futures_LTC,platinum_spot_LTC,50.31645181002167,52.239480947420645,-1.9230291373989772
,3100,2012-01-04,2026-03-31,same_scale_LTC,same_scale_cross_metal,LTC,,platinum_futures_LTC,palladium_spot_LTC,3.1158723194278752,3.015016454954161,0.10085586447371409
,3100,2012-01-04,2026-03-31,same_scale_LTC,same_scale_cross_metal,LTC,,palladium_futures_LTC,gold_futures_LTC,2.371531925444055,3.001562586216041,-0.6300306607719861
,3100,2012-01-04,2026-03-31,same_scale_LTC,same_scale_cross_metal,LTC,,palladium_futures_LTC,silver_futures_LTC,3.5008383200122104,3.6912523848129353,-0.19041406480072487
,3100,2012-01-04,2026-03-31,same_scale_LTC,same_scale_cross_metal,LTC,,palladium_futures_LTC,platinum_futures_LTC,2.7070177784885936,2.7169712797153034,-0.009953501226709793
,3100,2012-01-04,2026-03-31,same_scale_LTC,same_scale_cross_metal,LTC,,palladium_futures_LTC,gold_spot_LTC,14.239071862837497,15.404325659925908,-1.1652537970884111
