date,window_size,window_start,window_end,network_id,network_type,network_scale,network_metal,node,FROM,TO,strict_r2g_NET,pca_NET,strict_minus_pca_NET
,3100,2012-01-04,2026-03-31,same_scale_STC,same_scale_cross_metal,STC,,gold_futures_STC,62.29623495541594,59.8250469012672,-2.4711880541487403,8.645567334094917,-11.116755388243657
,3100,2012-01-04,2026-03-31,same_scale_STC,same_scale_cross_metal,STC,,silver_futures_STC,69.15511976582039,66.99485774958453,-2.160262016235862,10.054072621245268,-12.21433463748113
,3100,2012-01-04,2026-03-31,same_scale_STC,same_scale_cross_metal,STC,,platinum_futures_STC,86.63505084719458,85.11702493223571,-1.5180259149588693,5.2010302562879644,-6.719056171246834
,3100,2012-01-04,2026-03-31,same_scale_STC,same_scale_cross_metal,STC,,palladium_futures_STC,88.52228026431371,87.43197433794911,-1.090305926364593,-11.809621874837006,10.719315948472413
,3100,2012-01-04,2026-03-31,same_scale_STC,same_scale_cross_metal,STC,,gold_spot_STC,74.48702899896624,77.87400257005761,3.3869735710913744,4.750077086889915,-1.3631035157985405
,3100,2012-01-04,2026-03-31,same_scale_STC,same_scale_cross_metal,STC,,silver_spot_STC,78.87858547632966,83.03860996482074,4.160024488491075,-2.456740826049608,6.616765314540683
,3100,2012-01-04,2026-03-31,same_scale_STC,same_scale_cross_metal,STC,,platinum_spot_STC,87.7022991382326,88.80714986451362,1.1048507262810148,-4.480287849474163,5.5851385757551775
,3100,2012-01-04,2026-03-31,same_scale_STC,same_scale_cross_metal,STC,,palladium_spot_STC,88.40628114417102,86.99421427001566,-1.4120668741553573,-9.904096748157286,8.492029874001929
,3100,2012-01-04,2026-03-31,same_scale_MTC,same_scale_cross_metal,MTC,,gold_futures_MTC,46.637982540379056,43.77664525599486,-2.8613372843841987,15.75330613409227,-18.61464341847647
,3100,2012-01-04,2026-03-31,same_scale_MTC,same_scale_cross_metal,MTC,,silver_futures_MTC,11.535878480401433,9.84174728906592,-1.6941311913355133,15.22175540979175,-16.915886601127262
,3100,2012-01-04,2026-03-31,same_scale_MTC,same_scale_cross_metal,MTC,,platinum_futures_MTC,87.05176280268796,84.9989716093957,-2.052791193292265,-13.84610077261098,11.793309579318715
,3100,2012-01-04,2026-03-31,same_scale_MTC,same_scale_cross_metal,MTC,,palladium_futures_MTC,81.72735988054201,81.94415245661475,0.21679257607273428,-5.833681697191484,6.050474273264219
,3100,2012-01-04,2026-03-31,same_scale_MTC,same_scale_cross_metal,MTC,,gold_spot_MTC,60.2200276857476,63.96411089339761,3.7440832076500072,5.995911002376165,-2.2518277947261574
,3100,2012-01-04,2026-03-31,same_scale_MTC,same_scale_cross_metal,MTC,,silver_spot_MTC,66.52909393220402,69.9429058732973,3.413811941093286,4.946741965210332,-1.5329300241170465
,3100,2012-01-04,2026-03-31,same_scale_MTC,same_scale_cross_metal,MTC,,platinum_spot_MTC,87.74856480556542,88.18469968077186,0.43613487520643446,-15.492406245300316,15.92854112050675
,3100,2012-01-04,2026-03-31,same_scale_MTC,same_scale_cross_metal,MTC,,palladium_spot_MTC,81.22353400651869,80.02097107550821,-1.2025629310104762,-6.745525796367769,5.542962865357293
,3100,2012-01-04,2026-03-31,same_scale_LTC,same_scale_cross_metal,LTC,,gold_futures_LTC,59.16030784085127,59.71735673930982,0.5570488984585538,10.315637538120814,-9.75858863966226
,3100,2012-01-04,2026-03-31,same_scale_LTC,same_scale_cross_metal,LTC,,silver_futures_LTC,68.21150087633269,62.553251789777306,-5.6582490865553865,-9.1484247184904,3.4901756319350135
,3100,2012-01-04,2026-03-31,same_scale_LTC,same_scale_cross_metal,LTC,,platinum_futures_LTC,80.20352843746997,77.81112595078025,-2.3924024866897184,-15.28357234039952,12.891169853709801
,3100,2012-01-04,2026-03-31,same_scale_LTC,same_scale_cross_metal,LTC,,palladium_futures_LTC,70.30134537652958,70.49754435881627,0.1961989822866883,13.52710600330398,-13.33090702101729
,3100,2012-01-04,2026-03-31,same_scale_LTC,same_scale_cross_metal,LTC,,gold_spot_LTC,77.23936398809805,84.08355883411967,6.844194846021622,-10.218268872523684,17.062463718545306
,3100,2012-01-04,2026-03-31,same_scale_LTC,same_scale_cross_metal,LTC,,silver_spot_LTC,63.21676450788773,65.17547550282306,1.9587109949353305,9.248550476075213,-7.289839481139882
,3100,2012-01-04,2026-03-31,same_scale_LTC,same_scale_cross_metal,LTC,,platinum_spot_LTC,82.3226074155972,84.8527537455366,2.5301463299393987,-22.10929645217796,24.63944278211736
,3100,2012-01-04,2026-03-31,same_scale_LTC,same_scale_cross_metal,LTC,,palladium_spot_LTC,65.64464849648266,61.609000018086135,-4.035648478396524,23.6682683660916,-27.703916844488123
,3100,2012-01-04,2026-03-31,within_gold,within_metal_cross_scale,,gold,gold_futures_STC,67.0180564299014,65.79299586859611,-1.2250605613052983,10.876579970348976,-12.101640531654274
,3100,2012-01-04,2026-03-31,within_gold,within_metal_cross_scale,,gold,gold_spot_STC,70.39898772410471,75.93354145339633,5.534553729291616,-6.500953883894923,12.035507613186539
,3100,2012-01-04,2026-03-31,within_gold,within_metal_cross_scale,,gold,gold_futures_MTC,62.53725308188947,62.76184113770385,0.22458805581437957,-12.75621291488772,12.9808009707021
,3100,2012-01-04,2026-03-31,within_gold,within_metal_cross_scale,,gold,gold_spot_MTC,57.07495832291246,53.943565898306524,-3.1313924246059344,-0.2957098606979014,-2.835682563908033
,3100,2012-01-04,2026-03-31,within_gold,within_metal_cross_scale,,gold,gold_futures_LTC,45.67074386520024,45.44564829580289,-0.22509556939734665,0.2928980751399024,-0.517993644537249
,3100,2012-01-04,2026-03-31,within_gold,within_metal_cross_scale,,gold,gold_spot_LTC,42.76026063368559,41.58266740388817,-1.1775932297974165,8.383398613991655,-9.560991843789072
,3100,2012-01-04,2026-03-31,within_silver,within_metal_cross_scale,,silver,silver_futures_STC,75.03714871946667,86.54826975770895,11.51112103824228,-34.30240611085175,45.81352714909403
,3100,2012-01-04,2026-03-31,within_silver,within_metal_cross_scale,,silver,silver_spot_STC,73.11772578974696,77.36309241085915,4.245366621112197,-3.613367912890697,7.858734534002894
,3100,2012-01-04,2026-03-31,within_silver,within_metal_cross_scale,,silver,silver_futures_MTC,44.73718262947515,44.945705683655696,0.20852305418054584,-8.010394061193137,8.218917115373683
,3100,2012-01-04,2026-03-31,within_silver,within_metal_cross_scale,,silver,silver_spot_MTC,38.665351285959595,23.39510367020568,-15.270247615753917,14.211240707405576,-29.481488323159493
,3100,2012-01-04,2026-03-31,within_silver,within_metal_cross_scale,,silver,silver_futures_LTC,19.539730934009764,15.426495100605145,-4.1132358334046195,43.43863423549875,-47.55187006890337
,3100,2012-01-04,2026-03-31,within_silver,within_metal_cross_scale,,silver,silver_spot_LTC,45.33141829460378,48.749891030227275,3.418472735623496,-11.723706857968711,15.142179593592207
,3100,2012-01-04,2026-03-31,within_platinum,within_metal_cross_scale,,platinum,platinum_futures_STC,84.39385200035828,84.16670458690267,-0.2271474134556115,0.2977177464613678,-0.5248651599169794
,3100,2012-01-04,2026-03-31,within_platinum,within_metal_cross_scale,,platinum,platinum_spot_STC,84.39274384215885,84.11792691488812,-0.27481692727073437,0.4443371611666746,-0.719154088437409
,3100,2012-01-04,2026-03-31,within_platinum,within_metal_cross_scale,,platinum,platinum_futures_MTC,89.04155574921569,89.74726651472325,0.7057107655075612,1.0171860265383748,-0.3114752610308136
,3100,2012-01-04,2026-03-31,within_platinum,within_metal_cross_scale,,platinum,platinum_spot_MTC,89.17799778579841,90.80412209130876,1.626124305510345,-0.6338337055807886,2.2599580110911335
,3100,2012-01-04,2026-03-31,within_platinum,within_metal_cross_scale,,platinum,platinum_futures_LTC,81.28066687006523,81.25851442999583,-0.022152440069405088,-2.3911615209977755,2.3690090809283704
,3100,2012-01-04,2026-03-31,within_platinum,within_metal_cross_scale,,platinum,platinum_spot_LTC,79.83092388026157,78.0232055900394,-1.8077182902221693,1.2657542924121357,-3.073472582634305
,3100,2012-01-04,2026-03-31,within_palladium,within_metal_cross_scale,,palladium,palladium_futures_STC,88.11957779404058,89.01736118642808,0.8977833923874954,2.77185646599839,-1.8740730736108948
