date,original,STC,MTC,LTC,hierarchical_reconstructed,hierarchical_error
2012-01-04,-0.9354078825252188,-1.5560644922547675,0.5102464600153963,0.1104101497141524,-0.9354078825252189,-1.1102230246251565e-16
2012-01-05,-0.2972190992760914,-0.9420315778657236,0.5345772848048609,0.1102351937847712,-0.29721909927609147,-5.551115123125783e-17
2012-01-06,-0.6755581247971598,-1.3528283348816434,0.5672321536721571,0.1100380564123265,-0.6755581247971598,0.0
2012-01-09,1.7330230369398514,1.0188688594603406,0.6043357180776847,0.109818459401826,1.7330230369398514,0.0
2012-01-10,2.4247810776458323,1.674228008994462,0.6409769372156676,0.1095761314357025,2.424781077645832,-4.440892098500626e-16
2012-01-11,1.9319360402636927,1.150413532094709,0.6722116825673619,0.1093108256016218,1.9319360402636927,0.0
2012-01-12,0.2012073113420776,-0.6014181353576731,0.6936030747300566,0.1090223719696941,0.2012073113420776,0.0
2012-01-13,-0.2012073113420776,-1.0126318092915532,0.7027136960210653,0.1087108019284102,-0.2012073113420777,-1.1102230246251565e-16
2012-01-16,0.5022612266292192,-0.3053997756461151,0.6992846231853331,0.1083763790900012,0.5022612266292192,0.0
2012-01-18,1.6233584917396904,0.8314903485361156,0.6838486660694388,0.1080194771341357,1.6233584917396902,-2.220446049250313e-16
2012-01-19,-0.1644466741252515,-0.9293359234507064,0.6572487262647031,0.1076405230607518,-0.1644466741252515,0.0
2012-01-20,0.8717650988357306,0.1440970663220967,0.620427971553853,0.1072400609597808,0.8717650988357305,-1.1102230246251565e-16
2012-01-23,1.823640812670391,1.14244303761809,0.5743790532208447,0.1068187218314558,1.8236408126703905,-4.440892098500626e-16
2012-01-24,-0.9982372378988912,-1.6252148920509866,0.5206005018835571,0.1063771522685384,-0.9982372378988911,1.1102230246251565e-16
2012-01-25,2.208443091029455,1.6412269795274004,0.461300112638266,0.1059159988637886,2.208443091029455,0.0
2012-01-26,1.7571835869634178,1.2525740856803904,0.3991735930730592,0.1054359082099682,1.757183586963418,2.220446049250313e-16
2012-01-27,0.7313779967651257,0.2899992064046994,0.3364412634605886,0.1049375268998377,0.7313779967651257,0.0
2012-01-30,-0.6070385340562368,-0.9864805513695456,0.2750205157871503,0.1044215015261583,-0.607038534056237,-2.220446049250313e-16
2012-01-31,-1.5086830335807375,-1.829857099417707,0.2172855871552781,0.1038884786816908,-1.5086830335807382,-6.661338147750939e-16
2012-02-01,1.7878828426838744,1.5172401583412032,0.167303579383474,0.1033391049591972,1.7878828426838744,0.0
2012-02-02,0.8329525252829484,0.5988818655007138,0.1312966328307974,0.1027740269514372,0.8329525252829484,0.0
2012-02-03,-0.5854276464287267,-0.8033472276871607,0.1157256900072617,0.1021938912511724,-0.5854276464287266,1.1102230246251565e-16
2012-02-06,0.3393493924463975,0.1120143830099216,0.1257356649853123,0.1015993444511635,0.3393493924463974,-1.1102230246251565e-16
2012-02-07,1.4978118926516792,1.2339834449571216,0.1628374145503859,0.1009910331441719,1.4978118926516795,2.220446049250313e-16
2012-02-08,0.8459264945976486,0.5225555671994988,0.2230013234751915,0.1003696039229582,0.8459264945976486,0.0
2012-02-09,-0.4220687604230555,-0.820783199514689,0.2989787357113499,0.0997357033802835,-0.42206876042305563,-1.1102230246251565e-16
2012-02-10,0.1207729615399166,-0.3613523909606071,0.3830353743916145,0.0990899781089092,0.12077296153991658,-1.3877787807814457e-17
2012-02-13,-0.453652675792604,-1.019703415219562,0.4676176647253622,0.0984330747015956,-0.45365267579260427,-2.7755575615628914e-16
2012-02-14,-1.434920056088096,-2.078397692452445,0.5457119966132449,0.097765639751105,-1.434920056088095,8.881784197001252e-16
2012-02-15,0.3070312513258066,-0.4010022173635451,0.6109451488391555,0.0970883198501962,0.30703125132580666,5.551115123125783e-17
2012-02-16,-0.6458580039411466,-1.39921231929778,0.6569525537650016,0.0964017615916319,-0.6458580039411463,2.220446049250313e-16
2012-02-17,0.480178218857219,-0.292863892430764,0.6773354997198102,0.0957066115681729,0.4801782188572191,1.1102230246251565e-16
2012-02-20,0.9778235950006042,0.2171248035954174,0.6656952750326071,0.0950035163725796,0.9778235950006041,-1.1102230246251565e-16
2012-02-22,4.541642303893134,3.831536273991918,0.6158129073036025,0.0942931225976138,4.541642303893134,0.0
2012-02-23,-0.1861439662607544,-0.8046794820990566,0.5249594390022664,0.0935760768360359,-0.1861439662607543,1.1102230246251565e-16
2012-02-24,-0.4084019678844974,-0.9029435963797984,0.4016886028146942,0.0928530256806067,-0.40840196788449745,-5.551115123125783e-17
2012-02-27,-0.3807297028398437,-0.7302543870046434,0.2574000684407115,0.0921246157240881,-0.3807297028398438,-1.1102230246251565e-16
2012-02-28,0.5851391768464609,0.3902354578997762,0.1035122253874443,0.0913914935592403,0.5851391768464608,-1.1102230246251565e-16
2012-02-29,-2.361384810830458,-2.403482579771299,-0.0485565368379835,0.0906543057788241,-2.361384810830458,0.0
2012-03-01,1.4235115821871425,1.5210068394515477,-0.187408956240007,0.0899136989756019,1.4235115821871427,2.220446049250313e-16
2012-03-02,-0.0589101637065603,0.1552783316071864,-0.3033588150560796,0.0891703197423329,-0.058910163706560284,1.3877787807814457e-17
2012-03-05,-2.2345634074197207,-1.929307347912572,-0.3936808741789283,0.088424814671779,-2.234563407419721,-4.440892098500626e-16
2012-03-06,-3.059278042116631,-2.687939774048527,-0.4590160984248056,0.087677830356702,-3.059278042116631,0.0
2012-03-07,1.112152334386085,1.5256807366043377,-0.5004584156081134,0.0869300133898608,1.1121523343860849,-2.220446049250313e-16
2012-03-08,1.8144677046774584,2.247392260007083,-0.5191065656936431,0.0861820103640184,1.8144677046774582,-2.220446049250313e-16
2012-03-09,1.4496480050826044,1.880272825856856,-0.5160592886461862,0.0854344678719348,1.4496480050826044,0.0
2012-03-12,0.7819481819001162,1.1898138519885757,-0.4925537025948303,0.084688032506371,0.7819481819001164,2.220446049250313e-16
2012-03-13,-0.4553930453357502,-0.0882922614001335,-0.4510441347957051,0.0839433508600885,-0.4553930453357501,1.1102230246251565e-16
2012-03-14,-1.0427623162258648,-0.728987199895175,-0.3969761858565376,0.0832010695258478,-1.0427623162258648,0.0
2012-03-15,0.7756602135173374,1.030452962513795,-0.337254584092868,0.0824618350964102,0.7756602135173372,-2.220446049250313e-16
2012-03-16,-0.9555163771088891,-0.758241698693243,-0.2790009725801828,0.0817262941645366,-0.9555163771088891,0.0
2012-03-19,0.7651421153168414,0.9135143280986232,-0.22936730610477,0.0809950933229878,0.7651421153168411,-3.3306690738754696e-16
2012-03-20,-1.5482786479115165,-1.433162981369561,-0.195384545706481,0.0802688791645253,-1.5482786479115167,-2.220446049250313e-16
2012-03-21,-0.9418268008832164,-0.8386999893080562,-0.18267510985707,0.07954829828191,-0.9418268008832162,1.1102230246251565e-16
2012-03-22,-1.2285166794578473,-1.115144178804984,-0.1922064979207653,0.078833997267902,-1.2285166794578475,-2.220446049250313e-16
2012-03-23,0.3701423103186663,0.5122764799114421,-0.2202607923080394,0.0781266227152636,0.3701423103186663,0.0
2012-03-26,1.224005489450164,1.408617521702185,-0.262038853468776,0.0774268212167551,1.224005489450164,0.0
2012-03-27,0.4006561542459153,0.6366271926251257,-0.3127062777443476,0.0767352393651372,0.4006561542459153,0.0
2012-03-28,-1.041390611745907,-0.7500374976412718,-0.3674056378578069,0.0760525237531717,-1.041390611745907,0.0
2012-03-29,-0.6448663526533949,-0.2989404524715525,-0.4213052170537433,0.0753793168719011,-0.6448663526533946,2.220446049250313e-16
2012-03-30,0.663230139317772,1.05857635468165,-0.470062460169376,0.0747162448054979,0.663230139317772,0.0
2012-04-02,0.7378757142253889,1.1733201519826342,-0.5095083672936627,0.0740639295364176,0.7378757142253891,2.220446049250313e-16
2012-04-03,-0.5849751615173204,-0.1228889044865417,-0.5355092500778917,0.0734229930471131,-0.5849751615173203,1.1102230246251565e-16
2012-04-04,-2.556385921590465,-2.08469437820972,-0.5444856007007861,0.0727940573200404,-2.556385921590466,-8.881784197001252e-16
2012-04-05,0.37546977777696,0.8386848649079958,-0.5353928314686895,0.0721777443376537,0.3754697777769599,-1.1102230246251565e-16
2012-04-09,0.4673633682366507,0.9062287519613405,-0.5104400572983393,0.0715746735736496,0.46736336823665076,5.551115123125783e-17
2012-04-10,-0.8741860228968612,-0.4721865847999328,-0.4729848914214126,0.0709854533244842,-0.8741860228968612,0.0
2012-04-11,-0.9451866207972336,-0.589120626433824,-0.4264766788860589,0.0704106845226494,-0.9451866207972334,2.220446049250313e-16
2012-04-12,1.3020280173883236,1.6064511179449164,-0.3742740659457583,0.0698509653891656,1.3020280173883236,0.0
2012-04-13,-1.365359241797659,-1.1150155204515428,-0.319650612774092,0.0693068914279758,-1.3653592417976592,-2.220446049250313e-16
2012-04-16,-0.5080989019345061,-0.3107306534120969,-0.266147303123771,0.0687790546013619,-0.508098901934506,1.1102230246251565e-16
2012-04-17,0.4510664869669334,0.600389834382266,-0.2175913904841169,0.0682680430687844,0.4510664869669335,1.1102230246251565e-16
