target,target_type,model_family,model,feature_set,r2_mean,r2_std,rmse_mean,rmse_std,mae_mean,mae_std,test_std_mean,test_std_std,ar_r2_mean,ar_rmse_mean,ar_mae_mean,incremental_r2_vs_ar,rmse_reduction_vs_ar,mae_reduction_vs_ar
tci_same_scale_MTC,delta20,ARX,ARX_Ridge,arx_external_plus_target_lags,0.9880762819592066,0.006985421596555147,0.23558106032307224,0.058905920286379816,0.17710372432582433,0.05285251180309226,2.2540857035471658,0.4363451645089921,0.9972911827437568,0.11502748860302592,0.07742448919065505,-0.009214900784550228,-0.12055357172004633,-0.09967923513516928
tci_same_scale_MTC,delta20,Exog,Exog_ElasticNet,external_only,-1.6888375694341464,0.38256195773680984,3.7212782063689964,0.9889068050587592,2.921374638861232,0.5692362328847178,2.2540857035471658,0.4363451645089921,0.9972911827437568,0.11502748860302592,0.07742448919065505,-2.686128752177903,-3.6062507177659704,-2.843950149670577
tci_same_scale_MTC,delta20,Exog,Exog_ExtraTrees,external_only,-0.12008228363965008,0.1157867683278792,2.3722962430157244,0.37111202682221467,1.818577728323376,0.1629640111651,2.2540857035471658,0.4363451645089921,0.9972911827437568,0.11502748860302592,0.07742448919065505,-1.117373466383407,-2.2572687544126984,-1.741153239132721
tci_same_scale_MTC,delta20,Exog,Exog_RandomForest,external_only,-0.16969929965169472,0.21396312344829835,2.404919061406591,0.2636923068822511,1.8352050548914505,0.05027444625854453,2.2540857035471658,0.4363451645089921,0.9972911827437568,0.11502748860302592,0.07742448919065505,-1.1669904823954516,-2.289891572803565,-1.7577805657007954
tci_same_scale_MTC,delta20,Exog,Exog_Ridge,external_only,-2.416765618544115,0.18428617995860994,4.179353040160426,0.9257725906249504,3.238607041237762,0.4672024616326405,2.2540857035471658,0.4363451645089921,0.9972911827437568,0.11502748860302592,0.07742448919065505,-3.4140568012878716,-4.0643255515574,-3.161182552047107
tci_same_scale_MTC,delta20,Mean,Mean,mean_baseline,-0.00850506692294147,0.0034579530860218612,2.263563684149702,0.43773077577356945,1.7281759447419347,0.17870140804048631,2.2540857035471658,0.4363451645089921,0.9972911827437568,0.11502748860302592,0.07742448919065505,-1.0057962496666983,-2.148536195546676,-1.6507514555512797
tci_same_scale_MTC,level,AR,AR_Ridge,target_lags,0.9979147865099023,0.0018917385886434398,0.13750922477694838,0.054431066373952786,0.09113135966672398,0.030005296048461038,3.307622845962399,0.9039787911594862,0.9979147865099023,0.13750922477694838,0.09113135966672398,0.0,0.0,0.0
tci_same_scale_MTC,level,ARX,ARX_ElasticNet,arx_external_plus_target_lags,0.9956823641225347,0.004005077641670718,0.1935499098284449,0.07454593798469226,0.14700176919412702,0.05749646786118038,3.307622845962399,0.9039787911594862,0.9979147865099023,0.13750922477694838,0.09113135966672398,-0.0022324223873675386,-0.05604068505149651,-0.05587040952740305
tci_same_scale_MTC,level,ARX,ARX_ExtraTrees,arx_external_plus_target_lags,-0.15912209381667786,0.6526811576002113,3.357078064646595,0.6140746931352173,2.796820112044054,0.7923001397094106,3.307622845962399,0.9039787911594862,0.9979147865099023,0.13750922477694838,0.09113135966672398,-1.1570368803265803,-3.219568839869647,-2.70568875237733
tci_same_scale_MTC,level,ARX,ARX_RandomForest,arx_external_plus_target_lags,0.07204821968274562,0.5266109542579271,2.951354173895405,0.29647139426073144,2.401049274522994,0.27207501479716373,3.307622845962399,0.9039787911594862,0.9979147865099023,0.13750922477694838,0.09113135966672398,-0.9258665668271566,-2.8138449491184567,-2.3099179148562703
tci_same_scale_MTC,level,ARX,ARX_Ridge,arx_external_plus_target_lags,0.948997171829521,0.06951036420536912,0.5608556651027903,0.43361658023562816,0.4157687628096886,0.313834520601041,3.307622845962399,0.9039787911594862,0.9979147865099023,0.13750922477694838,0.09113135966672398,-0.04891761468038125,-0.4233464403258419,-0.32463740314296463
tci_same_scale_MTC,level,Exog,Exog_ElasticNet,external_only,-5.183217082443869,5.397942914782285,7.291044319230459,2.5819369728113686,6.059149419926309,1.793401685751824,3.307622845962399,0.9039787911594862,0.9979147865099023,0.13750922477694838,0.09113135966672398,-6.181131868953771,-7.1535350944535105,-5.968018060259586
tci_same_scale_MTC,level,Exog,Exog_ExtraTrees,external_only,-0.46679793418972154,0.507034122526205,3.9098370331264083,0.8987487586356868,3.3467130481878784,1.0913873068955136,3.307622845962399,0.9039787911594862,0.9979147865099023,0.13750922477694838,0.09113135966672398,-1.4647127206996238,-3.77232780834946,-3.2555816885211546
tci_same_scale_MTC,level,Exog,Exog_RandomForest,external_only,-0.7857292289478215,1.0626684969080793,4.164202603904378,0.8906462590323687,3.4804563822762553,1.0465161656764974,3.307622845962399,0.9039787911594862,0.9979147865099023,0.13750922477694838,0.09113135966672398,-1.7836440154577238,-4.026693379127429,-3.3893250226095315
tci_same_scale_MTC,level,Exog,Exog_Ridge,external_only,-6.965988457367828,6.714406194480875,8.236011570636109,2.8101871431278966,6.817416780485568,1.7714717007621867,3.307622845962399,0.9039787911594862,0.9979147865099023,0.13750922477694838,0.09113135966672398,-7.963903243877731,-8.09850234585916,-6.7262854208188445
tci_same_scale_MTC,level,Mean,Mean,mean_baseline,-2.7067663628923637,2.023028874295394,5.928191048133548,1.0014245070081735,5.081354287198015,1.1629786145532608,3.307622845962399,0.9039787911594862,0.9979147865099023,0.13750922477694838,0.09113135966672398,-3.704681149402266,-5.790681823356599,-4.990222927531291
tci_same_scale_STC,ar_residual,AR,AR_Ridge,target_lags,0.9778587045068244,0.01566306916484903,0.33069165076081586,0.17725523853762443,0.18451883174979936,0.08098525800487115,2.706564177332281,1.7713666593322646,0.9778587045068244,0.33069165076081586,0.18451883174979936,0.0,0.0,0.0
tci_same_scale_STC,ar_residual,ARX,ARX_ElasticNet,arx_external_plus_target_lags,-0.2855259064753659,0.2547111822322192,0.35758798775870493,0.1823411613664182,0.19666885994067618,0.07822976270268744,0.31882282083152785,0.17259080265260293,0.9778587045068244,0.33069165076081586,0.18451883174979936,-1.2633846109821905,-0.02689633699788907,-0.012150028190876822
tci_same_scale_STC,ar_residual,ARX,ARX_ExtraTrees,arx_external_plus_target_lags,-0.04956604862547794,0.07373590935868576,0.3271364211805224,0.1753994749462339,0.18077751107078874,0.07550109045455751,0.31882282083152785,0.17259080265260293,0.9778587045068244,0.33069165076081586,0.18451883174979936,-1.0274247531323024,0.003555229580293473,0.003741320679010618
tci_same_scale_STC,ar_residual,ARX,ARX_RandomForest,arx_external_plus_target_lags,-0.052345976461922884,0.06314899440658851,0.3277218423225729,0.1763373975245099,0.18077600288429882,0.07523427447536493,0.31882282083152785,0.17259080265260293,0.9778587045068244,0.33069165076081586,0.18451883174979936,-1.0302046809687473,0.00296980843824296,0.003742828865500536
tci_same_scale_STC,ar_residual,ARX,ARX_Ridge,arx_external_plus_target_lags,-4.122299337808287,5.699050400646767,0.5123952921145358,0.03895567569419513,0.36363244820397617,0.052267069998904285,0.31882282083152785,0.17259080265260293,0.9778587045068244,0.33069165076081586,0.18451883174979936,-5.100158042315112,-0.18170364135371997,-0.1791136164541768
tci_same_scale_STC,ar_residual,Exog,Exog_ElasticNet,external_only,-0.3317349261730249,0.2946193414935515,0.36345591484714407,0.18480723066749713,0.199433980525661,0.07760165970675997,0.31882282083152785,0.17259080265260293,0.9778587045068244,0.33069165076081586,0.18451883174979936,-1.3095936306798492,-0.03276426408632821,-0.014915148775861642
tci_same_scale_STC,ar_residual,Exog,Exog_ExtraTrees,external_only,-0.03267663631381049,0.054514242745205346,0.32508800503878693,0.1761119428088659,0.17760311528403058,0.07408908038779337,0.31882282083152785,0.17259080265260293,0.9778587045068244,0.33069165076081586,0.18451883174979936,-1.010535340820635,0.005603645722028927,0.006915716465768773
tci_same_scale_STC,ar_residual,Exog,Exog_RandomForest,external_only,-0.07785382738446238,0.06036062803796819,0.32958724916796434,0.1735829179921324,0.18104777755640875,0.07179987764304435,0.31882282083152785,0.17259080265260293,0.9778587045068244,0.33069165076081586,0.18451883174979936,-1.0557125318912868,0.0011044015928515227,0.0034710541933906103
tci_same_scale_STC,ar_residual,Exog,Exog_Ridge,external_only,-2.026048720245537,1.9307186238066347,0.46942649176864104,0.13952927035901816,0.3232068783771765,0.11598910914658257,0.31882282083152785,0.17259080265260293,0.9778587045068244,0.33069165076081586,0.18451883174979936,-3.003907424752361,-0.13873484100782518,-0.13868804662737713
tci_same_scale_STC,delta20,AR,AR_Ridge,target_lags,0.9318272192737208,0.016621437702951783,0.319180129057978,0.19110937996290056,0.1661512540231763,0.06653475526755248,1.1892411125611537,0.5913748556199554,0.9318272192737208,0.319180129057978,0.1661512540231763,0.0,0.0,0.0
tci_same_scale_STC,delta20,ARX,ARX_ElasticNet,arx_external_plus_target_lags,0.9032544571627533,0.00311500854929644,0.36831949986249474,0.17846712636475953,0.20715887166592525,0.06254562695442223,1.1892411125611537,0.5913748556199554,0.9318272192737208,0.319180129057978,0.1661512540231763,-0.028572762110967487,-0.04913937080451675,-0.04100761764274896
tci_same_scale_STC,delta20,ARX,ARX_ExtraTrees,arx_external_plus_target_lags,0.016183854853593933,0.06988819028088626,1.1910039536199073,0.6145826501823112,0.7572455108948372,0.2933039173193965,1.1892411125611537,0.5913748556199554,0.9318272192737208,0.319180129057978,0.1661512540231763,-0.9156433644201268,-0.8718238245619293,-0.5910942568716608
tci_same_scale_STC,delta20,ARX,ARX_RandomForest,arx_external_plus_target_lags,0.16522826952779426,0.16178405924158354,1.1123140088801442,0.6068837096330904,0.6648077499474808,0.2952998977202795,1.1892411125611537,0.5913748556199554,0.9318272192737208,0.319180129057978,0.1661512540231763,-0.7665989497459266,-0.7931338798221662,-0.4986564959243045
tci_same_scale_STC,delta20,ARX,ARX_Ridge,arx_external_plus_target_lags,0.6430842630889428,0.2564242772926806,0.6400968128235961,0.32349651578943,0.4636250440517,0.31273515532807883,1.1892411125611537,0.5913748556199554,0.9318272192737208,0.319180129057978,0.1661512540231763,-0.28874295618477797,-0.3209166837656181,-0.2974737900285237
tci_same_scale_STC,delta20,Exog,Exog_ElasticNet,external_only,-2.074507292905357,1.0532776128562238,1.9502701396781201,0.710291048199615,1.495212959852986,0.5905023265355837,1.1892411125611537,0.5913748556199554,0.9318272192737208,0.319180129057978,0.1661512540231763,-3.0063345121790777,-1.631090010620142,-1.3290617058298098
tci_same_scale_STC,delta20,Exog,Exog_ExtraTrees,external_only,-0.07830161353320153,0.02295163534960113,1.2374022275847174,0.6183841675261091,0.7907898046707657,0.2932151899374793,1.1892411125611537,0.5913748556199554,0.9318272192737208,0.319180129057978,0.1661512540231763,-1.0101288328069224,-0.9182220985267394,-0.6246385506475893
tci_same_scale_STC,delta20,Exog,Exog_RandomForest,external_only,-0.07762498381904799,0.032049234830338176,1.2379014812151234,0.6196751145025197,0.7916899784762125,0.3216818192902401,1.1892411125611537,0.5913748556199554,0.9318272192737208,0.319180129057978,0.1661512540231763,-1.0094522030927688,-0.9187213521571455,-0.6255387244530362
tci_same_scale_STC,delta20,Exog,Exog_Ridge,external_only,-3.368626014802232,1.8043709714045162,2.306163798593095,0.8711063924947273,1.7937788620232256,0.868446059439744,1.1892411125611537,0.5913748556199554,0.9318272192737208,0.319180129057978,0.1661512540231763,-4.3004532340759525,-1.986983669535117,-1.6276276080000494
tci_same_scale_STC,delta20,Mean,Mean,mean_baseline,-0.13718689535669548,0.15892499374364813,1.2758522135931114,0.6388836366058731,0.8368501648518878,0.3647973090066078,1.1892411125611537,0.5913748556199554,0.9318272192737208,0.319180129057978,0.1661512540231763,-1.0690141146304164,-0.9566720845351334,-0.6706989108287115
tci_same_scale_STC,level,AR,AR_Ridge,target_lags,0.9778587045068244,0.01566306916484903,0.33069165076081586,0.17725523853762443,0.18451883174979936,0.08098525800487115,2.706564177332281,1.7713666593322646,0.9778587045068244,0.33069165076081586,0.18451883174979936,0.0,0.0,0.0
