analysis_type,base_score,fold,group,importance_drop,importance_positive,mode,model_type,n_features,permuted_score_mean,permuted_score_std,signed_importance,target,target_type
regression,0.007424056672148405,3,CFTC_SILVER,0.00045972892136440357,0.00045972892136440357,arx_external_plus_target_lags,RandomForestPermutation,35,0.006964327750784001,8.605223056939056e-05,,tci_within_palladium,ar_residual
regression,0.007424056672148405,3,GPR,0.0,0.0,arx_external_plus_target_lags,RandomForestPermutation,25,0.007424056672148405,0.0,,tci_within_palladium,ar_residual
regression,0.007424056672148405,3,INFLATION_GROWTH,7.831111864990258e-05,7.831111864990258e-05,arx_external_plus_target_lags,RandomForestPermutation,15,0.007345745553498502,5.643152952120528e-05,,tci_within_palladium,ar_residual
regression,0.007424056672148405,3,OIL,-0.0010038817582109782,0.0,arx_external_plus_target_lags,RandomForestPermutation,10,0.008427938430359383,0.00016528225316822092,,tci_within_palladium,ar_residual
regression,0.007424056672148405,3,RATE,0.0009077680669107302,0.0009077680669107302,arx_external_plus_target_lags,RandomForestPermutation,20,0.0065162886052376745,0.0006799346712724464,,tci_within_palladium,ar_residual
regression,0.007424056672148405,3,REL_GOLD_PLATINUM,-0.0006208481732563245,0.0,arx_external_plus_target_lags,RandomForestPermutation,20,0.00804490484540473,0.0006333866641388509,,tci_within_palladium,ar_residual
regression,0.007424056672148405,3,REL_GOLD_SILVER,0.0009120890078178068,0.0009120890078178068,arx_external_plus_target_lags,RandomForestPermutation,20,0.006511967664330598,7.174020413447679e-05,,tci_within_palladium,ar_residual
regression,0.007424056672148405,3,REL_PLATINUM_PALLADIUM,-0.0010098701665045198,0.0,arx_external_plus_target_lags,RandomForestPermutation,20,0.008433926838652924,0.00020959394898501082,,tci_within_palladium,ar_residual
regression,0.007424056672148405,3,RISK_STRESS,0.0022092873077337316,0.0022092873077337316,arx_external_plus_target_lags,RandomForestPermutation,15,0.005214769364414673,0.00022881394407108261,,tci_within_palladium,ar_residual
regression,0.007424056672148405,3,TCI_AR,0.013049990080870783,0.013049990080870783,arx_external_plus_target_lags,RandomForestPermutation,5,-0.005625933408722379,0.0012347988772710384,,tci_within_palladium,ar_residual
regression,0.007424056672148405,3,USD,-2.0914566650616535e-05,0.0,arx_external_plus_target_lags,RandomForestPermutation,10,0.007444971238799021,4.526192099371348e-06,,tci_within_palladium,ar_residual
