date,tci_same_scale_STC,tci_same_scale_MTC,tci_within_gold,tci_within_silver,tci_within_platinum,tci_within_palladium,tci_same_scale_LTC,tci_same_scale_STC_delta20,tci_same_scale_MTC_delta20,tci_within_gold_delta20,tci_within_silver_delta20,tci_within_platinum_delta20,tci_within_palladium_delta20
2019-03-25,76.54010967935817,76.16695431602852,48.527883962290446,48.72049857032616,97.24766777871108,77.88755394018403,99.97644995948973,0.45459160810952426,1.6039859376109007,1.6327119168566284,-4.988344757670909,-0.13130224845482985,3.679361172779693
2019-03-26,76.52126836247271,76.25591625363745,48.64961719860981,48.9229952990907,97.23458618856651,78.05865938593425,99.97508012041565,0.47418371927976466,1.5168159192569988,1.5638046710927043,-4.537862985759915,-0.12248229273725997,3.6632489301162394
2019-03-28,76.97533031983038,76.21522626895637,48.74800238271279,49.39449452033315,97.19961096324243,78.58941353199698,99.9724662913312,0.88826812766969,1.3142208858672717,1.6714732859784363,-3.984237346127422,-0.16511033297933864,3.953890785333911
2019-04-01,77.11153436344291,75.99323670136275,48.62754693985732,49.8772990773443,97.16360731524773,78.89041045175101,99.9712365709678,1.0696163758021129,0.9751908833310665,1.5475627437766803,-3.028128810292955,-0.21869165799071766,4.013466997719988
2019-04-02,77.12010797327541,75.66212236265241,48.39523455467467,50.11920910593381,97.15362285640393,78.95182076564416,99.97006277367352,0.8484683445283139,0.5503001664864371,1.076563236644155,-2.697833487886008,-0.2898505585791611,3.7718552965824728
2019-04-03,77.21319667972277,75.30325242680226,47.98699646679288,50.627292450454206,97.14749588588043,78.98673056653114,99.96894464553692,0.8089948565375522,-0.10136642970908838,0.36868651482402726,-1.5453661635671025,-0.3489738050476632,3.091124545480497
2019-04-04,77.17461196924195,74.99318780006261,47.67576728043535,51.353693649743825,97.13959395815745,78.99099007965691,99.96787962903215,0.7801559906154267,-0.5971667923185322,-0.1948153190951416,-0.5659323632703774,-0.3549136189950559,2.9364751597561565
2019-04-08,77.22076264649887,74.76670643285979,47.514391992095746,52.01867355065343,97.11725070887769,78.975334175446,99.96686338015459,0.7792764013556592,-1.0606061451259308,-0.7227048468262112,0.28008456481207133,-0.37722230663611356,2.7046912616961123
2019-04-09,77.2393381085966,74.61748423361874,47.44540777033725,52.66654737273364,97.12081797925586,79.00842331345737,99.96589019925376,0.5971825792998686,-1.664191359955339,-1.1614956488806456,1.2977786194021093,-0.4303014648117909,2.46609243617182
2019-04-10,77.2888644369767,74.52116776290507,47.5550655796636,53.4758798218414,97.06513035961436,78.98443439864275,99.96495346292964,0.6565984799720468,-1.9206325166845915,-1.0974734756181448,2.3971925911243446,-0.47703699746635664,2.3261827507114674
2019-04-11,77.47141969839755,74.46974118225982,47.595372597415675,53.859643587136745,97.07054650459723,79.03442449889971,99.96404607201387,0.8352334715563074,-2.08648126397388,-0.9628302441221948,3.105607821306535,-0.455922387102504,2.2792409819309256
2019-04-15,77.44955182809328,74.47825907892144,47.778994917006045,54.74962170295321,97.03730608956135,78.99523562701451,99.96316088800309,0.7830520032088373,-2.161329737323612,-0.6646880536925224,4.300576559448544,-0.4704978717069537,2.139025687454236
2019-04-16,77.32525651334164,74.55160173086419,47.88499593406465,55.39443560628714,96.98985511983592,78.9541535590232,99.962291264978,0.704625598553335,-2.1370626522670477,-0.5754238262829574,5.276189746598668,-0.5000341095976353,2.0416723121148976
2019-04-17,77.33117726451991,74.66233598181223,47.93608117031938,55.98663701610895,96.93794109567853,78.88404581424328,99.96143157540352,0.664726811138479,-2.0022477984635287,-0.5801036957438299,6.149532888216477,-0.5471768361951632,1.9118271765241417
2019-04-22,77.40705028750676,74.7682120177126,48.0474441112712,56.57954726395581,96.88407459999003,78.87326281964855,99.96057783917824,0.6940301895679255,-1.7687530502826547,-0.4494531623213618,6.946436775570426,-0.5909391891272264,1.8191223215538486
2019-04-23,77.40511446677554,74.83767418598347,48.125458933915006,57.3006831070505,96.83097718839858,78.71192675070415,99.95972849725716,0.6034707217323358,-1.5075333713422623,-0.3921648806160931,7.909502783413096,-0.6312004403762188,1.5998797070468527
2019-04-24,77.49546819723169,74.86397593984447,48.257641921653345,57.84818485813679,96.77421615538869,78.70595627936085,99.95888525379087,0.6641988566269106,-1.312258678814274,-0.12447523997775534,8.717453173672496,-0.6969504810917186,1.4544294848847983
2019-04-25,77.50012223161856,74.86005559766102,48.27453085134453,58.36834856797265,96.72665138314001,78.53879039091959,99.95805396429009,0.6299626809891521,-1.2220782206906904,-0.06676259855460387,9.327684020943302,-0.747737853031623,1.148116689865077
2019-04-29,77.5268924043701,74.84839088566883,48.30677921450233,59.125620818634175,96.68038486085173,78.3764070274725,99.95724535268629,0.7741282451865885,-1.2113980163720868,-0.014031589569967196,10.549517457107711,-0.7522447278778657,0.8343605528172162
2019-04-30,77.5253086650728,74.85566850574344,48.3211015740848,59.659990500956205,96.6452723961333,78.35494398431716,99.9564753247923,0.8326149206801006,-1.2358746587049154,-0.10901995061870196,11.14964059164138,-0.7073331021969125,0.6258678244391689
2019-05-01,77.57253605040411,74.89488388937906,48.37785789298082,60.29273339720087,96.62499534541573,78.23949210426292,99.95576462184476,1.0324263710459434,-1.2720704266494636,-0.15002606930962514,11.572234826874713,-0.6226724332953495,0.3519381640788879
