feature_set,fold,mae,model,model_family,n_test,n_train,r2,rmse,target,target_type,test_end,test_start,test_std,train_end,train_start
external_only,3,0.3154543159751671,Exog_ElasticNet,Exog,390,2205,-0.49465585684245816,0.4531857094389109,tci_within_gold,ar_residual,2026-03-31,2024-03-13,0.3706855036163961,2024-03-12,2013-04-08
arx_external_plus_target_lags,3,0.32063197377210184,ARX_ElasticNet,ARX,390,2205,-0.38633897295929387,0.43645584970387896,tci_within_gold,ar_residual,2026-03-31,2024-03-13,0.3706855036163961,2024-03-12,2013-04-08
external_only,3,0.25130623120725104,Exog_RandomForest,Exog,390,2205,-0.028534681562464304,0.37593700106587297,tci_within_gold,ar_residual,2026-03-31,2024-03-13,0.3706855036163961,2024-03-12,2013-04-08
arx_external_plus_target_lags,3,0.24887836355668222,ARX_RandomForest,ARX,390,2205,-0.015588475665393009,0.37356354190815105,tci_within_gold,ar_residual,2026-03-31,2024-03-13,0.3706855036163961,2024-03-12,2013-04-08
external_only,3,0.24886750603772065,Exog_ExtraTrees,Exog,390,2205,-0.013612400771375821,0.37319993549381086,tci_within_gold,ar_residual,2026-03-31,2024-03-13,0.3706855036163961,2024-03-12,2013-04-08
arx_external_plus_target_lags,3,0.24749021676846397,ARX_ExtraTrees,ARX,390,2205,-0.009217536579535057,0.3723899884328098,tci_within_gold,ar_residual,2026-03-31,2024-03-13,0.3706855036163961,2024-03-12,2013-04-08
mean_baseline,1,8.503036132932884,Mean,Mean,389,1427,-3.120360779630965,9.771005137093102,tci_within_silver,level,2022-03-16,2020-03-04,4.813617964809583,2020-03-03,2013-04-08
target_lags,1,0.25558361461802087,AR_Ridge,AR,389,1427,0.9938041764123469,0.378896977741182,tci_within_silver,level,2022-03-16,2020-03-04,4.813617964809583,2020-03-03,2013-04-08
external_only,1,35.71353907824218,Exog_Ridge,Exog,389,1427,-57.02291195642479,36.666662377525995,tci_within_silver,level,2022-03-16,2020-03-04,4.813617964809583,2020-03-03,2013-04-08
arx_external_plus_target_lags,1,3.3888997342570026,ARX_Ridge,ARX,389,1427,0.4354233095945187,3.6168715968260643,tci_within_silver,level,2022-03-16,2020-03-04,4.813617964809583,2020-03-03,2013-04-08
external_only,1,36.71159104602973,Exog_ElasticNet,Exog,389,1427,-59.917822158984116,37.570225665693,tci_within_silver,level,2022-03-16,2020-03-04,4.813617964809583,2020-03-03,2013-04-08
arx_external_plus_target_lags,1,2.01614876538085,ARX_ElasticNet,ARX,389,1427,0.7820371097272714,2.247309555487111,tci_within_silver,level,2022-03-16,2020-03-04,4.813617964809583,2020-03-03,2013-04-08
external_only,1,4.4185810372183765,Exog_RandomForest,Exog,389,1427,-0.28936715972318194,5.465877844890281,tci_within_silver,level,2022-03-16,2020-03-04,4.813617964809583,2020-03-03,2013-04-08
arx_external_plus_target_lags,1,2.8051604692695693,ARX_RandomForest,ARX,389,1427,0.4845802991864675,3.4558280595731956,tci_within_silver,level,2022-03-16,2020-03-04,4.813617964809583,2020-03-03,2013-04-08
external_only,1,3.406095975175382,Exog_ExtraTrees,Exog,389,1427,0.20807944862785321,4.283634681901201,tci_within_silver,level,2022-03-16,2020-03-04,4.813617964809583,2020-03-03,2013-04-08
arx_external_plus_target_lags,1,2.889113768729582,ARX_ExtraTrees,ARX,389,1427,0.5206264964967897,3.332795238001773,tci_within_silver,level,2022-03-16,2020-03-04,4.813617964809583,2020-03-03,2013-04-08
mean_baseline,2,4.719088855593394,Mean,Mean,389,1816,-3.491109364839318e-05,5.68210079773687,tci_within_silver,level,2024-03-12,2022-03-17,5.68200161615723,2022-03-16,2013-04-08
target_lags,2,0.23042081091309832,AR_Ridge,AR,389,1816,0.9964299854913706,0.3394973146577638,tci_within_silver,level,2024-03-12,2022-03-17,5.68200161615723,2022-03-16,2013-04-08
external_only,2,13.814771809205707,Exog_Ridge,Exog,389,1816,-8.091721297303462,17.1326447589261,tci_within_silver,level,2024-03-12,2022-03-17,5.68200161615723,2022-03-16,2013-04-08
arx_external_plus_target_lags,2,0.9936545056148886,ARX_Ridge,ARX,389,1816,0.955798116325225,1.194597885183995,tci_within_silver,level,2024-03-12,2022-03-17,5.68200161615723,2022-03-16,2013-04-08
external_only,2,12.331419519651416,Exog_ElasticNet,Exog,389,1816,-6.3679101972088175,15.423165357892275,tci_within_silver,level,2024-03-12,2022-03-17,5.68200161615723,2022-03-16,2013-04-08
arx_external_plus_target_lags,2,0.3807889081854907,ARX_ElasticNet,ARX,389,1816,0.9918601291610185,0.5126371902988286,tci_within_silver,level,2024-03-12,2022-03-17,5.68200161615723,2022-03-16,2013-04-08
external_only,2,6.346224054774574,Exog_RandomForest,Exog,389,1816,-0.6678931371983932,7.338131055367354,tci_within_silver,level,2024-03-12,2022-03-17,5.68200161615723,2022-03-16,2013-04-08
arx_external_plus_target_lags,2,4.495505197323176,ARX_RandomForest,ARX,389,1816,0.15959953503922086,5.208881708747338,tci_within_silver,level,2024-03-12,2022-03-17,5.68200161615723,2022-03-16,2013-04-08
external_only,2,6.522369452690227,Exog_ExtraTrees,Exog,389,1816,-0.774424879095051,7.568854592299933,tci_within_silver,level,2024-03-12,2022-03-17,5.68200161615723,2022-03-16,2013-04-08
arx_external_plus_target_lags,2,5.106034380104903,ARX_ExtraTrees,ARX,389,1816,-0.13096488527263594,6.042628760067015,tci_within_silver,level,2024-03-12,2022-03-17,5.68200161615723,2022-03-16,2013-04-08
mean_baseline,3,5.4649364662649225,Mean,Mean,390,2205,-0.0015817975123137984,6.617022861050456,tci_within_silver,level,2026-03-31,2024-03-13,6.611795666356079,2024-03-12,2013-04-08
target_lags,3,0.37893694006303275,AR_Ridge,AR,390,2205,0.9851066969306147,0.806891122054963,tci_within_silver,level,2026-03-31,2024-03-13,6.611795666356079,2024-03-12,2013-04-08
external_only,3,7.079844253459834,Exog_Ridge,Exog,390,2205,-0.9446787689581333,9.220264078403023,tci_within_silver,level,2026-03-31,2024-03-13,6.611795666356079,2024-03-12,2013-04-08
arx_external_plus_target_lags,3,0.6085859348995527,ARX_Ridge,ARX,390,2205,0.9792463699544058,0.9525032339171029,tci_within_silver,level,2026-03-31,2024-03-13,6.611795666356079,2024-03-12,2013-04-08
external_only,3,6.334095053641883,Exog_ElasticNet,Exog,390,2205,-0.5176882782976748,8.14536806280766,tci_within_silver,level,2026-03-31,2024-03-13,6.611795666356079,2024-03-12,2013-04-08
arx_external_plus_target_lags,3,0.47473695800631854,ARX_ElasticNet,ARX,390,2205,0.982602211207081,0.8721003295872468,tci_within_silver,level,2026-03-31,2024-03-13,6.611795666356079,2024-03-12,2013-04-08
external_only,3,5.615116936114893,Exog_RandomForest,Exog,390,2205,0.012430132745638534,6.57057442049951,tci_within_silver,level,2026-03-31,2024-03-13,6.611795666356079,2024-03-12,2013-04-08
arx_external_plus_target_lags,3,3.7381008844552586,ARX_RandomForest,ARX,390,2205,0.534164569177584,4.512691886327291,tci_within_silver,level,2026-03-31,2024-03-13,6.611795666356079,2024-03-12,2013-04-08
external_only,3,5.355024628645816,Exog_ExtraTrees,Exog,390,2205,0.062175898880594715,6.402950114290962,tci_within_silver,level,2026-03-31,2024-03-13,6.611795666356079,2024-03-12,2013-04-08
arx_external_plus_target_lags,3,4.341440961954858,ARX_ExtraTrees,ARX,390,2205,0.38921937524364025,5.167280643431512,tci_within_silver,level,2026-03-31,2024-03-13,6.611795666356079,2024-03-12,2013-04-08
mean_baseline,1,3.1290848995161107,Mean,Mean,386,1416,-6.945802065905227e-05,3.7712051382731806,tci_within_silver,delta20,2022-03-28,2020-03-19,3.771074174873283,2020-03-18,2013-05-06
target_lags,1,0.24079199101956564,AR_Ridge,AR,386,1416,0.9910327577897116,0.3571038439304646,tci_within_silver,delta20,2022-03-28,2020-03-19,3.771074174873283,2020-03-18,2013-05-06
external_only,1,15.598032393863866,Exog_Ridge,Exog,386,1416,-24.166477497416373,18.918046605626273,tci_within_silver,delta20,2022-03-28,2020-03-19,3.771074174873283,2020-03-18,2013-05-06
arx_external_plus_target_lags,1,2.090758677962186,ARX_Ridge,ARX,386,1416,0.6216790015321019,2.3195049219168613,tci_within_silver,delta20,2022-03-28,2020-03-19,3.771074174873283,2020-03-18,2013-05-06
external_only,1,15.06622445831069,Exog_ElasticNet,Exog,386,1416,-22.401765206893145,18.242711232874957,tci_within_silver,delta20,2022-03-28,2020-03-19,3.771074174873283,2020-03-18,2013-05-06
arx_external_plus_target_lags,1,0.8338310103705074,ARX_ElasticNet,ARX,386,1416,0.9199334293924208,1.0670645412677084,tci_within_silver,delta20,2022-03-28,2020-03-19,3.771074174873283,2020-03-18,2013-05-06
external_only,1,3.543080636091874,Exog_RandomForest,Exog,386,1416,-0.27968239729506505,4.265954046314018,tci_within_silver,delta20,2022-03-28,2020-03-19,3.771074174873283,2020-03-18,2013-05-06
arx_external_plus_target_lags,1,2.2762741848827934,ARX_RandomForest,ARX,386,1416,0.43707132803782467,2.829383128419041,tci_within_silver,delta20,2022-03-28,2020-03-19,3.771074174873283,2020-03-18,2013-05-06
external_only,1,3.0151250314999563,Exog_ExtraTrees,Exog,386,1416,-0.014764582578407293,3.798811336145544,tci_within_silver,delta20,2022-03-28,2020-03-19,3.771074174873283,2020-03-18,2013-05-06
arx_external_plus_target_lags,1,2.7461101905866814,ARX_ExtraTrees,ARX,386,1416,0.21991862039699672,3.3306962690462405,tci_within_silver,delta20,2022-03-28,2020-03-19,3.771074174873283,2020-03-18,2013-05-06
mean_baseline,2,4.262195814500389,Mean,Mean,386,1802,-0.011867581475254907,5.648132456393579,tci_within_silver,delta20,2024-03-18,2022-03-29,5.6149130055526975,2022-03-28,2013-05-06
target_lags,2,0.2370427881632864,AR_Ridge,AR,386,1802,0.9964377741746795,0.3351226301525285,tci_within_silver,delta20,2024-03-18,2022-03-29,5.6149130055526975,2022-03-28,2013-05-06
external_only,2,7.507146804820578,Exog_Ridge,Exog,386,1802,-2.421976407041777,10.386794454499253,tci_within_silver,delta20,2024-03-18,2022-03-29,5.6149130055526975,2022-03-28,2013-05-06
arx_external_plus_target_lags,2,0.5396887402933768,ARX_Ridge,ARX,386,1802,0.9844292054754153,0.7006456318758438,tci_within_silver,delta20,2024-03-18,2022-03-29,5.6149130055526975,2022-03-28,2013-05-06
external_only,2,6.656730508654315,Exog_ElasticNet,Exog,386,1802,-1.6462316073067367,9.133914840175219,tci_within_silver,delta20,2024-03-18,2022-03-29,5.6149130055526975,2022-03-28,2013-05-06
arx_external_plus_target_lags,2,0.3442766807089576,ARX_ElasticNet,ARX,386,1802,0.9934106659402053,0.4557889527542965,tci_within_silver,delta20,2024-03-18,2022-03-29,5.6149130055526975,2022-03-28,2013-05-06
external_only,2,4.102834082884831,Exog_RandomForest,Exog,386,1802,-0.10704843682514809,5.907807603683321,tci_within_silver,delta20,2024-03-18,2022-03-29,5.6149130055526975,2022-03-28,2013-05-06
arx_external_plus_target_lags,2,3.1712914895033846,ARX_RandomForest,ARX,386,1802,0.31778355472431885,4.637715720132761,tci_within_silver,delta20,2024-03-18,2022-03-29,5.6149130055526975,2022-03-28,2013-05-06
external_only,2,4.411803997541859,Exog_ExtraTrees,Exog,386,1802,-0.05215636543429936,5.759478685686411,tci_within_silver,delta20,2024-03-18,2022-03-29,5.6149130055526975,2022-03-28,2013-05-06
arx_external_plus_target_lags,2,3.7378210400462493,ARX_ExtraTrees,ARX,386,1802,0.2577876105912371,4.837345771602397,tci_within_silver,delta20,2024-03-18,2022-03-29,5.6149130055526975,2022-03-28,2013-05-06
mean_baseline,3,4.856743263174417,Mean,Mean,387,2188,-0.0036532442797345688,6.037482630383131,tci_within_silver,delta20,2026-03-31,2024-03-19,6.026484555774092,2024-03-18,2013-05-06
target_lags,3,0.4132006934406699,AR_Ridge,AR,387,2188,0.9793318851315428,0.8663920952011529,tci_within_silver,delta20,2026-03-31,2024-03-19,6.026484555774092,2024-03-18,2013-05-06
external_only,3,12.782913198484595,Exog_Ridge,Exog,387,2188,-5.085984662199539,14.867209958308704,tci_within_silver,delta20,2026-03-31,2024-03-19,6.026484555774092,2024-03-18,2013-05-06
arx_external_plus_target_lags,3,0.7461325142178418,ARX_Ridge,ARX,387,2188,0.9672010304425532,1.0914256291510678,tci_within_silver,delta20,2026-03-31,2024-03-19,6.026484555774092,2024-03-18,2013-05-06
external_only,3,12.410914600909601,Exog_ElasticNet,Exog,387,2188,-4.681263202458968,14.364367340486389,tci_within_silver,delta20,2026-03-31,2024-03-19,6.026484555774092,2024-03-18,2013-05-06
arx_external_plus_target_lags,3,0.5391707034364152,ARX_ElasticNet,ARX,387,2188,0.9758098019582394,0.937311099403855,tci_within_silver,delta20,2026-03-31,2024-03-19,6.026484555774092,2024-03-18,2013-05-06
external_only,3,4.791201760097978,Exog_RandomForest,Exog,387,2188,0.07305157913049443,5.802188479197355,tci_within_silver,delta20,2026-03-31,2024-03-19,6.026484555774092,2024-03-18,2013-05-06
arx_external_plus_target_lags,3,3.478597761255578,ARX_RandomForest,ARX,387,2188,0.49299728840575685,4.2911054687898185,tci_within_silver,delta20,2026-03-31,2024-03-19,6.026484555774092,2024-03-18,2013-05-06
external_only,3,4.877058378718193,Exog_ExtraTrees,Exog,387,2188,-0.06298050207604011,6.2133625742974585,tci_within_silver,delta20,2026-03-31,2024-03-19,6.026484555774092,2024-03-18,2013-05-06
arx_external_plus_target_lags,3,3.993303034724766,ARX_ExtraTrees,ARX,387,2188,0.32052116145284315,4.967661737482997,tci_within_silver,delta20,2026-03-31,2024-03-19,6.026484555774092,2024-03-18,2013-05-06
target_lags,1,0.25558361461802087,AR_Ridge,AR,389,1427,0.9938041764123469,0.378896977741182,tci_within_silver,ar_residual,2022-03-16,2020-03-04,4.813617964809583,2020-03-03,2013-04-08
external_only,1,0.8668615398001499,Exog_Ridge,Exog,389,1427,-8.04670677760907,1.115856002736532,tci_within_silver,ar_residual,2022-03-16,2020-03-04,0.3709905924673703,2020-03-03,2013-04-08
arx_external_plus_target_lags,1,1.8654816236453926,ARX_Ridge,ARX,389,1427,-31.6077015524942,2.11847327994114,tci_within_silver,ar_residual,2022-03-16,2020-03-04,0.3709905924673703,2020-03-03,2013-04-08
external_only,1,0.5347872442789066,Exog_ElasticNet,Exog,389,1427,-3.149844902431105,0.7557511727084536,tci_within_silver,ar_residual,2022-03-16,2020-03-04,0.3709905924673703,2020-03-03,2013-04-08
arx_external_plus_target_lags,1,1.0263654756928664,ARX_ElasticNet,ARX,389,1427,-9.78508658337479,1.2183574267327135,tci_within_silver,ar_residual,2022-03-16,2020-03-04,0.3709905924673703,2020-03-03,2013-04-08
external_only,1,0.2457655521899074,Exog_RandomForest,Exog,389,1427,-0.016714772995164662,0.3740782553089342,tci_within_silver,ar_residual,2022-03-16,2020-03-04,0.3709905924673703,2020-03-03,2013-04-08
arx_external_plus_target_lags,1,0.2384723769589197,ARX_RandomForest,ARX,389,1427,0.0170138464241536,0.36782106468415837,tci_within_silver,ar_residual,2022-03-16,2020-03-04,0.3709905924673703,2020-03-03,2013-04-08
external_only,1,0.24326723908735984,Exog_ExtraTrees,Exog,389,1427,-0.006926934530724349,0.3722732887851986,tci_within_silver,ar_residual,2022-03-16,2020-03-04,0.3709905924673703,2020-03-03,2013-04-08
arx_external_plus_target_lags,1,0.24115116844714019,ARX_ExtraTrees,ARX,389,1427,0.0002028246677346912,0.3709529675376327,tci_within_silver,ar_residual,2022-03-16,2020-03-04,0.3709905924673703,2020-03-03,2013-04-08
target_lags,2,0.23042081091309832,AR_Ridge,AR,389,1816,0.9964299854913706,0.3394973146577638,tci_within_silver,ar_residual,2024-03-12,2022-03-17,5.68200161615723,2022-03-16,2013-04-08
external_only,2,0.3958815328143571,Exog_Ridge,Exog,389,1816,-1.2932422357549886,0.5138024495699866,tci_within_silver,ar_residual,2024-03-12,2022-03-17,0.3392901131375603,2022-03-16,2013-04-08
arx_external_plus_target_lags,2,0.7517399939357177,ARX_Ridge,ARX,389,1816,-6.212507329906996,0.9112013160374646,tci_within_silver,ar_residual,2024-03-12,2022-03-17,0.3392901131375603,2022-03-16,2013-04-08
external_only,2,0.275191905471285,Exog_ElasticNet,Exog,389,1816,-0.3431399688263139,0.3932165975807472,tci_within_silver,ar_residual,2024-03-12,2022-03-17,0.3392901131375603,2022-03-16,2013-04-08
arx_external_plus_target_lags,2,0.3243957287166434,ARX_ElasticNet,ARX,389,1816,-0.5963322852228146,0.42867963587114,tci_within_silver,ar_residual,2024-03-12,2022-03-17,0.3392901131375603,2022-03-16,2013-04-08
external_only,2,0.2436330914552339,Exog_RandomForest,Exog,389,1816,-0.06612413275529194,0.350328195122563,tci_within_silver,ar_residual,2024-03-12,2022-03-17,0.3392901131375603,2022-03-16,2013-04-08
arx_external_plus_target_lags,2,0.22806413897268676,ARX_RandomForest,ARX,389,1816,0.0039021985969271977,0.33862747736988924,tci_within_silver,ar_residual,2024-03-12,2022-03-17,0.3392901131375603,2022-03-16,2013-04-08
external_only,2,0.2374481162223349,Exog_ExtraTrees,Exog,389,1816,-0.032120023505408435,0.3446960497313922,tci_within_silver,ar_residual,2024-03-12,2022-03-17,0.3392901131375603,2022-03-16,2013-04-08
arx_external_plus_target_lags,2,0.23637048778128136,ARX_ExtraTrees,ARX,389,1816,-0.018248278704834142,0.34237184788202013,tci_within_silver,ar_residual,2024-03-12,2022-03-17,0.3392901131375603,2022-03-16,2013-04-08
target_lags,3,0.37893694006303275,AR_Ridge,AR,390,2205,0.9851066969306147,0.806891122054963,tci_within_silver,ar_residual,2026-03-31,2024-03-13,6.611795666356079,2024-03-12,2013-04-08
external_only,3,0.5313246798582432,Exog_Ridge,Exog,390,2205,-0.39404438112986195,0.952624257657879,tci_within_silver,ar_residual,2026-03-31,2024-03-13,0.8068324115048486,2024-03-12,2013-04-08
arx_external_plus_target_lags,3,0.4436382773268681,ARX_Ridge,ARX,390,2205,0.0886313205861664,0.7702476566395368,tci_within_silver,ar_residual,2026-03-31,2024-03-13,0.8068324115048486,2024-03-12,2013-04-08
external_only,3,0.4043194150690595,Exog_ElasticNet,Exog,390,2205,-0.0790008067556438,0.838096873944453,tci_within_silver,ar_residual,2026-03-31,2024-03-13,0.8068324115048486,2024-03-12,2013-04-08
arx_external_plus_target_lags,3,0.3665683148922297,ARX_ElasticNet,ARX,390,2205,0.17030193195365562,0.7349255997643424,tci_within_silver,ar_residual,2026-03-31,2024-03-13,0.8068324115048486,2024-03-12,2013-04-08
external_only,3,0.38353661827995356,Exog_RandomForest,Exog,390,2205,-0.002155365909505491,0.807701453018511,tci_within_silver,ar_residual,2026-03-31,2024-03-13,0.8068324115048486,2024-03-12,2013-04-08
arx_external_plus_target_lags,3,0.37116598142555784,ARX_RandomForest,ARX,390,2205,0.0029336770329214668,0.8056480493753208,tci_within_silver,ar_residual,2026-03-31,2024-03-13,0.8068324115048486,2024-03-12,2013-04-08
external_only,3,0.3812122627271909,Exog_ExtraTrees,Exog,390,2205,-0.0020510935080346737,0.807659432008638,tci_within_silver,ar_residual,2026-03-31,2024-03-13,0.8068324115048486,2024-03-12,2013-04-08
arx_external_plus_target_lags,3,0.3813203011959006,ARX_ExtraTrees,ARX,390,2205,-0.0018130076626681202,0.8075634769703517,tci_within_silver,ar_residual,2026-03-31,2024-03-13,0.8068324115048486,2024-03-12,2013-04-08
mean_baseline,1,18.538405684039347,Mean,Mean,389,1427,-6.840729281876587,19.8472074659034,tci_within_platinum,level,2022-03-16,2020-03-04,7.087958725090686,2020-03-03,2013-04-08
target_lags,1,0.2020239409967743,AR_Ridge,AR,389,1427,0.9982079963695283,0.3000479213728953,tci_within_platinum,level,2022-03-16,2020-03-04,7.087958725090686,2020-03-03,2013-04-08
external_only,1,10.025758067142949,Exog_Ridge,Exog,389,1427,-2.0590058922430496,12.396849723277647,tci_within_platinum,level,2022-03-16,2020-03-04,7.087958725090686,2020-03-03,2013-04-08
arx_external_plus_target_lags,1,0.6963721260557528,ARX_Ridge,ARX,389,1427,0.9867232256979572,0.8167092344820562,tci_within_platinum,level,2022-03-16,2020-03-04,7.087958725090686,2020-03-03,2013-04-08
external_only,1,10.043687135132334,Exog_ElasticNet,Exog,389,1427,-1.9342695470737352,12.141467538868026,tci_within_platinum,level,2022-03-16,2020-03-04,7.087958725090686,2020-03-03,2013-04-08
arx_external_plus_target_lags,1,0.27193410235673654,ARX_ElasticNet,ARX,389,1427,0.9973001096909052,0.36829365758912436,tci_within_platinum,level,2022-03-16,2020-03-04,7.087958725090686,2020-03-03,2013-04-08
external_only,1,10.436546428782753,Exog_RandomForest,Exog,389,1427,-1.8326817597773548,11.929440431565219,tci_within_platinum,level,2022-03-16,2020-03-04,7.087958725090686,2020-03-03,2013-04-08
arx_external_plus_target_lags,1,6.201855611328578,ARX_RandomForest,ARX,389,1427,-0.19393548020492068,7.744825000782073,tci_within_platinum,level,2022-03-16,2020-03-04,7.087958725090686,2020-03-03,2013-04-08
external_only,1,16.896258707159475,Exog_ExtraTrees,Exog,389,1427,-5.643743890027737,18.269540358372375,tci_within_platinum,level,2022-03-16,2020-03-04,7.087958725090686,2020-03-03,2013-04-08
arx_external_plus_target_lags,1,10.82770601519173,ARX_ExtraTrees,ARX,389,1427,-2.0434023641142116,12.365192070188066,tci_within_platinum,level,2022-03-16,2020-03-04,7.087958725090686,2020-03-03,2013-04-08
mean_baseline,2,10.627786338598852,Mean,Mean,389,1816,-1.2717514314463672,12.552628077137548,tci_within_platinum,level,2024-03-12,2022-03-17,8.328259638015401,2022-03-16,2013-04-08
target_lags,2,0.16928506244215094,AR_Ridge,AR,389,1816,0.9992250794985305,0.23183704439281516,tci_within_platinum,level,2024-03-12,2022-03-17,8.328259638015401,2022-03-16,2013-04-08
external_only,2,19.62138459252666,Exog_Ridge,Exog,389,1816,-5.248264427545448,20.817758034714362,tci_within_platinum,level,2024-03-12,2022-03-17,8.328259638015401,2022-03-16,2013-04-08
arx_external_plus_target_lags,2,0.35701293247547844,ARX_Ridge,ARX,389,1816,0.9971943129969749,0.44113738685920456,tci_within_platinum,level,2024-03-12,2022-03-17,8.328259638015401,2022-03-16,2013-04-08
external_only,2,18.795521666256278,Exog_ElasticNet,Exog,389,1816,-4.753551032940683,19.97663069088039,tci_within_platinum,level,2024-03-12,2022-03-17,8.328259638015401,2022-03-16,2013-04-08
arx_external_plus_target_lags,2,0.2534358811655031,ARX_ElasticNet,ARX,389,1816,0.9984792682057617,0.32477348760442076,tci_within_platinum,level,2024-03-12,2022-03-17,8.328259638015401,2022-03-16,2013-04-08
external_only,2,6.742554418616306,Exog_RandomForest,Exog,389,1816,0.15578397948880873,7.652107292752065,tci_within_platinum,level,2024-03-12,2022-03-17,8.328259638015401,2022-03-16,2013-04-08
arx_external_plus_target_lags,2,3.1857158834170223,ARX_RandomForest,ARX,389,1816,0.7974027381595967,3.7486167533498587,tci_within_platinum,level,2024-03-12,2022-03-17,8.328259638015401,2022-03-16,2013-04-08
external_only,2,7.75458950819095,Exog_ExtraTrees,Exog,389,1816,-0.16365827605622907,8.983942991069949,tci_within_platinum,level,2024-03-12,2022-03-17,8.328259638015401,2022-03-16,2013-04-08
arx_external_plus_target_lags,2,4.561346923004856,ARX_ExtraTrees,ARX,389,1816,0.6203750761296265,5.131349727045154,tci_within_platinum,level,2024-03-12,2022-03-17,8.328259638015401,2022-03-16,2013-04-08
mean_baseline,3,2.6048736521143883,Mean,Mean,390,2205,-0.2791887729711422,4.0574940590237025,tci_within_platinum,level,2026-03-31,2024-03-13,3.5874889583192084,2024-03-12,2013-04-08
target_lags,3,0.26938046503476426,AR_Ridge,AR,390,2205,0.9173334097769409,1.0314675873010721,tci_within_platinum,level,2026-03-31,2024-03-13,3.5874889583192084,2024-03-12,2013-04-08
external_only,3,11.62783355378031,Exog_Ridge,Exog,390,2205,-16.607917417901373,15.053745495288991,tci_within_platinum,level,2026-03-31,2024-03-13,3.5874889583192084,2024-03-12,2013-04-08
arx_external_plus_target_lags,3,0.9121473319851529,ARX_Ridge,ARX,390,2205,0.8434760292363847,1.419322218579292,tci_within_platinum,level,2026-03-31,2024-03-13,3.5874889583192084,2024-03-12,2013-04-08
external_only,3,11.091502167254342,Exog_ElasticNet,Exog,390,2205,-14.647876337855026,14.191172388583366,tci_within_platinum,level,2026-03-31,2024-03-13,3.5874889583192084,2024-03-12,2013-04-08
arx_external_plus_target_lags,3,0.5153277047446279,ARX_ElasticNet,ARX,390,2205,0.887794887130177,1.201702311453477,tci_within_platinum,level,2026-03-31,2024-03-13,3.5874889583192084,2024-03-12,2013-04-08
external_only,3,3.6658206909952464,Exog_RandomForest,Exog,390,2205,-0.7162753095219423,4.699850575441331,tci_within_platinum,level,2026-03-31,2024-03-13,3.5874889583192084,2024-03-12,2013-04-08
arx_external_plus_target_lags,3,2.7220341838240434,ARX_RandomForest,ARX,390,2205,0.08212313160855722,3.4370257486144413,tci_within_platinum,level,2026-03-31,2024-03-13,3.5874889583192084,2024-03-12,2013-04-08
external_only,3,3.029470483833484,Exog_ExtraTrees,Exog,390,2205,-0.49419538191633317,4.3852490986544534,tci_within_platinum,level,2026-03-31,2024-03-13,3.5874889583192084,2024-03-12,2013-04-08
arx_external_plus_target_lags,3,2.8482560341467558,ARX_ExtraTrees,ARX,390,2205,-0.0885370776197818,3.742934147789844,tci_within_platinum,level,2026-03-31,2024-03-13,3.5874889583192084,2024-03-12,2013-04-08
mean_baseline,1,3.538201947649377,Mean,Mean,386,1416,-0.014096112944850692,4.2093278800246825,tci_within_platinum,delta20,2022-03-28,2020-03-19,4.179970308114507,2020-03-18,2013-05-06
target_lags,1,0.19423252817349426,AR_Ridge,AR,386,1416,0.995441528238747,0.28221677923628014,tci_within_platinum,delta20,2022-03-28,2020-03-19,4.179970308114507,2020-03-18,2013-05-06
external_only,1,6.560461827528492,Exog_Ridge,Exog,386,1416,-2.9254199266479914,8.281638288753646,tci_within_platinum,delta20,2022-03-28,2020-03-19,4.179970308114507,2020-03-18,2013-05-06
arx_external_plus_target_lags,1,0.5886091642467245,ARX_Ridge,ARX,386,1416,0.9624393896287281,0.8101016511729026,tci_within_platinum,delta20,2022-03-28,2020-03-19,4.179970308114507,2020-03-18,2013-05-06
external_only,1,5.537134148148744,Exog_ElasticNet,Exog,386,1416,-1.9168050706437243,7.138827697695918,tci_within_platinum,delta20,2022-03-28,2020-03-19,4.179970308114507,2020-03-18,2013-05-06
arx_external_plus_target_lags,1,0.20085526352606087,ARX_ElasticNet,ARX,386,1416,0.9955164027272979,0.27988942826468743,tci_within_platinum,delta20,2022-03-28,2020-03-19,4.179970308114507,2020-03-18,2013-05-06
external_only,1,4.6947534084843685,Exog_RandomForest,Exog,386,1416,-1.068258534049555,6.011399755498542,tci_within_platinum,delta20,2022-03-28,2020-03-19,4.179970308114507,2020-03-18,2013-05-06
arx_external_plus_target_lags,1,4.103142449242613,ARX_RandomForest,ARX,386,1416,-0.6303202862707993,5.337153125626731,tci_within_platinum,delta20,2022-03-28,2020-03-19,4.179970308114507,2020-03-18,2013-05-06
external_only,1,4.153252709048156,Exog_ExtraTrees,Exog,386,1416,-0.6290954113917688,5.3351478223750535,tci_within_platinum,delta20,2022-03-28,2020-03-19,4.179970308114507,2020-03-18,2013-05-06
arx_external_plus_target_lags,1,3.320983775356199,ARX_ExtraTrees,ARX,386,1416,-0.07197718693101263,4.3277879004450766,tci_within_platinum,delta20,2022-03-28,2020-03-19,4.179970308114507,2020-03-18,2013-05-06
mean_baseline,2,2.4206202769650798,Mean,Mean,386,1802,-0.2726124130411227,3.208416118596982,tci_within_platinum,delta20,2024-03-18,2022-03-29,2.8440852629955202,2022-03-28,2013-05-06
