feature_set,fold,mae,model,model_family,n_test,n_train,r2,rmse,target,target_type,test_end,test_start,test_std,train_end,train_start
arx_external_plus_target_lags,1,1.5962006220953038,ARX_RandomForest,ARX,386,1416,0.24136987631615758,2.3934181927549614,tci_same_scale_MTC,delta20,2022-03-28,2020-03-19,2.7479165897281246,2020-03-18,2013-05-06
external_only,1,1.925949362587038,Exog_ExtraTrees,Exog,386,1416,-0.010103359256464994,2.761763297315898,tci_same_scale_MTC,delta20,2022-03-28,2020-03-19,2.7479165897281246,2020-03-18,2013-05-06
arx_external_plus_target_lags,1,1.7645195107547256,ARX_ExtraTrees,ARX,386,1416,0.14606518700745685,2.5393110677424304,tci_same_scale_MTC,delta20,2022-03-28,2020-03-19,2.7479165897281246,2020-03-18,2013-05-06
mean_baseline,2,1.5837342274398654,Mean,Mean,386,1802,-0.01190463463795921,1.9319924785557567,tci_same_scale_MTC,delta20,2024-03-18,2022-03-29,1.9205943141397332,2022-03-28,2013-05-06
target_lags,2,0.05439403571453135,AR_Ridge,AR,386,1802,0.9986017626205366,0.0718168070840428,tci_same_scale_MTC,delta20,2024-03-18,2022-03-29,1.9205943141397332,2022-03-28,2013-05-06
external_only,2,2.9680635053799174,Exog_Ridge,Exog,386,1802,-2.327513869544114,3.503447194407348,tci_same_scale_MTC,delta20,2024-03-18,2022-03-29,1.9205943141397332,2022-03-28,2013-05-06
arx_external_plus_target_lags,2,0.2002253798554331,ARX_Ridge,ARX,386,1802,0.9802224281062768,0.2700984704189335,tci_same_scale_MTC,delta20,2024-03-18,2022-03-29,1.9205943141397332,2022-03-28,2013-05-06
external_only,2,2.5430194060970335,Exog_ElasticNet,Exog,386,1802,-1.5316578642569532,3.0558930133848263,tci_same_scale_MTC,delta20,2024-03-18,2022-03-29,1.9205943141397332,2022-03-28,2013-05-06
arx_external_plus_target_lags,2,0.060307361672698116,ARX_ElasticNet,ARX,386,1802,0.9982644752691022,0.08001124756578136,tci_same_scale_MTC,delta20,2024-03-18,2022-03-29,1.9205943141397332,2022-03-28,2013-05-06
external_only,2,1.783025606760167,Exog_RandomForest,Exog,386,1802,-0.39668814650031403,2.269788349427489,tci_same_scale_MTC,delta20,2024-03-18,2022-03-29,1.9205943141397332,2022-03-28,2013-05-06
arx_external_plus_target_lags,2,1.3492776590142987,ARX_RandomForest,ARX,386,1802,0.1685371657199276,1.7512859339433153,tci_same_scale_MTC,delta20,2024-03-18,2022-03-29,1.9205943141397332,2022-03-28,2013-05-06
external_only,2,1.6310607935406725,Exog_ExtraTrees,Exog,386,1802,-0.10923062749739132,2.0227702849681566,tci_same_scale_MTC,delta20,2024-03-18,2022-03-29,1.9205943141397332,2022-03-28,2013-05-06
arx_external_plus_target_lags,2,1.4454384833227965,ARX_ExtraTrees,ARX,386,1802,0.146098304107957,1.774759775015593,tci_same_scale_MTC,delta20,2024-03-18,2022-03-29,1.9205943141397332,2022-03-28,2013-05-06
mean_baseline,3,1.672777698386022,Mean,Mean,387,2188,-0.004991545471847214,2.098965216847852,tci_same_scale_MTC,delta20,2026-03-31,2024-03-19,2.09374620677364,2024-03-18,2013-05-06
target_lags,3,0.08554378126731814,AR_Ridge,AR,387,2188,0.9957477693358429,0.13653136904687135,tci_same_scale_MTC,delta20,2026-03-31,2024-03-19,2.09374620677364,2024-03-18,2013-05-06
external_only,3,2.969672442863839,Exog_Ridge,Exog,387,2188,-2.2940983667685035,3.8000763238627004,tci_same_scale_MTC,delta20,2026-03-31,2024-03-19,2.09374620677364,2024-03-18,2013-05-06
arx_external_plus_target_lags,3,0.11663042588049115,ARX_Ridge,ARX,387,2188,0.9935950159167635,0.16756490513241937,tci_same_scale_MTC,delta20,2026-03-31,2024-03-19,2.09374620677364,2024-03-18,2013-05-06
external_only,3,2.645078972219755,Exog_ElasticNet,Exog,387,2188,-1.409901819138518,3.2503019793961005,tci_same_scale_MTC,delta20,2026-03-31,2024-03-19,2.09374620677364,2024-03-18,2013-05-06
arx_external_plus_target_lags,3,0.09088130277185262,ARX_ElasticNet,ARX,387,2188,0.9954134800035334,0.14179655617330597,tci_same_scale_MTC,delta20,2026-03-31,2024-03-19,2.09374620677364,2024-03-18,2013-05-06
external_only,3,1.8392607407176018,Exog_RandomForest,Exog,387,2188,-0.1406872161008894,2.23618291355222,tci_same_scale_MTC,delta20,2026-03-31,2024-03-19,2.09374620677364,2024-03-18,2013-05-06
arx_external_plus_target_lags,3,1.4867743564349882,ARX_RandomForest,ARX,387,2188,0.23441899211994266,1.8319752968369856,tci_same_scale_MTC,delta20,2026-03-31,2024-03-19,2.09374620677364,2024-03-18,2013-05-06
external_only,3,1.8987230288424168,Exog_ExtraTrees,Exog,387,2188,-0.24091286416509394,2.3323551467631187,tci_same_scale_MTC,delta20,2026-03-31,2024-03-19,2.09374620677364,2024-03-18,2013-05-06
arx_external_plus_target_lags,3,1.5801516455424647,ARX_ExtraTrees,ARX,387,2188,0.12268060475579023,1.9611142837028281,tci_same_scale_MTC,delta20,2026-03-31,2024-03-19,2.09374620677364,2024-03-18,2013-05-06
target_lags,1,0.12177677306203999,AR_Ridge,AR,389,1427,0.9957307171899156,0.19118593595723046,tci_same_scale_MTC,ar_residual,2022-03-16,2020-03-04,2.926028009651758,2020-03-03,2013-04-08
external_only,1,0.1542397058211916,Exog_Ridge,Exog,389,1427,-0.20540156142605226,0.2097680014162577,tci_same_scale_MTC,ar_residual,2022-03-16,2020-03-04,0.1910615803231225,2020-03-03,2013-04-08
arx_external_plus_target_lags,1,0.21499074716075656,ARX_Ridge,ARX,389,1427,-1.1749297025641106,0.2817707953012212,tci_same_scale_MTC,ar_residual,2022-03-16,2020-03-04,0.1910615803231225,2020-03-03,2013-04-08
external_only,1,0.13164390164126907,Exog_ElasticNet,Exog,389,1427,-0.04880330712206549,0.19566826298944107,tci_same_scale_MTC,ar_residual,2022-03-16,2020-03-04,0.1910615803231225,2020-03-03,2013-04-08
arx_external_plus_target_lags,1,0.10824646750656608,ARX_ElasticNet,ARX,389,1427,0.229312502447237,0.16773068571222247,tci_same_scale_MTC,ar_residual,2022-03-16,2020-03-04,0.1910615803231225,2020-03-03,2013-04-08
external_only,1,0.12752802692723866,Exog_RandomForest,Exog,389,1427,-0.06078487688284673,0.19678274996512768,tci_same_scale_MTC,ar_residual,2022-03-16,2020-03-04,0.1910615803231225,2020-03-03,2013-04-08
arx_external_plus_target_lags,1,0.12900114747357175,ARX_RandomForest,ARX,389,1427,-0.0667061891686489,0.19733120734153137,tci_same_scale_MTC,ar_residual,2022-03-16,2020-03-04,0.1910615803231225,2020-03-03,2013-04-08
external_only,1,0.12529806655796516,Exog_ExtraTrees,Exog,389,1427,-0.029686542877783273,0.19387681835563966,tci_same_scale_MTC,ar_residual,2022-03-16,2020-03-04,0.1910615803231225,2020-03-03,2013-04-08
arx_external_plus_target_lags,1,0.12452672187919767,ARX_ExtraTrees,ARX,389,1427,-0.02352167446372011,0.19329556406524506,tci_same_scale_MTC,ar_residual,2022-03-16,2020-03-04,0.1910615803231225,2020-03-03,2013-04-08
target_lags,2,0.06181001841678085,AR_Ridge,AR,389,1816,0.9990393141211636,0.08235393089438085,tci_same_scale_MTC,ar_residual,2024-03-12,2022-03-17,2.6570126990566743,2022-03-16,2013-04-08
external_only,2,0.18949633982980899,Exog_Ridge,Exog,389,1816,-8.564935681085794,0.25463203975965587,tci_same_scale_MTC,ar_residual,2024-03-12,2022-03-17,0.08233263634595082,2022-03-16,2013-04-08
arx_external_plus_target_lags,2,0.160845387579935,ARX_Ridge,ARX,389,1816,-5.934700244610647,0.2168132745416066,tci_same_scale_MTC,ar_residual,2024-03-12,2022-03-17,0.08233263634595082,2022-03-16,2013-04-08
external_only,2,0.06406817606304813,Exog_ElasticNet,Exog,389,1816,-0.12714179955449123,0.08741003615743326,tci_same_scale_MTC,ar_residual,2024-03-12,2022-03-17,0.08233263634595082,2022-03-16,2013-04-08
arx_external_plus_target_lags,2,0.050417604898953784,ARX_ElasticNet,ARX,389,1816,0.2945234216033926,0.0691533656791766,tci_same_scale_MTC,ar_residual,2024-03-12,2022-03-17,0.08233263634595082,2022-03-16,2013-04-08
external_only,2,0.06326791307121746,Exog_RandomForest,Exog,389,1816,-0.07461815920897186,0.0853491321760521,tci_same_scale_MTC,ar_residual,2024-03-12,2022-03-17,0.08233263634595082,2022-03-16,2013-04-08
arx_external_plus_target_lags,2,0.0647930975376045,ARX_RandomForest,ARX,389,1816,-0.10181045929731103,0.08642222979018548,tci_same_scale_MTC,ar_residual,2024-03-12,2022-03-17,0.08233263634595082,2022-03-16,2013-04-08
external_only,2,0.060973589539837704,Exog_ExtraTrees,Exog,389,1816,0.005237136482274529,0.08211675970431398,tci_same_scale_MTC,ar_residual,2024-03-12,2022-03-17,0.08233263634595082,2022-03-16,2013-04-08
arx_external_plus_target_lags,2,0.062190958950695124,ARX_ExtraTrees,ARX,389,1816,-0.01614216464715934,0.08299448958835805,tci_same_scale_MTC,ar_residual,2024-03-12,2022-03-17,0.08233263634595082,2022-03-16,2013-04-08
target_lags,3,0.08980728752135107,AR_Ridge,AR,390,2205,0.9989743282186277,0.1389878074792338,tci_same_scale_MTC,ar_residual,2026-03-31,2024-03-13,4.339827829178765,2024-03-12,2013-04-08
external_only,3,0.12082114245163561,Exog_Ridge,Exog,390,2205,-0.6745720043128949,0.1792246750719753,tci_same_scale_MTC,ar_residual,2026-03-31,2024-03-13,0.1384987610872886,2024-03-12,2013-04-08
arx_external_plus_target_lags,3,0.09538692431461611,ARX_Ridge,ARX,390,2205,-0.17121756120617215,0.149887244714762,tci_same_scale_MTC,ar_residual,2026-03-31,2024-03-13,0.1384987610872886,2024-03-12,2013-04-08
external_only,3,0.09044949091366394,Exog_ElasticNet,Exog,390,2205,-0.013950231773177668,0.13946146015563657,tci_same_scale_MTC,ar_residual,2026-03-31,2024-03-13,0.1384987610872886,2024-03-12,2013-04-08
arx_external_plus_target_lags,3,0.08032975555851495,ARX_ElasticNet,ARX,390,2205,0.12523015546663252,0.12953668842902744,tci_same_scale_MTC,ar_residual,2026-03-31,2024-03-13,0.1384987610872886,2024-03-12,2013-04-08
external_only,3,0.09117779434448887,Exog_RandomForest,Exog,390,2205,-0.024766101673369123,0.1402033090813989,tci_same_scale_MTC,ar_residual,2026-03-31,2024-03-13,0.1384987610872886,2024-03-12,2013-04-08
arx_external_plus_target_lags,3,0.08979268270854383,ARX_RandomForest,ARX,390,2205,-0.009878024686492681,0.1391811272114241,tci_same_scale_MTC,ar_residual,2026-03-31,2024-03-13,0.1384987610872886,2024-03-12,2013-04-08
external_only,3,0.09113113064224702,Exog_ExtraTrees,Exog,390,2205,-0.024712002222624152,0.14019960822609642,tci_same_scale_MTC,ar_residual,2026-03-31,2024-03-13,0.1384987610872886,2024-03-12,2013-04-08
arx_external_plus_target_lags,3,0.09042378662438227,ARX_ExtraTrees,ARX,390,2205,-0.014954767608204245,0.1395305263429109,tci_same_scale_MTC,ar_residual,2026-03-31,2024-03-13,0.1384987610872886,2024-03-12,2013-04-08
mean_baseline,1,12.465452206897755,Mean,Mean,389,1427,-0.1199420239930935,14.407698718409204,tci_within_gold,level,2022-03-16,2020-03-04,13.614348006550268,2020-03-03,2013-04-08
target_lags,1,0.3539694090457188,AR_Ridge,AR,389,1427,0.9986312752701997,0.5036802301247907,tci_within_gold,level,2022-03-16,2020-03-04,13.614348006550268,2020-03-03,2013-04-08
external_only,1,18.213851538158725,Exog_Ridge,Exog,389,1427,-1.4230333130018304,21.192224219574097,tci_within_gold,level,2022-03-16,2020-03-04,13.614348006550268,2020-03-03,2013-04-08
arx_external_plus_target_lags,1,1.6118006654477635,ARX_Ridge,ARX,389,1427,0.9761890800422159,2.100801095877457,tci_within_gold,level,2022-03-16,2020-03-04,13.614348006550268,2020-03-03,2013-04-08
external_only,1,17.89950725625938,Exog_ElasticNet,Exog,389,1427,-1.3699916981002116,20.958985639432964,tci_within_gold,level,2022-03-16,2020-03-04,13.614348006550268,2020-03-03,2013-04-08
arx_external_plus_target_lags,1,1.1951263349482113,ARX_ElasticNet,ARX,389,1427,0.9869792551611518,1.5535125352019676,tci_within_gold,level,2022-03-16,2020-03-04,13.614348006550268,2020-03-03,2013-04-08
external_only,1,26.425959051313338,Exog_RandomForest,Exog,389,1427,-3.6266632537626107,29.28402663945588,tci_within_gold,level,2022-03-16,2020-03-04,13.614348006550268,2020-03-03,2013-04-08
arx_external_plus_target_lags,1,18.615848386765656,ARX_RandomForest,ARX,389,1427,-1.2738153909809165,20.529314531870508,tci_within_gold,level,2022-03-16,2020-03-04,13.614348006550268,2020-03-03,2013-04-08
external_only,1,19.516954523722802,Exog_ExtraTrees,Exog,389,1427,-1.7710327092137992,22.663014353616564,tci_within_gold,level,2022-03-16,2020-03-04,13.614348006550268,2020-03-03,2013-04-08
arx_external_plus_target_lags,1,15.961842706645566,ARX_ExtraTrees,ARX,389,1427,-0.8530289488889691,18.532668173945,tci_within_gold,level,2022-03-16,2020-03-04,13.614348006550268,2020-03-03,2013-04-08
mean_baseline,2,8.640553076369718,Mean,Mean,389,1816,-0.9597067971066471,11.502871397387246,tci_within_gold,level,2024-03-12,2022-03-17,8.216951335892492,2022-03-16,2013-04-08
target_lags,2,0.20660809254371618,AR_Ridge,AR,389,1816,0.998785431478206,0.28636617952586585,tci_within_gold,level,2024-03-12,2022-03-17,8.216951335892492,2022-03-16,2013-04-08
external_only,2,10.676220554331177,Exog_Ridge,Exog,389,1816,-2.270498895714466,14.85996266663107,tci_within_gold,level,2024-03-12,2022-03-17,8.216951335892492,2022-03-16,2013-04-08
arx_external_plus_target_lags,2,1.869617658114639,ARX_Ridge,ARX,389,1816,0.8997507952162292,2.601663853444033,tci_within_gold,level,2024-03-12,2022-03-17,8.216951335892492,2022-03-16,2013-04-08
external_only,2,10.278463477981218,Exog_ElasticNet,Exog,389,1816,-2.0661658498333466,14.388268580938476,tci_within_gold,level,2024-03-12,2022-03-17,8.216951335892492,2022-03-16,2013-04-08
arx_external_plus_target_lags,2,0.9328755604325805,ARX_ElasticNet,ARX,389,1816,0.9806129359008231,1.1441072509520624,tci_within_gold,level,2024-03-12,2022-03-17,8.216951335892492,2022-03-16,2013-04-08
external_only,2,8.878656790019976,Exog_RandomForest,Exog,389,1816,-0.8627613125083899,11.214742846522167,tci_within_gold,level,2024-03-12,2022-03-17,8.216951335892492,2022-03-16,2013-04-08
arx_external_plus_target_lags,2,4.295816461789791,ARX_RandomForest,ARX,389,1816,0.5115403948553683,5.74281785452356,tci_within_gold,level,2024-03-12,2022-03-17,8.216951335892492,2022-03-16,2013-04-08
external_only,2,10.492036917519364,Exog_ExtraTrees,Exog,389,1816,-1.4127615099763209,12.763445049725053,tci_within_gold,level,2024-03-12,2022-03-17,8.216951335892492,2022-03-16,2013-04-08
arx_external_plus_target_lags,2,7.12704230243695,ARX_ExtraTrees,ARX,389,1816,-0.050006669621431854,8.419896320066877,tci_within_gold,level,2024-03-12,2022-03-17,8.216951335892492,2022-03-16,2013-04-08
mean_baseline,3,11.947625521912778,Mean,Mean,390,2205,-1.0536738549546087,14.142996775045473,tci_within_gold,level,2026-03-31,2024-03-13,9.869058089439527,2024-03-12,2013-04-08
target_lags,3,0.2512664833978476,AR_Ridge,AR,390,2205,0.9985386684027153,0.37726810675974903,tci_within_gold,level,2026-03-31,2024-03-13,9.869058089439527,2024-03-12,2013-04-08
external_only,3,9.417440879850428,Exog_Ridge,Exog,390,2205,-0.5207559784873983,12.170417352572025,tci_within_gold,level,2026-03-31,2024-03-13,9.869058089439527,2024-03-12,2013-04-08
arx_external_plus_target_lags,3,0.7036791681833119,ARX_Ridge,ARX,390,2205,0.9931971244811607,0.8139954312911819,tci_within_gold,level,2026-03-31,2024-03-13,9.869058089439527,2024-03-12,2013-04-08
external_only,3,8.91936360552965,Exog_ElasticNet,Exog,390,2205,-0.2443753281474761,11.009089469471437,tci_within_gold,level,2026-03-31,2024-03-13,9.869058089439527,2024-03-12,2013-04-08
arx_external_plus_target_lags,3,0.5836832134980868,ARX_ElasticNet,ARX,390,2205,0.9939061883549286,0.7704069969158901,tci_within_gold,level,2026-03-31,2024-03-13,9.869058089439527,2024-03-12,2013-04-08
external_only,3,9.797674647284715,Exog_RandomForest,Exog,390,2205,-0.2504119154042841,11.035760251525723,tci_within_gold,level,2026-03-31,2024-03-13,9.869058089439527,2024-03-12,2013-04-08
arx_external_plus_target_lags,3,6.0548191412363455,ARX_RandomForest,ARX,390,2205,0.4483396190693363,7.330128747680709,tci_within_gold,level,2026-03-31,2024-03-13,9.869058089439527,2024-03-12,2013-04-08
external_only,3,9.87074169861569,Exog_ExtraTrees,Exog,390,2205,-0.3535482175961284,11.481868559252478,tci_within_gold,level,2026-03-31,2024-03-13,9.869058089439527,2024-03-12,2013-04-08
arx_external_plus_target_lags,3,7.037618751028757,ARX_ExtraTrees,ARX,390,2205,0.3410646247069593,8.011191568883184,tci_within_gold,level,2026-03-31,2024-03-13,9.869058089439527,2024-03-12,2013-04-08
mean_baseline,1,6.645220204687832,Mean,Mean,386,1416,-0.25073530301764557,7.874206708445673,tci_within_gold,delta20,2022-03-28,2020-03-19,7.040834033435323,2020-03-18,2013-05-06
target_lags,1,0.290917425053774,AR_Ridge,AR,386,1416,0.9963330865552336,0.4263580199773439,tci_within_gold,delta20,2022-03-28,2020-03-19,7.040834033435323,2020-03-18,2013-05-06
external_only,1,8.61592481054631,Exog_Ridge,Exog,386,1416,-1.720157813993349,11.61237782447329,tci_within_gold,delta20,2022-03-28,2020-03-19,7.040834033435323,2020-03-18,2013-05-06
arx_external_plus_target_lags,1,1.6214856863245546,ARX_Ridge,ARX,386,1416,0.9370353493027953,1.766739449295904,tci_within_gold,delta20,2022-03-28,2020-03-19,7.040834033435323,2020-03-18,2013-05-06
external_only,1,8.646581666153102,Exog_ElasticNet,Exog,386,1416,-1.7544671959914235,11.685381873547769,tci_within_gold,delta20,2022-03-28,2020-03-19,7.040834033435323,2020-03-18,2013-05-06
arx_external_plus_target_lags,1,0.8507878325631683,ARX_ElasticNet,ARX,386,1416,0.9801031791438183,0.9931525273336508,tci_within_gold,delta20,2022-03-28,2020-03-19,7.040834033435323,2020-03-18,2013-05-06
external_only,1,6.712839032992239,Exog_RandomForest,Exog,386,1416,-0.3340643632259921,8.132283286062295,tci_within_gold,delta20,2022-03-28,2020-03-19,7.040834033435323,2020-03-18,2013-05-06
arx_external_plus_target_lags,1,4.457563495099896,ARX_RandomForest,ARX,386,1416,0.33322887118629774,5.7492672978556305,tci_within_gold,delta20,2022-03-28,2020-03-19,7.040834033435323,2020-03-18,2013-05-06
external_only,1,6.724918903923268,Exog_ExtraTrees,Exog,386,1416,-0.3018304553269511,8.033435681181935,tci_within_gold,delta20,2022-03-28,2020-03-19,7.040834033435323,2020-03-18,2013-05-06
arx_external_plus_target_lags,1,5.326241471504241,ARX_ExtraTrees,ARX,386,1416,0.16724820013036001,6.42512967549609,tci_within_gold,delta20,2022-03-28,2020-03-19,7.040834033435323,2020-03-18,2013-05-06
mean_baseline,2,4.163597683641764,Mean,Mean,386,1802,-0.064605504515995,4.978012088322685,tci_within_gold,delta20,2024-03-18,2022-03-29,4.824603118474486,2022-03-28,2013-05-06
target_lags,2,0.18968056400271532,AR_Ridge,AR,386,1802,0.9967659124937996,0.2743705390616429,tci_within_gold,delta20,2024-03-18,2022-03-29,4.824603118474486,2022-03-28,2013-05-06
external_only,2,20.8483506723388,Exog_Ridge,Exog,386,1802,-29.408258813039357,26.60463896248662,tci_within_gold,delta20,2024-03-18,2022-03-29,4.824603118474486,2022-03-28,2013-05-06
arx_external_plus_target_lags,2,1.2046548142521651,ARX_Ridge,ARX,386,1802,0.8999330326098869,1.5261842324265826,tci_within_gold,delta20,2024-03-18,2022-03-29,4.824603118474486,2022-03-28,2013-05-06
external_only,2,19.353551168847478,Exog_ElasticNet,Exog,386,1802,-24.59796067646923,24.409803143492244,tci_within_gold,delta20,2024-03-18,2022-03-29,4.824603118474486,2022-03-28,2013-05-06
arx_external_plus_target_lags,2,0.4928489713383506,ARX_ElasticNet,ARX,386,1802,0.9812286116807214,0.6610126795160507,tci_within_gold,delta20,2024-03-18,2022-03-29,4.824603118474486,2022-03-28,2013-05-06
external_only,2,4.8586206654449,Exog_RandomForest,Exog,386,1802,-0.6960904525999685,6.283275434993722,tci_within_gold,delta20,2024-03-18,2022-03-29,4.824603118474486,2022-03-28,2013-05-06
arx_external_plus_target_lags,2,3.5289308427926076,ARX_RandomForest,ARX,386,1802,0.14007864474370169,4.473948291843114,tci_within_gold,delta20,2024-03-18,2022-03-29,4.824603118474486,2022-03-28,2013-05-06
external_only,2,4.579729568121224,Exog_ExtraTrees,Exog,386,1802,-0.340577819376056,5.586085876476659,tci_within_gold,delta20,2024-03-18,2022-03-29,4.824603118474486,2022-03-28,2013-05-06
arx_external_plus_target_lags,2,3.657928067024662,ARX_ExtraTrees,ARX,386,1802,0.14718269565329745,4.455429696405504,tci_within_gold,delta20,2024-03-18,2022-03-29,4.824603118474486,2022-03-28,2013-05-06
mean_baseline,3,4.148694287798361,Mean,Mean,387,2188,-0.05099021166025719,5.049753013010356,tci_within_gold,delta20,2026-03-31,2024-03-19,4.92573225371722,2024-03-18,2013-05-06
target_lags,3,0.23634209646205476,AR_Ridge,AR,387,2188,0.9949811216281839,0.34895878561525384,tci_within_gold,delta20,2026-03-31,2024-03-19,4.92573225371722,2024-03-18,2013-05-06
external_only,3,7.588037465005714,Exog_Ridge,Exog,387,2188,-2.6026192254790184,9.349319092383984,tci_within_gold,delta20,2026-03-31,2024-03-19,4.92573225371722,2024-03-18,2013-05-06
arx_external_plus_target_lags,3,0.5156324907775973,ARX_Ridge,ARX,387,2188,0.9805642578481747,0.686706828139152,tci_within_gold,delta20,2026-03-31,2024-03-19,4.92573225371722,2024-03-18,2013-05-06
external_only,3,6.3465203093466185,Exog_ElasticNet,Exog,387,2188,-1.3741388194095663,7.589686826444453,tci_within_gold,delta20,2026-03-31,2024-03-19,4.92573225371722,2024-03-18,2013-05-06
arx_external_plus_target_lags,3,0.315734621136728,ARX_ElasticNet,ARX,387,2188,0.9915061444267943,0.4539659059519541,tci_within_gold,delta20,2026-03-31,2024-03-19,4.92573225371722,2024-03-18,2013-05-06
external_only,3,4.296172307822566,Exog_RandomForest,Exog,387,2188,-0.13416090423494054,5.245756623430544,tci_within_gold,delta20,2026-03-31,2024-03-19,4.92573225371722,2024-03-18,2013-05-06
arx_external_plus_target_lags,3,2.69006653198958,ARX_RandomForest,ARX,387,2188,0.5451834905936359,3.3219180294635535,tci_within_gold,delta20,2026-03-31,2024-03-19,4.92573225371722,2024-03-18,2013-05-06
external_only,3,4.335809452170938,Exog_ExtraTrees,Exog,387,2188,-0.19742727651750802,5.390082031721991,tci_within_gold,delta20,2026-03-31,2024-03-19,4.92573225371722,2024-03-18,2013-05-06
arx_external_plus_target_lags,3,3.428898509384199,ARX_ExtraTrees,ARX,387,2188,0.2740349305362284,4.196900409216922,tci_within_gold,delta20,2026-03-31,2024-03-19,4.92573225371722,2024-03-18,2013-05-06
target_lags,1,0.3539694090457188,AR_Ridge,AR,389,1427,0.9986312752701997,0.5036802301247907,tci_within_gold,ar_residual,2022-03-16,2020-03-04,13.614348006550268,2020-03-03,2013-04-08
external_only,1,0.47298599050592954,Exog_Ridge,Exog,389,1427,-0.5320928820926956,0.609483826424513,tci_within_gold,ar_residual,2022-03-16,2020-03-04,0.4924018069689571,2020-03-03,2013-04-08
arx_external_plus_target_lags,1,0.8399234962744798,ARX_Ridge,ARX,389,1427,-2.863383240786982,0.9678399255546063,tci_within_gold,ar_residual,2022-03-16,2020-03-04,0.4924018069689571,2020-03-03,2013-04-08
external_only,1,0.5049621116359277,Exog_ElasticNet,Exog,389,1427,-0.7336705924413198,0.6483401680436949,tci_within_gold,ar_residual,2022-03-16,2020-03-04,0.4924018069689571,2020-03-03,2013-04-08
arx_external_plus_target_lags,1,0.5456894226212909,ARX_ElasticNet,ARX,389,1427,-0.9218808284528357,0.6826260620959689,tci_within_gold,ar_residual,2022-03-16,2020-03-04,0.4924018069689571,2020-03-03,2013-04-08
external_only,1,0.3559900757297531,Exog_RandomForest,Exog,389,1427,-0.07544603714090492,0.5106389633871006,tci_within_gold,ar_residual,2022-03-16,2020-03-04,0.4924018069689571,2020-03-03,2013-04-08
arx_external_plus_target_lags,1,0.35575253494534126,ARX_RandomForest,ARX,389,1427,-0.07238550712211311,0.509911851431256,tci_within_gold,ar_residual,2022-03-16,2020-03-04,0.4924018069689571,2020-03-03,2013-04-08
external_only,1,0.3859296057043287,Exog_ExtraTrees,Exog,389,1427,-0.2041327490601006,0.5403271896189937,tci_within_gold,ar_residual,2022-03-16,2020-03-04,0.4924018069689571,2020-03-03,2013-04-08
arx_external_plus_target_lags,1,0.3750293412223027,ARX_ExtraTrees,ARX,389,1427,-0.1494747717848306,0.5279215129553374,tci_within_gold,ar_residual,2022-03-16,2020-03-04,0.4924018069689571,2020-03-03,2013-04-08
target_lags,2,0.20660809254371618,AR_Ridge,AR,389,1816,0.998785431478206,0.28636617952586585,tci_within_gold,ar_residual,2024-03-12,2022-03-17,8.216951335892492,2022-03-16,2013-04-08
external_only,2,0.5754189523391807,Exog_Ridge,Exog,389,1816,-6.97082517192932,0.8007295597856565,tci_within_gold,ar_residual,2024-03-12,2022-03-17,0.283618280331687,2022-03-16,2013-04-08
arx_external_plus_target_lags,2,0.46906757645301284,ARX_Ridge,ARX,389,1816,-3.8420950938126692,0.6240952491421019,tci_within_gold,ar_residual,2024-03-12,2022-03-17,0.283618280331687,2022-03-16,2013-04-08
external_only,2,0.2849870652090189,Exog_ElasticNet,Exog,389,1816,-0.8587375444679108,0.38667247218987366,tci_within_gold,ar_residual,2024-03-12,2022-03-17,0.283618280331687,2022-03-16,2013-04-08
arx_external_plus_target_lags,2,0.3584249748182412,ARX_ElasticNet,ARX,389,1816,-1.831133861212341,0.47721536849773444,tci_within_gold,ar_residual,2024-03-12,2022-03-17,0.283618280331687,2022-03-16,2013-04-08
external_only,2,0.21490474819012886,Exog_RandomForest,Exog,389,1816,-0.09655011618795184,0.2969945378174108,tci_within_gold,ar_residual,2024-03-12,2022-03-17,0.283618280331687,2022-03-16,2013-04-08
arx_external_plus_target_lags,2,0.2190463257335799,ARX_RandomForest,ARX,389,1816,-0.10225293030053684,0.29776582415323233,tci_within_gold,ar_residual,2024-03-12,2022-03-17,0.283618280331687,2022-03-16,2013-04-08
external_only,2,0.21570272543759275,Exog_ExtraTrees,Exog,389,1816,-0.07943604759439937,0.294667798207249,tci_within_gold,ar_residual,2024-03-12,2022-03-17,0.283618280331687,2022-03-16,2013-04-08
arx_external_plus_target_lags,2,0.20784655698147286,ARX_ExtraTrees,ARX,389,1816,-0.035506206838392895,0.2886094669090539,tci_within_gold,ar_residual,2024-03-12,2022-03-17,0.283618280331687,2022-03-16,2013-04-08
target_lags,3,0.2512664833978476,AR_Ridge,AR,390,2205,0.9985386684027153,0.37726810675974903,tci_within_gold,ar_residual,2026-03-31,2024-03-13,9.869058089439527,2024-03-12,2013-04-08
external_only,3,0.43200275685946204,Exog_Ridge,Exog,390,2205,-1.3458538746496744,0.5677486110637021,tci_within_gold,ar_residual,2026-03-31,2024-03-13,0.3706855036163961,2024-03-12,2013-04-08
arx_external_plus_target_lags,3,0.515690756984457,ARX_Ridge,ARX,390,2205,-2.10375127508849,0.653053945914812,tci_within_gold,ar_residual,2026-03-31,2024-03-13,0.3706855036163961,2024-03-12,2013-04-08
