date,cftc_gold_oi,cftc_gold_oi_change_ratio,cftc_gold_managed_money_net_ratio,cftc_gold_producer_merchant_net_ratio,cftc_gold_swap_net_ratio,cftc_gold_other_reportable_net_ratio,cftc_gold_nonreportable_net_ratio,cftc_palladium_oi,cftc_palladium_oi_change_ratio,cftc_palladium_managed_money_net_ratio,cftc_palladium_producer_merchant_net_ratio,cftc_palladium_swap_net_ratio,cftc_palladium_other_reportable_net_ratio,cftc_palladium_nonreportable_net_ratio,cftc_platinum_oi,cftc_platinum_oi_change_ratio,cftc_platinum_managed_money_net_ratio,cftc_platinum_producer_merchant_net_ratio,cftc_platinum_swap_net_ratio,cftc_platinum_other_reportable_net_ratio,cftc_platinum_nonreportable_net_ratio,cftc_silver_oi,cftc_silver_oi_change_ratio,cftc_silver_managed_money_net_ratio,cftc_silver_producer_merchant_net_ratio,cftc_silver_swap_net_ratio,cftc_silver_other_reportable_net_ratio,cftc_silver_nonreportable_net_ratio
2013-01-16,441304.0,0.03016741293983286,0.19793385058825663,-0.3070853651904356,-0.09733426390877943,0.1256707394449178,0.08081503906604064,27462.0,-0.038962930595004004,0.5518898842036268,-0.5674386424878013,-0.11171801034156288,0.07275507974655888,0.0545116888791785,62313.0,0.04365060260298814,0.4597596007253703,-0.49718357325116747,-0.17087927077816828,0.14802689647425096,0.06027634682971451,137542.0,-0.02869668901135653,0.15190269154149277,-0.28397144145061143,-0.016046007764900904,0.05235491704352125,0.09575984063049832
2013-01-17,441304.0,0.03016741293983286,0.19793385058825663,-0.3070853651904356,-0.09733426390877943,0.1256707394449178,0.08081503906604064,27462.0,-0.038962930595004004,0.5518898842036268,-0.5674386424878013,-0.11171801034156288,0.07275507974655888,0.0545116888791785,62313.0,0.04365060260298814,0.4597596007253703,-0.49718357325116747,-0.17087927077816828,0.14802689647425096,0.06027634682971451,137542.0,-0.02869668901135653,0.15190269154149277,-0.28397144145061143,-0.016046007764900904,0.05235491704352125,0.09575984063049832
2013-01-18,447773.0,0.01444705241271805,0.20346023543179245,-0.30225359724681927,-0.11115453589207032,0.12062361955723101,0.08932427814986611,29944.0,0.08288805770772108,0.5386721880844243,-0.5135252471279722,-0.15826208923323537,0.06669115682607533,0.06642399145070799,63266.0,0.015063383175797427,0.5405905225555591,-0.5098789239085765,-0.2432586223247874,0.13779913381595169,0.07474788986185313,140433.0,0.020586329423995783,0.15888003531933378,-0.282511945198066,-0.016790925209886565,0.04457641722387188,0.09584641786474689
2013-01-21,447773.0,0.01444705241271805,0.20346023543179245,-0.30225359724681927,-0.11115453589207032,0.12062361955723101,0.08932427814986611,29944.0,0.08288805770772108,0.5386721880844243,-0.5135252471279722,-0.15826208923323537,0.06669115682607533,0.06642399145070799,63266.0,0.015063383175797427,0.5405905225555591,-0.5098789239085765,-0.2432586223247874,0.13779913381595169,0.07474788986185313,140433.0,0.020586329423995783,0.15888003531933378,-0.282511945198066,-0.016790925209886565,0.04457641722387188,0.09584641786474689
2013-01-23,447773.0,0.01444705241271805,0.20346023543179245,-0.30225359724681927,-0.11115453589207032,0.12062361955723101,0.08932427814986611,29944.0,0.08288805770772108,0.5386721880844243,-0.5135252471279722,-0.15826208923323537,0.06669115682607533,0.06642399145070799,63266.0,0.015063383175797427,0.5405905225555591,-0.5098789239085765,-0.2432586223247874,0.13779913381595169,0.07474788986185313,140433.0,0.020586329423995783,0.15888003531933378,-0.282511945198066,-0.016790925209886565,0.04457641722387188,0.09584641786474689
2013-01-24,447773.0,0.01444705241271805,0.20346023543179245,-0.30225359724681927,-0.11115453589207032,0.12062361955723101,0.08932427814986611,29944.0,0.08288805770772108,0.5386721880844243,-0.5135252471279722,-0.15826208923323537,0.06669115682607533,0.06642399145070799,63266.0,0.015063383175797427,0.5405905225555591,-0.5098789239085765,-0.2432586223247874,0.13779913381595169,0.07474788986185313,140433.0,0.020586329423995783,0.15888003531933378,-0.282511945198066,-0.016790925209886565,0.04457641722387188,0.09584641786474689
2013-01-25,461369.0,0.029468819968398396,0.21218807505489098,-0.305161378419443,-0.11955289583825528,0.11704297427872268,0.09548322492408462,31940.0,0.06249217282404509,0.575547902316844,-0.5205698184095179,-0.18378209142141516,0.05335003130870382,0.0754539762053851,64784.0,0.023431711533712027,0.5845270437144974,-0.5252222771054581,-0.26197826623857745,0.11718942948876265,0.0854840701407755,142279.0,0.012974507833200965,0.18495350684219033,-0.2939787319281131,-0.03915546215534267,0.03358190597347465,0.11459878126779074
2013-01-28,461369.0,0.029468819968398396,0.21218807505489098,-0.305161378419443,-0.11955289583825528,0.11704297427872268,0.09548322492408462,31940.0,0.06249217282404509,0.575547902316844,-0.5205698184095179,-0.18378209142141516,0.05335003130870382,0.0754539762053851,64784.0,0.023431711533712027,0.5845270437144974,-0.5252222771054581,-0.26197826623857745,0.11718942948876265,0.0854840701407755,142279.0,0.012974507833200965,0.18495350684219033,-0.2939787319281131,-0.03915546215534267,0.03358190597347465,0.11459878126779074
2013-01-29,461369.0,0.029468819968398396,0.21218807505489098,-0.305161378419443,-0.11955289583825528,0.11704297427872268,0.09548322492408462,31940.0,0.06249217282404509,0.575547902316844,-0.5205698184095179,-0.18378209142141516,0.05335003130870382,0.0754539762053851,64784.0,0.023431711533712027,0.5845270437144974,-0.5252222771054581,-0.26197826623857745,0.11718942948876265,0.0854840701407755,142279.0,0.012974507833200965,0.18495350684219033,-0.2939787319281131,-0.03915546215534267,0.03358190597347465,0.11459878126779074
2013-01-30,461369.0,0.029468819968398396,0.21218807505489098,-0.305161378419443,-0.11955289583825528,0.11704297427872268,0.09548322492408462,31940.0,0.06249217282404509,0.575547902316844,-0.5205698184095179,-0.18378209142141516,0.05335003130870382,0.0754539762053851,64784.0,0.023431711533712027,0.5845270437144974,-0.5252222771054581,-0.26197826623857745,0.11718942948876265,0.0854840701407755,142279.0,0.012974507833200965,0.18495350684219033,-0.2939787319281131,-0.03915546215534267,0.03358190597347465,0.11459878126779074
2013-01-31,461369.0,0.029468819968398396,0.21218807505489098,-0.305161378419443,-0.11955289583825528,0.11704297427872268,0.09548322492408462,31940.0,0.06249217282404509,0.575547902316844,-0.5205698184095179,-0.18378209142141516,0.05335003130870382,0.0754539762053851,64784.0,0.023431711533712027,0.5845270437144974,-0.5252222771054581,-0.26197826623857745,0.11718942948876265,0.0854840701407755,142279.0,0.012974507833200965,0.18495350684219033,-0.2939787319281131,-0.03915546215534267,0.03358190597347465,0.11459878126779074
2013-02-01,430718.0,-0.07116257040569468,0.17761273037114772,-0.30480035661384014,-0.08314953171216434,0.11712303641825975,0.09321412153659703,35172.0,0.09189127715228022,0.6204367110201296,-0.5350562947799385,-0.2062151711588764,0.05137609462072103,0.06945866029796428,68157.0,0.04948868054638555,0.5884648678785744,-0.5188902093695439,-0.27957509866924896,0.12318617310034186,0.08681426705987647,148532.0,0.04209867233996715,0.1970349823607034,-0.30046723938275927,-0.037958150432230095,0.0372848948374761,0.10410551261680985
2013-02-04,430718.0,-0.07116257040569468,0.17761273037114772,-0.30480035661384014,-0.08314953171216434,0.11712303641825975,0.09321412153659703,35172.0,0.09189127715228022,0.6204367110201296,-0.5350562947799385,-0.2062151711588764,0.05137609462072103,0.06945866029796428,68157.0,0.04948868054638555,0.5884648678785744,-0.5188902093695439,-0.27957509866924896,0.12318617310034186,0.08681426705987647,148532.0,0.04209867233996715,0.1970349823607034,-0.30046723938275927,-0.037958150432230095,0.0372848948374761,0.10410551261680985
2013-02-05,430718.0,-0.07116257040569468,0.17761273037114772,-0.30480035661384014,-0.08314953171216434,0.11712303641825975,0.09321412153659703,35172.0,0.09189127715228022,0.6204367110201296,-0.5350562947799385,-0.2062151711588764,0.05137609462072103,0.06945866029796428,68157.0,0.04948868054638555,0.5884648678785744,-0.5188902093695439,-0.27957509866924896,0.12318617310034186,0.08681426705987647,148532.0,0.04209867233996715,0.1970349823607034,-0.30046723938275927,-0.037958150432230095,0.0372848948374761,0.10410551261680985
2013-02-06,430718.0,-0.07116257040569468,0.17761273037114772,-0.30480035661384014,-0.08314953171216434,0.11712303641825975,0.09321412153659703,35172.0,0.09189127715228022,0.6204367110201296,-0.5350562947799385,-0.2062151711588764,0.05137609462072103,0.06945866029796428,68157.0,0.04948868054638555,0.5884648678785744,-0.5188902093695439,-0.27957509866924896,0.12318617310034186,0.08681426705987647,148532.0,0.04209867233996715,0.1970349823607034,-0.30046723938275927,-0.037958150432230095,0.0372848948374761,0.10410551261680985
2013-02-07,430718.0,-0.07116257040569468,0.17761273037114772,-0.30480035661384014,-0.08314953171216434,0.11712303641825975,0.09321412153659703,35172.0,0.09189127715228022,0.6204367110201296,-0.5350562947799385,-0.2062151711588764,0.05137609462072103,0.06945866029796428,68157.0,0.04948868054638555,0.5884648678785744,-0.5188902093695439,-0.27957509866924896,0.12318617310034186,0.08681426705987647,148532.0,0.04209867233996715,0.1970349823607034,-0.30046723938275927,-0.037958150432230095,0.0372848948374761,0.10410551261680985
2013-02-08,423982.0,-0.015887466920765505,0.18526258190206188,-0.3180913340660688,-0.09373511139623852,0.13896108797071574,0.08760277558952974,37627.0,0.06524570122518404,0.5949451191963218,-0.5501634464613177,-0.1703298163552768,0.06428894145161719,0.061259202168655484,71955.0,0.052782989368355224,0.5667431033284692,-0.5147522757278855,-0.2641790007643666,0.1207143353484817,0.09147383781530123,151512.0,0.019668409102909342,0.19846612809546438,-0.298458207930725,-0.04439252336448598,0.038221395005016104,0.10616320819473045
2013-02-11,423982.0,-0.015887466920765505,0.18526258190206188,-0.3180913340660688,-0.09373511139623852,0.13896108797071574,0.08760277558952974,37627.0,0.06524570122518404,0.5949451191963218,-0.5501634464613177,-0.1703298163552768,0.06428894145161719,0.061259202168655484,71955.0,0.052782989368355224,0.5667431033284692,-0.5147522757278855,-0.2641790007643666,0.1207143353484817,0.09147383781530123,151512.0,0.019668409102909342,0.19846612809546438,-0.298458207930725,-0.04439252336448598,0.038221395005016104,0.10616320819473045
2013-02-12,423982.0,-0.015887466920765505,0.18526258190206188,-0.3180913340660688,-0.09373511139623852,0.13896108797071574,0.08760277558952974,37627.0,0.06524570122518404,0.5949451191963218,-0.5501634464613177,-0.1703298163552768,0.06428894145161719,0.061259202168655484,71955.0,0.052782989368355224,0.5667431033284692,-0.5147522757278855,-0.2641790007643666,0.1207143353484817,0.09147383781530123,151512.0,0.019668409102909342,0.19846612809546438,-0.298458207930725,-0.04439252336448598,0.038221395005016104,0.10616320819473045
2013-02-13,423982.0,-0.015887466920765505,0.18526258190206188,-0.3180913340660688,-0.09373511139623852,0.13896108797071574,0.08760277558952974,37627.0,0.06524570122518404,0.5949451191963218,-0.5501634464613177,-0.1703298163552768,0.06428894145161719,0.061259202168655484,71955.0,0.052782989368355224,0.5667431033284692,-0.5147522757278855,-0.2641790007643666,0.1207143353484817,0.09147383781530123,151512.0,0.019668409102909342,0.19846612809546438,-0.298458207930725,-0.04439252336448598,0.038221395005016104,0.10616320819473045
2013-02-14,423982.0,-0.015887466920765505,0.18526258190206188,-0.3180913340660688,-0.09373511139623852,0.13896108797071574,0.08760277558952974,37627.0,0.06524570122518404,0.5949451191963218,-0.5501634464613177,-0.1703298163552768,0.06428894145161719,0.061259202168655484,71955.0,0.052782989368355224,0.5667431033284692,-0.5147522757278855,-0.2641790007643666,0.1207143353484817,0.09147383781530123,151512.0,0.019668409102909342,0.19846612809546438,-0.298458207930725,-0.04439252336448598,0.038221395005016104,0.10616320819473045
2013-02-15,435088.0,0.025525870628470563,0.15303111094767036,-0.2869350568160924,-0.08230748722097599,0.13848462839701395,0.07772680469238406,38763.0,0.029306297242215514,0.6024043546681114,-0.5682996672084204,-0.1642029770657586,0.06534581946701752,0.06475247013905013,73657.0,0.023107104552181054,0.5545433563680302,-0.5103113078186731,-0.2640346470803861,0.1261523005281236,0.09365029800290536,152817.0,0.008539625826969512,0.17234993488944292,-0.28904506697553284,-0.017183952047219876,0.03752200344202543,0.09635708069128435
2013-02-18,435088.0,0.025525870628470563,0.15303111094767036,-0.2869350568160924,-0.08230748722097599,0.13848462839701395,0.07772680469238406,38763.0,0.029306297242215514,0.6024043546681114,-0.5682996672084204,-0.1642029770657586,0.06534581946701752,0.06475247013905013,73657.0,0.023107104552181054,0.5545433563680302,-0.5103113078186731,-0.2640346470803861,0.1261523005281236,0.09365029800290536,152817.0,0.008539625826969512,0.17234993488944292,-0.28904506697553284,-0.017183952047219876,0.03752200344202543,0.09635708069128435
2013-02-20,435088.0,0.025525870628470563,0.15303111094767036,-0.2869350568160924,-0.08230748722097599,0.13848462839701395,0.07772680469238406,38763.0,0.029306297242215514,0.6024043546681114,-0.5682996672084204,-0.1642029770657586,0.06534581946701752,0.06475247013905013,73657.0,0.023107104552181054,0.5545433563680302,-0.5103113078186731,-0.2640346470803861,0.1261523005281236,0.09365029800290536,152817.0,0.008539625826969512,0.17234993488944292,-0.28904506697553284,-0.017183952047219876,0.03752200344202543,0.09635708069128435
2013-02-21,435088.0,0.025525870628470563,0.15303111094767036,-0.2869350568160924,-0.08230748722097599,0.13848462839701395,0.07772680469238406,38763.0,0.029306297242215514,0.6024043546681114,-0.5682996672084204,-0.1642029770657586,0.06534581946701752,0.06475247013905013,73657.0,0.023107104552181054,0.5545433563680302,-0.5103113078186731,-0.2640346470803861,0.1261523005281236,0.09365029800290536,152817.0,0.008539625826969512,0.17234993488944292,-0.28904506697553284,-0.017183952047219876,0.03752200344202543,0.09635708069128435
2013-02-22,447290.0,0.027279840819155358,0.09570971852713005,-0.23348386952536385,-0.0618100114019987,0.13602137315835364,0.06356278924187887,38162.0,-0.015748650490016246,0.5994444735600859,-0.5922645563649704,-0.1638540956972905,0.08710235312614643,0.0695718253760285,72215.0,-0.019968150661219968,0.545953056844146,-0.5131759329779132,-0.255043965935055,0.12908675482932908,0.09318008723949318,155353.0,0.01632411347061209,0.11571067182481189,-0.25837286695461303,0.014051868969379414,0.0545853636556745,0.07402496250474726
2013-02-25,447290.0,0.027279840819155358,0.09570971852713005,-0.23348386952536385,-0.0618100114019987,0.13602137315835364,0.06356278924187887,38162.0,-0.015748650490016246,0.5994444735600859,-0.5922645563649704,-0.1638540956972905,0.08710235312614643,0.0695718253760285,72215.0,-0.019968150661219968,0.545953056844146,-0.5131759329779132,-0.255043965935055,0.12908675482932908,0.09318008723949318,155353.0,0.01632411347061209,0.11571067182481189,-0.25837286695461303,0.014051868969379414,0.0545853636556745,0.07402496250474726
2013-02-26,447290.0,0.027279840819155358,0.09570971852713005,-0.23348386952536385,-0.0618100114019987,0.13602137315835364,0.06356278924187887,38162.0,-0.015748650490016246,0.5994444735600859,-0.5922645563649704,-0.1638540956972905,0.08710235312614643,0.0695718253760285,72215.0,-0.019968150661219968,0.545953056844146,-0.5131759329779132,-0.255043965935055,0.12908675482932908,0.09318008723949318,155353.0,0.01632411347061209,0.11571067182481189,-0.25837286695461303,0.014051868969379414,0.0545853636556745,0.07402496250474726
2013-02-27,447290.0,0.027279840819155358,0.09570971852713005,-0.23348386952536385,-0.0618100114019987,0.13602137315835364,0.06356278924187887,38162.0,-0.015748650490016246,0.5994444735600859,-0.5922645563649704,-0.1638540956972905,0.08710235312614643,0.0695718253760285,72215.0,-0.019968150661219968,0.545953056844146,-0.5131759329779132,-0.255043965935055,0.12908675482932908,0.09318008723949318,155353.0,0.01632411347061209,0.11571067182481189,-0.25837286695461303,0.014051868969379414,0.0545853636556745,0.07402496250474726
2013-02-28,447290.0,0.027279840819155358,0.09570971852713005,-0.23348386952536385,-0.0618100114019987,0.13602137315835364,0.06356278924187887,38162.0,-0.015748650490016246,0.5994444735600859,-0.5922645563649704,-0.1638540956972905,0.08710235312614643,0.0695718253760285,72215.0,-0.019968150661219968,0.545953056844146,-0.5131759329779132,-0.255043965935055,0.12908675482932908,0.09318008723949318,155353.0,0.01632411347061209,0.11571067182481189,-0.25837286695461303,0.014051868969379414,0.0545853636556745,0.07402496250474726
2013-03-01,433858.0,-0.0309594383415772,0.117211161255526,-0.2515546561317297,-0.06564590257641902,0.15153806084018273,0.04845133661244001,34819.0,-0.09601079870185818,0.631408139234326,-0.6195467991613774,-0.1578735747723944,0.08957752950975043,0.05643470518969528,66162.0,-0.09148756083552492,0.4891176203863245,-0.5248632145340225,-0.19186239835555152,0.13667966506453855,0.09092832743871104,145625.0,-0.06680171673819743,0.0864206008583691,-0.2664377682403433,0.054345064377682405,0.06284635193133047,0.06282575107296137
2013-03-04,433858.0,-0.0309594383415772,0.117211161255526,-0.2515546561317297,-0.06564590257641902,0.15153806084018273,0.04845133661244001,34819.0,-0.09601079870185818,0.631408139234326,-0.6195467991613774,-0.1578735747723944,0.08957752950975043,0.05643470518969528,66162.0,-0.09148756083552492,0.4891176203863245,-0.5248632145340225,-0.19186239835555152,0.13667966506453855,0.09092832743871104,145625.0,-0.06680171673819743,0.0864206008583691,-0.2664377682403433,0.054345064377682405,0.06284635193133047,0.06282575107296137
2013-03-05,433858.0,-0.0309594383415772,0.117211161255526,-0.2515546561317297,-0.06564590257641902,0.15153806084018273,0.04845133661244001,34819.0,-0.09601079870185818,0.631408139234326,-0.6195467991613774,-0.1578735747723944,0.08957752950975043,0.05643470518969528,66162.0,-0.09148756083552492,0.4891176203863245,-0.5248632145340225,-0.19186239835555152,0.13667966506453855,0.09092832743871104,145625.0,-0.06680171673819743,0.0864206008583691,-0.2664377682403433,0.054345064377682405,0.06284635193133047,0.06282575107296137
2013-03-06,433858.0,-0.0309594383415772,0.117211161255526,-0.2515546561317297,-0.06564590257641902,0.15153806084018273,0.04845133661244001,34819.0,-0.09601079870185818,0.631408139234326,-0.6195467991613774,-0.1578735747723944,0.08957752950975043,0.05643470518969528,66162.0,-0.09148756083552492,0.4891176203863245,-0.5248632145340225,-0.19186239835555152,0.13667966506453855,0.09092832743871104,145625.0,-0.06680171673819743,0.0864206008583691,-0.2664377682403433,0.054345064377682405,0.06284635193133047,0.06282575107296137
2013-03-07,433858.0,-0.0309594383415772,0.117211161255526,-0.2515546561317297,-0.06564590257641902,0.15153806084018273,0.04845133661244001,34819.0,-0.09601079870185818,0.631408139234326,-0.6195467991613774,-0.1578735747723944,0.08957752950975043,0.05643470518969528,66162.0,-0.09148756083552492,0.4891176203863245,-0.5248632145340225,-0.19186239835555152,0.13667966506453855,0.09092832743871104,145625.0,-0.06680171673819743,0.0864206008583691,-0.2664377682403433,0.054345064377682405,0.06284635193133047,0.06282575107296137
2013-03-08,434586.0,0.0016751575062243147,0.09473383864183384,-0.22955640540652483,-0.07831821549704776,0.15282820891607185,0.06031257334566691,34479.0,-0.009861074857159431,0.6410278720380521,-0.6142869572783434,-0.15661707126076743,0.08039676324719394,0.04947939325386467,64689.0,-0.022770486481472892,0.4638346550418155,-0.5318369429114688,-0.1569973256658783,0.14149237119139266,0.08350724234413888,147100.0,0.010027192386131882,0.05065941536369816,-0.24872195785180148,0.05033310673011557,0.07580557443915703,0.07192386131883073
2013-03-11,434586.0,0.0016751575062243147,0.09473383864183384,-0.22955640540652483,-0.07831821549704776,0.15282820891607185,0.06031257334566691,34479.0,-0.009861074857159431,0.6410278720380521,-0.6142869572783434,-0.15661707126076743,0.08039676324719394,0.04947939325386467,64689.0,-0.022770486481472892,0.4638346550418155,-0.5318369429114688,-0.1569973256658783,0.14149237119139266,0.08350724234413888,147100.0,0.010027192386131882,0.05065941536369816,-0.24872195785180148,0.05033310673011557,0.07580557443915703,0.07192386131883073
2013-03-12,434586.0,0.0016751575062243147,0.09473383864183384,-0.22955640540652483,-0.07831821549704776,0.15282820891607185,0.06031257334566691,34479.0,-0.009861074857159431,0.6410278720380521,-0.6142869572783434,-0.15661707126076743,0.08039676324719394,0.04947939325386467,64689.0,-0.022770486481472892,0.4638346550418155,-0.5318369429114688,-0.1569973256658783,0.14149237119139266,0.08350724234413888,147100.0,0.010027192386131882,0.05065941536369816,-0.24872195785180148,0.05033310673011557,0.07580557443915703,0.07192386131883073
2013-03-13,434586.0,0.0016751575062243147,0.09473383864183384,-0.22955640540652483,-0.07831821549704776,0.15282820891607185,0.06031257334566691,34479.0,-0.009861074857159431,0.6410278720380521,-0.6142869572783434,-0.15661707126076743,0.08039676324719394,0.04947939325386467,64689.0,-0.022770486481472892,0.4638346550418155,-0.5318369429114688,-0.1569973256658783,0.14149237119139266,0.08350724234413888,147100.0,0.010027192386131882,0.05065941536369816,-0.24872195785180148,0.05033310673011557,0.07580557443915703,0.07192386131883073
2013-03-14,434586.0,0.0016751575062243147,0.09473383864183384,-0.22955640540652483,-0.07831821549704776,0.15282820891607185,0.06031257334566691,34479.0,-0.009861074857159431,0.6410278720380521,-0.6142869572783434,-0.15661707126076743,0.08039676324719394,0.04947939325386467,64689.0,-0.022770486481472892,0.4638346550418155,-0.5318369429114688,-0.1569973256658783,0.14149237119139266,0.08350724234413888,147100.0,0.010027192386131882,0.05065941536369816,-0.24872195785180148,0.05033310673011557,0.07580557443915703,0.07192386131883073
2013-03-15,445651.0,0.024828845890618442,0.09945899369686144,-0.21371431905235264,-0.10519217953061925,0.15748421971452997,0.06196328517158045,38141.0,0.09601216538632967,0.6453422825830472,-0.6123331847618049,-0.15576413832883249,0.06704071733829738,0.05571432316929289,65079.0,0.005992716544507445,0.4229935924030793,-0.5189385208746293,-0.15581063015719357,0.16264847339387514,0.08910708523486839,148283.0,0.007977988036389876,0.04240540048420925,-0.24360850535799788,0.04518387138107537,0.07971244174989715,0.0763067917428161
2013-03-18,445651.0,0.024828845890618442,0.09945899369686144,-0.21371431905235264,-0.10519217953061925,0.15748421971452997,0.06196328517158045,38141.0,0.09601216538632967,0.6453422825830472,-0.6123331847618049,-0.15576413832883249,0.06704071733829738,0.05571432316929289,65079.0,0.005992716544507445,0.4229935924030793,-0.5189385208746293,-0.15581063015719357,0.16264847339387514,0.08910708523486839,148283.0,0.007977988036389876,0.04240540048420925,-0.24360850535799788,0.04518387138107537,0.07971244174989715,0.0763067917428161
