target,importance_mode,fold,feature,group,tree_importance
tci_same_scale_MTC,arx_external_plus_target_lags,3,gold_silver_ratio_spot_lag20,REL_GOLD_SILVER,0.0007648956845374324
tci_same_scale_MTC,arx_external_plus_target_lags,3,gold_silver_ratio_spot_ma20_lag1,REL_GOLD_SILVER,0.0007655650557659212
tci_same_scale_MTC,arx_external_plus_target_lags,3,gold_silver_ratio_spot_std20_lag1,REL_GOLD_SILVER,0.00024665225314775724
tci_same_scale_MTC,arx_external_plus_target_lags,3,gpr_act_lag1,GPR,0.00014218412184881005
tci_same_scale_MTC,arx_external_plus_target_lags,3,gpr_act_lag5,GPR,7.850751237932285e-05
tci_same_scale_MTC,arx_external_plus_target_lags,3,gpr_act_lag20,GPR,5.5660247516620216e-05
tci_same_scale_MTC,arx_external_plus_target_lags,3,gpr_act_ma20_lag1,GPR,6.6425905788433975e-06
tci_same_scale_MTC,arx_external_plus_target_lags,3,gpr_act_std20_lag1,GPR,0.0003123795724174337
tci_same_scale_MTC,arx_external_plus_target_lags,3,gold_platinum_ratio_spot_logchg_lag1,REL_GOLD_PLATINUM,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,gold_platinum_ratio_spot_logchg_lag5,REL_GOLD_PLATINUM,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,gold_platinum_ratio_spot_logchg_lag20,REL_GOLD_PLATINUM,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,gold_platinum_ratio_spot_logchg_ma20_lag1,REL_GOLD_PLATINUM,6.765887390447677e-05
tci_same_scale_MTC,arx_external_plus_target_lags,3,gold_platinum_ratio_spot_logchg_std20_lag1,REL_GOLD_PLATINUM,4.959271501513892e-05
tci_same_scale_MTC,arx_external_plus_target_lags,3,gold_platinum_ratio_spot_lag1,REL_GOLD_PLATINUM,0.021840285681345946
tci_same_scale_MTC,arx_external_plus_target_lags,3,gold_platinum_ratio_spot_lag5,REL_GOLD_PLATINUM,0.01241963317554581
tci_same_scale_MTC,arx_external_plus_target_lags,3,gold_platinum_ratio_spot_lag20,REL_GOLD_PLATINUM,0.0005980920954042369
tci_same_scale_MTC,arx_external_plus_target_lags,3,gold_platinum_ratio_spot_ma20_lag1,REL_GOLD_PLATINUM,0.0278100078389766
tci_same_scale_MTC,arx_external_plus_target_lags,3,gold_platinum_ratio_spot_std20_lag1,REL_GOLD_PLATINUM,0.015236730888186218
tci_same_scale_MTC,arx_external_plus_target_lags,3,platinum_palladium_ratio_spot_logchg_lag1,REL_PLATINUM_PALLADIUM,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,platinum_palladium_ratio_spot_logchg_lag5,REL_PLATINUM_PALLADIUM,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,platinum_palladium_ratio_spot_logchg_lag20,REL_PLATINUM_PALLADIUM,8.916161711371277e-06
tci_same_scale_MTC,arx_external_plus_target_lags,3,platinum_palladium_ratio_spot_logchg_ma20_lag1,REL_PLATINUM_PALLADIUM,3.263570166683177e-05
tci_same_scale_MTC,arx_external_plus_target_lags,3,platinum_palladium_ratio_spot_logchg_std20_lag1,REL_PLATINUM_PALLADIUM,0.0009684904914529135
tci_same_scale_MTC,arx_external_plus_target_lags,3,platinum_palladium_ratio_spot_lag1,REL_PLATINUM_PALLADIUM,0.00940586879149838
tci_same_scale_MTC,arx_external_plus_target_lags,3,platinum_palladium_ratio_spot_lag5,REL_PLATINUM_PALLADIUM,0.0008268850365299587
tci_same_scale_MTC,arx_external_plus_target_lags,3,platinum_palladium_ratio_spot_lag20,REL_PLATINUM_PALLADIUM,0.012962414829253126
tci_same_scale_MTC,arx_external_plus_target_lags,3,platinum_palladium_ratio_spot_ma20_lag1,REL_PLATINUM_PALLADIUM,0.02126494647210294
tci_same_scale_MTC,arx_external_plus_target_lags,3,platinum_palladium_ratio_spot_std20_lag1,REL_PLATINUM_PALLADIUM,7.877028399051145e-05
tci_same_scale_MTC,arx_external_plus_target_lags,3,gold_silver_ratio_spot_logchg_lag1,REL_GOLD_SILVER,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,gold_silver_ratio_spot_logchg_lag5,REL_GOLD_SILVER,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,gold_silver_ratio_spot_logchg_lag20,REL_GOLD_SILVER,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,gold_silver_ratio_spot_logchg_ma20_lag1,REL_GOLD_SILVER,0.00036437965013061386
tci_same_scale_MTC,arx_external_plus_target_lags,3,gold_silver_ratio_spot_logchg_std20_lag1,REL_GOLD_SILVER,0.00020547943751584853
tci_same_scale_MTC,arx_external_plus_target_lags,3,gold_platinum_ratio_futures_logchg_lag1,REL_GOLD_PLATINUM,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,gold_platinum_ratio_futures_logchg_lag5,REL_GOLD_PLATINUM,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,gold_platinum_ratio_futures_logchg_lag20,REL_GOLD_PLATINUM,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,gold_platinum_ratio_futures_logchg_ma20_lag1,REL_GOLD_PLATINUM,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,gold_platinum_ratio_futures_logchg_std20_lag1,REL_GOLD_PLATINUM,0.0005913271576617874
tci_same_scale_MTC,arx_external_plus_target_lags,3,gold_platinum_ratio_futures_lag1,REL_GOLD_PLATINUM,0.027266899456078138
tci_same_scale_MTC,arx_external_plus_target_lags,3,gold_platinum_ratio_futures_lag5,REL_GOLD_PLATINUM,0.008852838863055905
tci_same_scale_MTC,arx_external_plus_target_lags,3,gold_platinum_ratio_futures_lag20,REL_GOLD_PLATINUM,0.028939845982150908
tci_same_scale_MTC,arx_external_plus_target_lags,3,gold_platinum_ratio_futures_ma20_lag1,REL_GOLD_PLATINUM,0.018783372882534666
tci_same_scale_MTC,arx_external_plus_target_lags,3,gold_platinum_ratio_futures_std20_lag1,REL_GOLD_PLATINUM,4.796035706923828e-06
tci_same_scale_MTC,arx_external_plus_target_lags,3,platinum_palladium_ratio_futures_logchg_lag1,REL_PLATINUM_PALLADIUM,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,platinum_palladium_ratio_futures_logchg_lag5,REL_PLATINUM_PALLADIUM,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,platinum_palladium_ratio_futures_logchg_lag20,REL_PLATINUM_PALLADIUM,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,platinum_palladium_ratio_futures_logchg_ma20_lag1,REL_PLATINUM_PALLADIUM,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,platinum_palladium_ratio_futures_logchg_std20_lag1,REL_PLATINUM_PALLADIUM,2.0935626947015796e-05
tci_same_scale_MTC,arx_external_plus_target_lags,3,platinum_palladium_ratio_futures_lag1,REL_PLATINUM_PALLADIUM,0.01845341597675048
tci_same_scale_MTC,arx_external_plus_target_lags,3,platinum_palladium_ratio_futures_lag5,REL_PLATINUM_PALLADIUM,0.02034754225919048
tci_same_scale_MTC,arx_external_plus_target_lags,3,platinum_palladium_ratio_futures_lag20,REL_PLATINUM_PALLADIUM,0.027838015504253955
tci_same_scale_MTC,arx_external_plus_target_lags,3,platinum_palladium_ratio_futures_ma20_lag1,REL_PLATINUM_PALLADIUM,0.00998274617698288
tci_same_scale_MTC,arx_external_plus_target_lags,3,platinum_palladium_ratio_futures_std20_lag1,REL_PLATINUM_PALLADIUM,0.0002611384620307855
tci_same_scale_MTC,arx_external_plus_target_lags,3,gold_silver_ratio_futures_logchg_lag1,REL_GOLD_SILVER,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,gold_silver_ratio_futures_logchg_lag5,REL_GOLD_SILVER,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,gold_silver_ratio_futures_logchg_lag20,REL_GOLD_SILVER,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,gold_silver_ratio_futures_logchg_ma20_lag1,REL_GOLD_SILVER,0.0005065461608083149
tci_same_scale_MTC,arx_external_plus_target_lags,3,gold_silver_ratio_futures_logchg_std20_lag1,REL_GOLD_SILVER,8.614540657226001e-05
tci_same_scale_MTC,arx_external_plus_target_lags,3,gold_silver_ratio_futures_lag1,REL_GOLD_SILVER,0.0003962412538783366
tci_same_scale_MTC,arx_external_plus_target_lags,3,gold_silver_ratio_futures_lag5,REL_GOLD_SILVER,0.0007054314519141807
tci_same_scale_MTC,arx_external_plus_target_lags,3,gold_silver_ratio_futures_lag20,REL_GOLD_SILVER,0.0005932709411525448
tci_same_scale_MTC,arx_external_plus_target_lags,3,gold_silver_ratio_futures_ma20_lag1,REL_GOLD_SILVER,0.0011883054474042742
tci_same_scale_MTC,arx_external_plus_target_lags,3,gold_silver_ratio_futures_std20_lag1,REL_GOLD_SILVER,0.00013055768760584323
tci_same_scale_MTC,arx_external_plus_target_lags,3,gpr_narrow_lag1,GPR,0.00018724393554887553
tci_same_scale_MTC,arx_external_plus_target_lags,3,gpr_narrow_lag5,GPR,9.910154938696375e-05
tci_same_scale_MTC,arx_external_plus_target_lags,3,gpr_narrow_lag20,GPR,1.8252987930643855e-05
tci_same_scale_MTC,arx_external_plus_target_lags,3,gpr_narrow_ma20_lag1,GPR,0.00019448091252752118
tci_same_scale_MTC,arx_external_plus_target_lags,3,gpr_narrow_std20_lag1,GPR,0.0008449949072452088
tci_same_scale_MTC,arx_external_plus_target_lags,3,gpr_broad_lag1,GPR,0.00034999074310119804
tci_same_scale_MTC,arx_external_plus_target_lags,3,gpr_broad_lag5,GPR,0.001305671962130436
tci_same_scale_MTC,arx_external_plus_target_lags,3,gpr_broad_lag20,GPR,0.0019755091440444234
tci_same_scale_MTC,arx_external_plus_target_lags,3,gpr_broad_ma20_lag1,GPR,0.0010200471344839692
tci_same_scale_MTC,arx_external_plus_target_lags,3,gpr_broad_std20_lag1,GPR,0.0003202706502435144
tci_same_scale_MTC,arx_external_plus_target_lags,3,gpr_threat_lag1,GPR,0.0003315213007008693
tci_same_scale_MTC,arx_external_plus_target_lags,3,gpr_threat_lag5,GPR,0.0011116973918582243
tci_same_scale_MTC,arx_external_plus_target_lags,3,gpr_threat_lag20,GPR,0.0004775882572590321
tci_same_scale_MTC,arx_external_plus_target_lags,3,gpr_threat_ma20_lag1,GPR,0.0002464879777205427
tci_same_scale_MTC,arx_external_plus_target_lags,3,gpr_threat_std20_lag1,GPR,0.0009638273731566044
tci_same_scale_MTC,arx_external_plus_target_lags,3,gpr_lag1,GPR,0.0008668897952793199
tci_same_scale_MTC,arx_external_plus_target_lags,3,gpr_lag5,GPR,0.00018965161970683464
tci_same_scale_MTC,arx_external_plus_target_lags,3,gpr_lag20,GPR,0.0006134311314971764
tci_same_scale_MTC,arx_external_plus_target_lags,3,gpr_ma20_lag1,GPR,0.0012014648108739849
tci_same_scale_MTC,arx_external_plus_target_lags,3,gpr_std20_lag1,GPR,0.0026144218367824892
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_platinum_oi_change_ratio_lag1,CFTC_PLATINUM,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_platinum_oi_change_ratio_lag5,CFTC_PLATINUM,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_platinum_oi_change_ratio_lag20,CFTC_PLATINUM,0.0008613941694235016
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_platinum_oi_change_ratio_ma20_lag1,CFTC_PLATINUM,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_platinum_oi_change_ratio_std20_lag1,CFTC_PLATINUM,0.0004029817813563538
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_gold_managed_money_net_ratio_lag1,CFTC_GOLD,0.0001975302932942626
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_gold_managed_money_net_ratio_lag5,CFTC_GOLD,0.00010684893279849592
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_gold_managed_money_net_ratio_lag20,CFTC_GOLD,6.400352282532008e-05
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_gold_managed_money_net_ratio_ma20_lag1,CFTC_GOLD,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_gold_managed_money_net_ratio_std20_lag1,CFTC_GOLD,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_gold_producer_merchant_net_ratio_lag1,CFTC_GOLD,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_gold_producer_merchant_net_ratio_lag5,CFTC_GOLD,4.1469431629908124e-05
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_gold_producer_merchant_net_ratio_lag20,CFTC_GOLD,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_gold_producer_merchant_net_ratio_ma20_lag1,CFTC_GOLD,0.00021515608285867108
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_gold_producer_merchant_net_ratio_std20_lag1,CFTC_GOLD,8.127108745145854e-05
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_gold_swap_net_ratio_lag1,CFTC_GOLD,0.0003590553453837242
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_gold_swap_net_ratio_lag5,CFTC_GOLD,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_gold_swap_net_ratio_lag20,CFTC_GOLD,0.001004231548026736
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_gold_swap_net_ratio_ma20_lag1,CFTC_GOLD,0.000352106305317372
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_gold_swap_net_ratio_std20_lag1,CFTC_GOLD,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_gold_other_reportable_net_ratio_lag1,CFTC_GOLD,0.029123082135440174
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_gold_other_reportable_net_ratio_lag5,CFTC_GOLD,0.029789462756233807
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_gold_other_reportable_net_ratio_lag20,CFTC_GOLD,0.010785906027422618
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_gold_other_reportable_net_ratio_ma20_lag1,CFTC_GOLD,0.02831189066346985
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_gold_other_reportable_net_ratio_std20_lag1,CFTC_GOLD,6.376964121683042e-05
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_gold_nonreportable_net_ratio_lag1,CFTC_GOLD,0.0001780111623315759
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_gold_nonreportable_net_ratio_lag5,CFTC_GOLD,0.00032195501148544114
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_gold_nonreportable_net_ratio_lag20,CFTC_GOLD,0.0010320849972579634
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_gold_nonreportable_net_ratio_ma20_lag1,CFTC_GOLD,0.002125490788725177
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_gold_nonreportable_net_ratio_std20_lag1,CFTC_GOLD,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_gold_oi_change_ratio_lag1,CFTC_GOLD,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_gold_oi_change_ratio_lag5,CFTC_GOLD,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_gold_oi_change_ratio_lag20,CFTC_GOLD,0.0008073028865236475
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_gold_oi_change_ratio_ma20_lag1,CFTC_GOLD,0.007909015488959451
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_gold_oi_change_ratio_std20_lag1,CFTC_GOLD,0.00046217746230013603
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_palladium_oi_lag1,CFTC_PALLADIUM,0.0006110502059988694
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_palladium_oi_lag5,CFTC_PALLADIUM,9.695710731076181e-05
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_palladium_oi_lag20,CFTC_PALLADIUM,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_palladium_oi_ma20_lag1,CFTC_PALLADIUM,0.0005832392289123291
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_palladium_oi_std20_lag1,CFTC_PALLADIUM,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_palladium_oi_change_ratio_lag1,CFTC_PALLADIUM,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_palladium_oi_change_ratio_lag5,CFTC_PALLADIUM,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_palladium_oi_change_ratio_lag20,CFTC_PALLADIUM,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_palladium_oi_change_ratio_ma20_lag1,CFTC_PALLADIUM,0.018802849776629372
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_palladium_oi_change_ratio_std20_lag1,CFTC_PALLADIUM,2.9488183359596864e-06
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_palladium_managed_money_net_ratio_lag1,CFTC_PALLADIUM,0.0003609965486365278
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_palladium_managed_money_net_ratio_lag5,CFTC_PALLADIUM,9.077994501742792e-05
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_palladium_managed_money_net_ratio_lag20,CFTC_PALLADIUM,0.0012950620950618206
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_palladium_managed_money_net_ratio_ma20_lag1,CFTC_PALLADIUM,0.0010878860473289224
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_palladium_managed_money_net_ratio_std20_lag1,CFTC_PALLADIUM,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_palladium_producer_merchant_net_ratio_lag1,CFTC_PALLADIUM,6.35026269572264e-05
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_palladium_producer_merchant_net_ratio_lag5,CFTC_PALLADIUM,0.0004118133400920326
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_palladium_producer_merchant_net_ratio_lag20,CFTC_PALLADIUM,0.0006948932797985103
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_palladium_producer_merchant_net_ratio_ma20_lag1,CFTC_PALLADIUM,0.006939088520111407
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_palladium_producer_merchant_net_ratio_std20_lag1,CFTC_PALLADIUM,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_palladium_swap_net_ratio_lag1,CFTC_PALLADIUM,0.0005107850371185297
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_palladium_swap_net_ratio_lag5,CFTC_PALLADIUM,0.0015517236034687533
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_palladium_swap_net_ratio_lag20,CFTC_PALLADIUM,0.002454868121932045
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_palladium_swap_net_ratio_ma20_lag1,CFTC_PALLADIUM,0.001650639064577876
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_palladium_swap_net_ratio_std20_lag1,CFTC_PALLADIUM,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_gold_oi_lag1,CFTC_GOLD,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_gold_oi_lag5,CFTC_GOLD,3.632161276683869e-05
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_gold_oi_lag20,CFTC_GOLD,0.0001554047077067471
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_gold_oi_ma20_lag1,CFTC_GOLD,4.373424549121995e-05
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_gold_oi_std20_lag1,CFTC_GOLD,3.61230272133154e-05
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_platinum_oi_lag1,CFTC_PLATINUM,6.25374564887354e-05
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_platinum_oi_lag5,CFTC_PLATINUM,0.00011174943295343258
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_platinum_oi_lag20,CFTC_PLATINUM,0.022116231342077734
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_platinum_oi_ma20_lag1,CFTC_PLATINUM,0.006869461295494143
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_platinum_oi_std20_lag1,CFTC_PLATINUM,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_silver_nonreportable_net_ratio_lag1,CFTC_SILVER,0.00036631835548171516
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_silver_nonreportable_net_ratio_lag5,CFTC_SILVER,0.0012206407072928832
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_silver_nonreportable_net_ratio_lag20,CFTC_SILVER,0.0015011221194834556
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_silver_nonreportable_net_ratio_ma20_lag1,CFTC_SILVER,0.00045020406610295026
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_silver_nonreportable_net_ratio_std20_lag1,CFTC_SILVER,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_platinum_managed_money_net_ratio_lag1,CFTC_PLATINUM,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_platinum_managed_money_net_ratio_lag5,CFTC_PLATINUM,3.684282237247697e-05
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_platinum_managed_money_net_ratio_lag20,CFTC_PLATINUM,0.0001398699934660309
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_platinum_managed_money_net_ratio_ma20_lag1,CFTC_PLATINUM,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_platinum_managed_money_net_ratio_std20_lag1,CFTC_PLATINUM,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_palladium_nonreportable_net_ratio_lag1,CFTC_PALLADIUM,0.0033317488471620214
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_palladium_nonreportable_net_ratio_lag5,CFTC_PALLADIUM,0.0038463001677171106
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_palladium_nonreportable_net_ratio_lag20,CFTC_PALLADIUM,0.002974141856066475
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_palladium_nonreportable_net_ratio_ma20_lag1,CFTC_PALLADIUM,0.0018106174540451464
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_palladium_nonreportable_net_ratio_std20_lag1,CFTC_PALLADIUM,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_platinum_producer_merchant_net_ratio_lag1,CFTC_PLATINUM,0.0005582572560475081
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_platinum_producer_merchant_net_ratio_lag5,CFTC_PLATINUM,0.007299426638229013
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_platinum_producer_merchant_net_ratio_lag20,CFTC_PLATINUM,0.006952805470479074
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_platinum_producer_merchant_net_ratio_ma20_lag1,CFTC_PLATINUM,4.6683604410855295e-05
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_platinum_producer_merchant_net_ratio_std20_lag1,CFTC_PLATINUM,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_platinum_swap_net_ratio_lag1,CFTC_PLATINUM,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_platinum_swap_net_ratio_lag5,CFTC_PLATINUM,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_platinum_swap_net_ratio_lag20,CFTC_PLATINUM,1.2143361064358803e-05
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_platinum_swap_net_ratio_ma20_lag1,CFTC_PLATINUM,0.00011117727605498072
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_platinum_swap_net_ratio_std20_lag1,CFTC_PLATINUM,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_platinum_other_reportable_net_ratio_lag1,CFTC_PLATINUM,1.994057450811519e-05
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_platinum_other_reportable_net_ratio_lag5,CFTC_PLATINUM,1.4699939279030533e-05
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_platinum_other_reportable_net_ratio_lag20,CFTC_PLATINUM,4.791646648541271e-05
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_platinum_other_reportable_net_ratio_ma20_lag1,CFTC_PLATINUM,0.0009053908865560851
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_platinum_other_reportable_net_ratio_std20_lag1,CFTC_PLATINUM,0.000298760204094126
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_platinum_nonreportable_net_ratio_lag1,CFTC_PLATINUM,0.029428758662383748
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_platinum_nonreportable_net_ratio_lag5,CFTC_PLATINUM,0.037682736380164464
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_platinum_nonreportable_net_ratio_lag20,CFTC_PLATINUM,0.028471485014628338
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_platinum_nonreportable_net_ratio_ma20_lag1,CFTC_PLATINUM,0.009807484995346475
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_platinum_nonreportable_net_ratio_std20_lag1,CFTC_PLATINUM,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_silver_oi_lag1,CFTC_SILVER,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_silver_oi_lag5,CFTC_SILVER,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_silver_oi_lag20,CFTC_SILVER,0.00022109877252015015
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_silver_oi_ma20_lag1,CFTC_SILVER,0.000368557461926753
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_silver_oi_std20_lag1,CFTC_SILVER,0.00021217836626948234
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_silver_oi_change_ratio_lag1,CFTC_SILVER,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_silver_oi_change_ratio_lag5,CFTC_SILVER,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_silver_oi_change_ratio_lag20,CFTC_SILVER,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_silver_oi_change_ratio_ma20_lag1,CFTC_SILVER,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_silver_oi_change_ratio_std20_lag1,CFTC_SILVER,0.0
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_silver_managed_money_net_ratio_lag1,CFTC_SILVER,4.310878969514713e-05
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_silver_managed_money_net_ratio_lag5,CFTC_SILVER,8.187349119992699e-05
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_silver_managed_money_net_ratio_lag20,CFTC_SILVER,0.002394021601359778
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_silver_managed_money_net_ratio_ma20_lag1,CFTC_SILVER,2.2835530489928746e-05
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_silver_managed_money_net_ratio_std20_lag1,CFTC_SILVER,8.227269926494635e-05
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_silver_producer_merchant_net_ratio_lag1,CFTC_SILVER,7.799243515824061e-05
tci_same_scale_MTC,arx_external_plus_target_lags,3,cftc_silver_producer_merchant_net_ratio_lag5,CFTC_SILVER,0.0
