target,model_family,model,feature_set,r2_mean,r2_std,rmse_mean,rmse_std,mae_mean,mae_std,test_std_mean,test_std_std
tci_same_scale_MTC,AR,AR_Ridge,target_lags,0.9979147865099023,0.0018917385886434398,0.13750922477694838,0.054431066373952786,0.09113135966672398,0.030005296048461038,3.307622845962399,0.9039787911594862
tci_same_scale_MTC,ARX,ARX_ElasticNet,arx_external_plus_target_lags,0.9956823641225347,0.004005077641670718,0.1935499098284449,0.07454593798469226,0.14700176919412702,0.05749646786118038,3.307622845962399,0.9039787911594862
tci_same_scale_MTC,ARX,ARX_ExtraTrees,arx_external_plus_target_lags,-0.15912209381667786,0.6526811576002113,3.357078064646595,0.6140746931352173,2.796820112044054,0.7923001397094106,3.307622845962399,0.9039787911594862
tci_same_scale_MTC,ARX,ARX_RandomForest,arx_external_plus_target_lags,0.07204821968274562,0.5266109542579271,2.951354173895405,0.29647139426073144,2.401049274522994,0.27207501479716373,3.307622845962399,0.9039787911594862
tci_same_scale_MTC,ARX,ARX_Ridge,arx_external_plus_target_lags,0.948997171829521,0.06951036420536912,0.5608556651027903,0.43361658023562816,0.4157687628096886,0.313834520601041,3.307622845962399,0.9039787911594862
tci_same_scale_MTC,Exog,Exog_ElasticNet,external_only,-5.183217082443869,5.397942914782285,7.291044319230459,2.5819369728113686,6.059149419926309,1.793401685751824,3.307622845962399,0.9039787911594862
tci_same_scale_MTC,Exog,Exog_ExtraTrees,external_only,-0.46679793418972154,0.507034122526205,3.9098370331264083,0.8987487586356868,3.3467130481878784,1.0913873068955136,3.307622845962399,0.9039787911594862
tci_same_scale_MTC,Exog,Exog_RandomForest,external_only,-0.7857292289478215,1.0626684969080793,4.164202603904378,0.8906462590323687,3.4804563822762553,1.0465161656764974,3.307622845962399,0.9039787911594862
tci_same_scale_MTC,Exog,Exog_Ridge,external_only,-6.965988457367828,6.714406194480875,8.236011570636109,2.8101871431278966,6.817416780485568,1.7714717007621867,3.307622845962399,0.9039787911594862
tci_same_scale_MTC,Mean,Mean,mean_baseline,-2.7067663628923637,2.023028874295394,5.928191048133548,1.0014245070081735,5.081354287198015,1.1629786145532608,3.307622845962399,0.9039787911594862
tci_same_scale_STC,AR,AR_Ridge,target_lags,0.9778587045068244,0.01566306916484903,0.33069165076081586,0.17725523853762443,0.18451883174979936,0.08098525800487115,2.706564177332281,1.7713666593322646
tci_same_scale_STC,ARX,ARX_ElasticNet,arx_external_plus_target_lags,0.8960596484190001,0.11740294536438253,0.5810781448491018,0.21343171849075038,0.42198417532609617,0.14548128293688206,2.706564177332281,1.7713666593322646
tci_same_scale_STC,ARX,ARX_ExtraTrees,arx_external_plus_target_lags,-10.298155715042887,16.466463030158963,4.2746959603947134,1.5595773243169955,3.673384192773776,1.8113626314962983,2.706564177332281,1.7713666593322646
tci_same_scale_STC,ARX,ARX_RandomForest,arx_external_plus_target_lags,-6.462462855154745,9.927651934176644,4.000859311028609,1.6303017190943658,3.447247776837591,1.5487757301225717,2.706564177332281,1.7713666593322646
tci_same_scale_STC,ARX,ARX_Ridge,arx_external_plus_target_lags,0.3849095968422283,0.8874838720152699,1.051004523233173,0.2562157193104291,0.8445783648107529,0.2993065602587945,2.706564177332281,1.7713666593322646
tci_same_scale_STC,Exog,Exog_ElasticNet,external_only,-57.456837319582014,95.5608620424822,7.418143895228366,1.2939397359022884,6.469858136512137,1.4167866398488247,2.706564177332281,1.7713666593322646
tci_same_scale_STC,Exog,Exog_ExtraTrees,external_only,-39.106756216046286,64.65002164848028,6.235140489431824,1.9555692378799416,5.4203944153300085,2.5672014413330815,2.706564177332281,1.7713666593322646
tci_same_scale_STC,Exog,Exog_RandomForest,external_only,-25.08260818539024,40.22166700168804,5.761650052238127,1.8445544539800984,4.896611787395645,2.233416447737206,2.706564177332281,1.7713666593322646
tci_same_scale_STC,Exog,Exog_Ridge,external_only,-64.80591274583462,108.52247156792244,7.508547316775247,1.713894687813318,6.632883512617718,1.6462794702123276,2.706564177332281,1.7713666593322646
tci_same_scale_STC,Mean,Mean,mean_baseline,-26.93940524279121,46.18370869325881,4.83586176835286,1.1661387363653113,4.481511050444272,1.4406226818625396,2.706564177332281,1.7713666593322646
tci_within_gold,AR,AR_Ridge,target_lags,0.9986517917170404,0.0001246543111955024,0.3891048388034685,0.10913949933930486,0.2706146616624275,0.07556191766967882,10.56678581062743,2.765518158463701
