max_tci,mean_max_target_r2,mean_min_target_r2,mean_tci,median_tci,min_tci,n_windows,q25_tci,q75_tci,std_tci,window_size
99.99984271636615,99.99906945768586,99.8030780953414,99.96121657096771,99.9740257416924,99.56370561927179,2849,99.94643477115518,99.98919423037465,0.04454562849589087,252
99.99918689963083,99.99661145723279,99.22488715417366,99.86174106560782,99.91819644227988,98.58044867834224,2801,99.83306224330721,99.97006232560722,0.18941349622707443,300
99.86483630169072,99.6113684613848,90.65646990361003,97.15416588472945,97.681306067869,87.3442772283357,2601,96.26998540646048,99.02695526258012,2.3808599416725373,500
96.62136960823413,96.8850519184357,75.67372043896344,89.35448857794182,89.85641519882162,77.90372515799098,2345,87.19828585462106,92.83363763802868,4.252373229513677,756
90.86487312559467,93.78451365411198,67.49972916336209,82.54181049859244,83.55881912516061,74.26349296252792,2101,80.04443971393418,84.76341372325457,4.077623357651387,1000
81.89877908391378,88.83341330735011,61.4981293684412,74.99520853755955,73.88318905688453,69.00772428554994,1601,71.6776786503614,79.47197794090764,3.935748790337351,1500
74.26922186596146,84.0339032787743,56.76204771461824,71.22508856428857,71.35127193543383,68.29889134857171,1101,69.5917844835646,73.10510153264468,1.855546860592952,2000
70.78750836740612,82.32260741559715,59.160307840851225,70.78750836740612,70.78750836740612,70.78750836740612,1,70.78750836740612,70.78750836740612,0.0,3100
