feature_set,fold,mae,model,model_family,n_test,n_train,r2,rmse,target,test_end,test_start,test_std,train_end,train_start
arx_external_plus_target_lags,2,3.1342129809202346,ARX_RandomForest,ARX,389,1816,0.8000058808493421,3.724456178352275,tci_within_platinum,2024-03-12,2022-03-17,8.328259638015401,2022-03-16,2013-04-08
external_only,2,8.002506177612725,Exog_ExtraTrees,Exog,389,1816,-0.22091654516835568,9.202318185050054,tci_within_platinum,2024-03-12,2022-03-17,8.328259638015401,2022-03-16,2013-04-08
arx_external_plus_target_lags,2,5.348853258509642,ARX_ExtraTrees,ARX,389,1816,0.4627499982295805,6.1043927640001305,tci_within_platinum,2024-03-12,2022-03-17,8.328259638015401,2022-03-16,2013-04-08
mean_baseline,3,2.6048736521143883,Mean,Mean,390,2205,-0.2791887729711422,4.0574940590237025,tci_within_platinum,2026-03-31,2024-03-13,3.5874889583192084,2024-03-12,2013-04-08
target_lags,3,0.26938046503476426,AR_Ridge,AR,390,2205,0.9173334097769409,1.0314675873010721,tci_within_platinum,2026-03-31,2024-03-13,3.5874889583192084,2024-03-12,2013-04-08
external_only,3,11.62783355378031,Exog_Ridge,Exog,390,2205,-16.607917417901373,15.053745495288991,tci_within_platinum,2026-03-31,2024-03-13,3.5874889583192084,2024-03-12,2013-04-08
arx_external_plus_target_lags,3,0.9121473319851529,ARX_Ridge,ARX,390,2205,0.8434760292363847,1.419322218579292,tci_within_platinum,2026-03-31,2024-03-13,3.5874889583192084,2024-03-12,2013-04-08
external_only,3,11.091502167254342,Exog_ElasticNet,Exog,390,2205,-14.647876337855026,14.191172388583366,tci_within_platinum,2026-03-31,2024-03-13,3.5874889583192084,2024-03-12,2013-04-08
arx_external_plus_target_lags,3,0.5153277047446279,ARX_ElasticNet,ARX,390,2205,0.887794887130177,1.201702311453477,tci_within_platinum,2026-03-31,2024-03-13,3.5874889583192084,2024-03-12,2013-04-08
external_only,3,3.279941084361467,Exog_RandomForest,Exog,390,2205,-0.5246439504174683,4.429704852379291,tci_within_platinum,2026-03-31,2024-03-13,3.5874889583192084,2024-03-12,2013-04-08
arx_external_plus_target_lags,3,2.4721930184569474,ARX_RandomForest,ARX,390,2205,0.22569102965788512,3.1568047279288534,tci_within_platinum,2026-03-31,2024-03-13,3.5874889583192084,2024-03-12,2013-04-08
external_only,3,3.434345028488655,Exog_ExtraTrees,Exog,390,2205,-0.6943622497565898,4.669750813953505,tci_within_platinum,2026-03-31,2024-03-13,3.5874889583192084,2024-03-12,2013-04-08
arx_external_plus_target_lags,3,2.8511702797787994,ARX_ExtraTrees,ARX,390,2205,-0.12687440620108292,3.8082752535112383,tci_within_platinum,2026-03-31,2024-03-13,3.5874889583192084,2024-03-12,2013-04-08
mean_baseline,1,11.249181093400523,Mean,Mean,389,1427,-0.33919774498118205,12.765754983072695,tci_within_palladium,2022-03-16,2020-03-04,11.031235341013968,2020-03-03,2013-04-08
target_lags,1,0.23067180642080246,AR_Ridge,AR,389,1427,0.9990715542903524,0.3361262318028339,tci_within_palladium,2022-03-16,2020-03-04,11.031235341013968,2020-03-03,2013-04-08
external_only,1,16.49328992865366,Exog_Ridge,Exog,389,1427,-1.9518017669532668,18.952554062236903,tci_within_palladium,2022-03-16,2020-03-04,11.031235341013968,2020-03-03,2013-04-08
arx_external_plus_target_lags,1,1.464077305673378,ARX_Ridge,ARX,389,1427,0.9769286922649093,1.6755610490255608,tci_within_palladium,2022-03-16,2020-03-04,11.031235341013968,2020-03-03,2013-04-08
external_only,1,16.240948052618446,Exog_ElasticNet,Exog,389,1427,-1.8537481766689075,18.635110548926086,tci_within_palladium,2022-03-16,2020-03-04,11.031235341013968,2020-03-03,2013-04-08
arx_external_plus_target_lags,1,0.4179983102003006,ARX_ElasticNet,ARX,389,1427,0.9977229520503397,0.5263931606940815,tci_within_palladium,2022-03-16,2020-03-04,11.031235341013968,2020-03-03,2013-04-08
external_only,1,9.378906156828673,Exog_RandomForest,Exog,389,1427,-0.05449651443470316,11.32783003683598,tci_within_palladium,2022-03-16,2020-03-04,11.031235341013968,2020-03-03,2013-04-08
arx_external_plus_target_lags,1,7.799596183727372,ARX_RandomForest,ARX,389,1427,0.281443565293634,9.350925380550821,tci_within_palladium,2022-03-16,2020-03-04,11.031235341013968,2020-03-03,2013-04-08
external_only,1,9.7367284778051,Exog_ExtraTrees,Exog,389,1427,-0.10783198182365905,11.610772061638944,tci_within_palladium,2022-03-16,2020-03-04,11.031235341013968,2020-03-03,2013-04-08
arx_external_plus_target_lags,1,7.917077378677592,ARX_ExtraTrees,ARX,389,1427,0.2422995316696046,9.602248207119706,tci_within_palladium,2022-03-16,2020-03-04,11.031235341013968,2020-03-03,2013-04-08
mean_baseline,2,6.101408096726936,Mean,Mean,389,1816,-0.17711096369851154,8.542103892246198,tci_within_palladium,2024-03-12,2022-03-17,7.87328816011417,2022-03-16,2013-04-08
target_lags,2,0.090335018769318,AR_Ridge,AR,389,1816,0.9997200097008908,0.13174302737272484,tci_within_palladium,2024-03-12,2022-03-17,7.87328816011417,2022-03-16,2013-04-08
external_only,2,19.060200877057515,Exog_Ridge,Exog,389,1816,-7.119770459545421,22.43510068364167,tci_within_palladium,2024-03-12,2022-03-17,7.87328816011417,2022-03-16,2013-04-08
arx_external_plus_target_lags,2,0.9452395470982196,ARX_Ridge,ARX,389,1816,0.9796168476726989,1.1240660260239765,tci_within_palladium,2024-03-12,2022-03-17,7.87328816011417,2022-03-16,2013-04-08
external_only,2,17.054602713268256,Exog_ElasticNet,Exog,389,1816,-5.442246702414312,19.98365036820619,tci_within_palladium,2024-03-12,2022-03-17,7.87328816011417,2022-03-16,2013-04-08
arx_external_plus_target_lags,2,0.31368251186846413,ARX_ElasticNet,ARX,389,1816,0.9975685716621595,0.3882280260836525,tci_within_palladium,2024-03-12,2022-03-17,7.87328816011417,2022-03-16,2013-04-08
external_only,2,7.096829256547693,Exog_RandomForest,Exog,389,1816,-0.021526955071385245,7.957580894332489,tci_within_palladium,2024-03-12,2022-03-17,7.87328816011417,2022-03-16,2013-04-08
arx_external_plus_target_lags,2,3.3108230931059155,ARX_RandomForest,ARX,389,1816,0.7812429034061423,3.6824530811412965,tci_within_palladium,2024-03-12,2022-03-17,7.87328816011417,2022-03-16,2013-04-08
external_only,2,6.057922667095921,Exog_ExtraTrees,Exog,389,1816,-0.29299097831120036,8.952697162320916,tci_within_palladium,2024-03-12,2022-03-17,7.87328816011417,2022-03-16,2013-04-08
arx_external_plus_target_lags,2,3.7170348503206063,ARX_ExtraTrees,ARX,389,1816,0.5390614921536955,5.345368408057257,tci_within_palladium,2024-03-12,2022-03-17,7.87328816011417,2022-03-16,2013-04-08
mean_baseline,3,9.803487873628297,Mean,Mean,390,2205,-0.11234043002147387,10.674590374060502,tci_within_palladium,2026-03-31,2024-03-13,10.12120816254194,2024-03-12,2013-04-08
target_lags,3,0.21254784334695048,AR_Ridge,AR,390,2205,0.9976352209110197,0.49218417429000066,tci_within_palladium,2026-03-31,2024-03-13,10.12120816254194,2024-03-12,2013-04-08
external_only,3,12.412289745784841,Exog_Ridge,Exog,390,2205,-2.1424189449930644,17.941733406135697,tci_within_palladium,2026-03-31,2024-03-13,10.12120816254194,2024-03-12,2013-04-08
arx_external_plus_target_lags,3,0.4187544483299884,ARX_Ridge,ARX,390,2205,0.9951529458796566,0.7046464876866112,tci_within_palladium,2026-03-31,2024-03-13,10.12120816254194,2024-03-12,2013-04-08
external_only,3,11.98533194801928,Exog_ElasticNet,Exog,390,2205,-1.8843530701083986,17.18923572950166,tci_within_palladium,2026-03-31,2024-03-13,10.12120816254194,2024-03-12,2013-04-08
arx_external_plus_target_lags,3,0.25053285876103537,ARX_ElasticNet,ARX,390,2205,0.9972858120458713,0.5272933769532064,tci_within_palladium,2026-03-31,2024-03-13,10.12120816254194,2024-03-12,2013-04-08
external_only,3,9.648654867528661,Exog_RandomForest,Exog,390,2205,-0.07246228096329688,10.481498353676619,tci_within_palladium,2026-03-31,2024-03-13,10.12120816254194,2024-03-12,2013-04-08
arx_external_plus_target_lags,3,5.974492007482363,ARX_RandomForest,ARX,390,2205,0.5224083606818,6.994565070931004,tci_within_palladium,2026-03-31,2024-03-13,10.12120816254194,2024-03-12,2013-04-08
external_only,3,9.528514813767856,Exog_ExtraTrees,Exog,390,2205,-0.052241266047381885,10.38221508782612,tci_within_palladium,2026-03-31,2024-03-13,10.12120816254194,2024-03-12,2013-04-08
arx_external_plus_target_lags,3,7.35212487230577,ARX_ExtraTrees,ARX,390,2205,0.3581600873878211,8.1085970136126,tci_within_palladium,2026-03-31,2024-03-13,10.12120816254194,2024-03-12,2013-04-08
